isbsg_project_id,external_eef_data_quality_rating,project_prf_year_of_project,external_eef_industry_sector,external_eef_organisation_type,project_prf_application_group,project_prf_application_type,project_prf_development_type,tech_tf_development_platform,tech_tf_language_type,tech_tf_primary_programming_language,project_prf_functional_size,project_prf_relative_size,project_prf_normalised_work_effort_level_1,project_prf_normalised_work_effort,project_prf_normalised_level_1_pdr_ufp,project_prf_normalised_pdr_ufp,project_prf_defect_density,project_prf_speed_of_delivery,project_prf_manpower_delivery_rate,project_prf_project_elapsed_time,project_prf_team_size_group,project_prf_max_team_size,project_prf_case_tool_used,process_pmf_development_methodologies,process_pmf_prototyping_used,process_pmf_docs,tech_tf_architecture,tech_tf_client_server,tech_tf_client_roles,tech_tf_server_roles,tech_tf_type_of_server,tech_tf_type_of_server.1,tech_tf_client/server_description,tech_tf_web_development,tech_tf_dbms_used,tech_tf_tools_used,people_prf_project_user_involvement,people_prf_ba_team_experience_less_than_1_yr,people_prf_ba_team_experience_1_to_3_yr,people_prf_ba_team_experience_great_than_3_yr,people_prf_it_experience_less_than_1_yr,people_prf_it_experience_1_to_3_yr,people_prf_it_experience_great_than_3_yr,people_prf_it_experience_less_than_3_yr,people_prf_it_experience_3_to_9_yr,people_prf_it_experience_great_than_9_yr,people_prf_project_manage_experience,people_prf_project_manage_changes,people_prf_personnel_changes,project_prf_total_project_cost,project_prf_cost_currency,project_prf_currency_multiple
13384,b,2014,banking,government,business application,idm,enhancement,,4gl,c#,23.0,xs,102,70,8.7,9.8,,41.3,23.3,1.0,1,5.0,,agile development,,4,client server,,,database server,,,,,,0,,,,,,,,,,,19.0,,,,,no
23552,b,2010,government,aerospace / automotive,business application,content management system;dynamic website,enhancement,pc,3gl,c#,3.0,xs,10,12,16.0,16.6,97.0,0.2,,16.9,,3.0,,agile development,,1,multi-tier with web public interface,,,,,,,,yes,0,,,,,,,,,,,,,,,,
29310,b,2012,service industry,government,business application,mathematical modelling finance or eng.;software development tool,enhancement,proprietary,4gl,c#,127.0,s,781,601,1.9,2.3,,5.0,,18.3,3-4,2.0,,agile development,,2,stand alone,,,,,,,,,0,,,,,,,,,6.0,,,0.0,,,,
26585,b,2010,medical & health care,government,business application,business application,new development,proprietary,3gl,c#,99.0,m1,17665,12852,60.0,60.0,,182.9,13.7,0.9,41-50,38.0,,agile development;personal software process psp;unified process,,1,multi-tier with web public interface,,,,,,,,,0,,,,,,,,22.0,,,16.0,,,,,
29471,b,2013,banking,government;education institution;wholesale & retail trade;transport & storage;communications;medical and health care;banking,,surveillance and security,enhancement,pc,3gl,c#,8.0,s,15,25,0.9,1.1,,4.2,9.2,5.8,1,2.0,,agile development,,1,stand alone,,,,,,,,yes,0,,,,,,,,,,,48.0,,,,,"yes 10,000"
14345,a,2012,service industry,transport & storage,real-time application,surveillance and security,new development,,3gl,c#,283.0,m1,4537,2125,32.1,32.0,,88.8,127.9,1.2,,13.0,yes,agile development;personal software process psp;unified process,,19,client server,,,,,,,web,,0,,,,,,,,,7.0,4.0,,,,,"canada, dollar",
17548,b,2013,banking,government,business application,business application,new development,pc,3gl,c#,535.0,m2,3768,2702,2.2,2.9,7.8,145.5,126.6,10.6,,,no,agile development;personal software process psp;unified process,,12,stand alone,,web/html browser,,,,,,yes,1,,0.0,,,,,,0.0,,,20.0,0.0,1.0,140818.0,"european, euro",
26608,b,2013,manufacturing,government,business application,management information system,enhancement,proprietary,5gl,c#,294.0,m2,1168,763,1.2,1.6,,246.5,108.0,0.8,,12.0,,agile development,,4,,,,,,,,web,,0,,,,,,,,,13.0,,,,,134100.0,"european, euro",no
29310,a,2012,education,"education institution;electricity, gas, water;ieee",business application,customer billing/relationship management,enhancement,proprietary,4gl,oracle,245.0,m2,3772,1697,13.9,16.1,,81.6,,1.0,,13.0,yes,agile development,,20,,,,security/authentication,,,,web,,0,,,0.0,,,,,,,,17.0,,1.0,,,no
19859,b,2013,banking,government,business application,surveillance and security,enhancement,pc,4gl,c#,3.0,xs,9,9,1.4,1.7,,0.6,0.3,4.6,,2.0,,agile development,,1,stand alone,,,,,,,,yes,0,,,1.0,,,,,,,,,,,54798.0,,
14345,b,2012,government,government;education institution;wholesale & retail trade;transport & storage;communications;medical and health care;banking,,surveillance and security,enhancement,pc,3gl,proprietary agile platform,393.0,m2,25200,16127,38.3,41.4,,39.3,,7.7,2,14.0,yes,agile development;personal software process psp;unified process,yes,1,stand alone,,web/html browser,,,,,,yes,0,,11.0,2.0,,,,,17.0,,4.0,,,0.0,,,
10279,b,2011,service industry,community services;institutions eg. kindergartens,,analysis management,new development,proprietary,5gl,proprietary agile platform,301.0,m1,939,788,0.7,0.8,4.2,161.6,,5.3,,,,agile development,,1,multi-tier with web public interface,,,,,,,web,yes,0,,3.0,,,,,,,,,,,,,,
30466,a,2014,government,education institution,business application,business application,new development,multi,4gl,c#,183.0,xs,4410,2884,32.0,33.7,0.0,41.1,,3.1,,13.0,yes,agile development,,3,multi-tier with web public interface,,,,,,,web,yes,0,,,,,,,,,,,29.0,0.0,,,,no
14345,b,2011,banking,government;education institution;wholesale & retail trade;transport & storage;communications;medical and health care;banking,business application,surveillance and security,enhancement,,3gl,c#,21.0,xs,3310,3055,20.4,22.2,,5.2,,,,8.0,,agile development,,1,,,,html/web server;security/authentication,,,,,yes,0,,0.0,,4.0,,,,,,4.0,,0.0,1.0,,,
11738,b,2009,banking,government;education institution;wholesale & retail trade;transport & storage;communications;medical and health care;banking,mathematically-intensive application,financial transaction process/accounting;customer billing,new development,pc,3gl,c#,34.0,xs,26,27,1.0,1.2,,0.5,4.1,17.8,,2.0,,agile development,,2,stand alone,,,,,,,web,yes,0,,,,,,,,,,,,,,,,
28393,b,2010,government,government,,airport management,new development,pc,4gl,c#,93.0,s,88,69,1.5,1.7,38.6,4.8,,17.9,,2.0,,agile development,,5,multi-tier with web public interface,,,,,,,web,,0,,,,,,,,,,,,,,,,
12664,b,2011,banking,"education institution;electricity, gas, water;ieee",business application,workflow support & management;complex process control,enhancement,proprietary,3gl,c#,41.0,s,181,152,5.2,6.1,,,13.7,6.6,,,,agile development,,9,,,,,,,,,,0,,,,4.0,,,,,2.0,,,,0.0,86265.0,,
18118,b,2013,service industry,education institution,business application,clinical archive,enhancement,multi,4gl,java,203.0,m1,597,329,2.2,2.8,,350.6,,0.8,1,13.0,,agile development;personal software process psp;unified process,,16,client server,yes,,,,,,,,0,,,,4.0,,,,,,,,,,,"canada, dollar",
31166,b,2012,manufacturing,government,business application,business application,enhancement,pc,3gl,c#,5.0,s,21,44,1.9,2.3,7.4,4.1,1.3,10.4,1,2.0,,agile development,,1,stand alone,,,,,,,,yes,0,,,,,,,,,10.0,,,,0.0,96187.0,"european, euro",
14928,d,2011,manufacturing,community services;government;public administration,infrastructure software,course management,re-development,pc,3gl,c#,,l,36785,19260,20.0,22.1,5.9,662.4,470.3,10.0,41-50,,yes,agile development;personal software process psp;unified process,,20,multi-tier with web public interface,no,run a computer-human interface;data entry & validation;data retrieval & presentation;web/html browser,database server;ftp server;html/web server;messaging server;object/component server;security/authentication;business logic + integration to 30 other systems,,,,web,yes,1,,11.0,0.0,,,,,1.0,,2.0,,1.0,1.0,329139.0,"canada, dollar",no
29221,b,2009,government,high tech,business application,business application,new development,proprietary,5gl,oracle,13.0,xs,12,16,1.4,1.6,14.9,5.6,0.6,14.9,1,7.0,,agile development,,1,client server,,,,,,,web,yes,0,,,,,,,,,,,42.0,0.0,,76177.0,,
10279,b,2014,banking,government;education institution;wholesale & retail trade;transport & storage;communications;medical and health care;banking,,surveillance and security,enhancement,pc,3gl,c#,107.0,xs,451,326,1.6,2.1,2.5,17.7,82.8,4.1,1,3.0,,agile development,,1,stand alone,,,,,,,web,yes,0,,,,,,,,,3.0,,17.0,,,,,
11801,b,2011,banking,government,business application,business application,enhancement,,3gl,java,69.0,xs,2586,2069,6.7,8.2,,10.8,,3.5,5-8,6.0,yes,agile development,,1,multi-tier with web public interface,,,html/web server;security/authentication,,,,,yes,0,,,,,,,,,5.0,,,,,,"european, euro",
15011,b,2013,government,"education institution;electricity, gas, water;ieee",business application,surveillance and security,enhancement,multi,3gl,oracle,66.0,xs,14480,6965,60.6,61.5,0.0,174.1,25.8,1.6,3-4,,,agile development,,1,stand alone,yes,,,,,,,,0,,,,,,,,0.0,9.0,,,,,,,
31166,a,2011,service industry,government;education institution;wholesale & retail trade;transport & storage;communications;medical and health care;banking,business application,surveillance and security,enhancement,pc,3gl,c#,206.0,m1,9369,5865,13.5,14.9,,24.5,,12.6,3-4,3.0,no,agile development;multifunctional teams;scrum,,1,stand alone,,,,,,,,yes,1,,,,,,,,1.0,,,,0.0,3.0,,,
22069,b,2012,banking,government,business application,electronic data interchange,enhancement,proprietary,5gl,java,73.0,s,1772,1345,3.7,4.5,,87.9,,0.8,1,,,agile development,,1,multi-tier with web public interface,,,,,,,,,0,,,,,,,,,12.0,,,,,,"canada, dollar",no
30466,b,2013,,community services;institutions eg. kindergartens,business application,project management,new development,pc,3gl,c#,424.0,m2,59,58,1.3,1.6,,213.2,168.9,3.1,1,5.0,no,agile development,,20,multi-tier with web public interface,,,,,,,,,0,,,,,,,,,4.0,,17.0,0.0,,,,
13384,c,2014,government,government,business application,business application,enhancement,pc,3gl,c#,13.0,xs,866,513,89.2,90.0,0.0,4.2,,6.6,,5.0,no,agile development,,20,,yes,data entry & validation;data retrieval & presentation;web/html browser,database server,,,,,,1,,,0.0,,,,,5.0,2.0,,,0.0,1.0,94758.0,,
23552,d,2009,government,"education institution;electricity, gas, water;ieee",infrastructure software,course management,enhancement,pc,3gl,javascript,1615.0,l,8762,5484,0.5,0.6,,310.8,268.4,17.8,,2.0,yes,agile development;extreme programming xp;iterative;rapid application development rad;scrum;timeboxing;unified process;imes oom,,20,,yes,web/html browser,,,,,web,yes,2,,0.0,,3.0,,,,,,2.0,,0.0,0.0,384925.0,"european, euro",
12664,b,2014,banking,government;education institution;wholesale & retail trade;transport & storage;communications;medical and health care;banking,business application,surveillance and security,enhancement,multi,3gl,c#,312.0,s,16047,8250,42.2,43.2,,97.8,19.6,1.4,1,,,agile development,yes,4,stand alone,,,database server;html/web server,,,,,,0,,,,,,,,,,,,,,84270.0,"european, euro",
30658,c,2011,electronics & computers,biotech,business application,hospital information system,new development,multi,5gl,java,485.0,s,11572,4759,29.0,31.1,,225.3,,1.5,3-4,,,agile development,,20,multi-tier with web public interface,no,data entry & validation;data retrieval & presentation;device/equipment interface,html/web server;security/authentication,,,,web,,0,,,0.0,4.0,,,,,6.0,1.0,,0.0,3.0,,,
10572,b,2011,government,government,business application,workflow support & management;complex process control,new development,pc,3gl,c#,89.0,s,6968,5677,22.3,24.1,,15.8,,12.1,5-8,16.0,,agile development,,1,,yes,web/html browser,,,,,web,yes,0,,0.0,,8.0,,,,,,,,1.0,0.0,102161.0,,
23319,b,2007,government,government;education institution;wholesale & retail trade;transport & storage;communications;medical and health care;banking,business application,business application,enhancement,pc,3gl,c#,90.0,xs,3446,2491,6.5,7.2,111.3,6.1,1.2,17.4,1,2.0,,agile development,,1,stand alone,yes,,,,,,,yes,2,,,,,,,,,,,13.0,0.0,0.0,136349.0,,
18820,b,2014,banking,government;education institution;wholesale & retail trade;transport & storage;communications;medical and health care;banking,business application,surveillance and security,enhancement,pc,3gl,c#,9.0,xs,10,10,,2.9,18.6,9.7,28.9,1.3,1,2.0,,agile development,,17,,,,,,,,,,0,,,,,,,,,,,,,,,,no
10317,b,2013,banking,government,business application,catalogue/register of things or events,new development,multi,4gl,oracle,400.0,s,3551,1414,2.0,2.5,,70.5,116.8,2.5,1,4.0,no,agile development,,19,multi-tier with web public interface,,,,,,,,yes,0,,,1.0,5.0,,,,,,,,0.0,,72030.0,,
24701,b,2013,banking,government,business application,online analysis and reporting,new development,pc,3gl,c#,16.0,s,13,18,0.8,1.1,,6.7,2.5,5.2,1,2.0,no,agile development,,11,client server,,,,,,,,yes,0,,,,,,,,,,,,,,,,
11738,b,2014,banking,government;education institution;wholesale & retail trade;transport & storage;communications;medical and health care;banking,infrastructure software,workflow support & management;complex process control,enhancement,pc,3gl,c#,17.0,xs,824,841,18.3,19.6,0.8,5.3,20.2,,1,,,agile development,,1,stand alone,,run a computer-human interface;data entry & validation;data retrieval & presentation;web/html browser;security,,,,,,yes,0,,,,,,,,,,,36.0,,0.0,263787.0,,"yes 10,000"
27063,a,2010,service industry,government,business application,auditing management,enhancement,multi,3gl,c#,78.0,m1,14,20,0.5,0.5,105.6,7.7,1.5,18.6,1,2.0,,agile development;personal software process psp;unified process,,20,stand alone,yes,web/html browser,,,,,,yes,2,,,,4.0,,,,,,,,0.0,,77274.0,,
28393,b,2013,banking,government;education institution;wholesale & retail trade;transport & storage;communications;medical and health care;banking,,surveillance and security,enhancement,pc,3gl,c#,8.0,xs,5069,3311,47.1,46.5,,7.2,9.8,2.3,2,3.0,,agile development,,1,stand alone,,,,,,,,,0,,,,5.0,,,,,8.0,,36.0,,,,,no
18820,b,2012,government,education institution,business application,financial transaction process/accounting;management or performance reporting;data warehouse system,enhancement,multi,4gl,.net,136.0,s,1782,1247,2.2,2.9,2.3,82.1,54.4,4.4,,,,agile development,,1,stand alone,,,,,,,,,0,,3.0,5.0,,,,,,,,,,,,,
24701,d,2010,,government,business application,"catalogue/register of things or events;customer billing;financial transaction process/accounting;job, case, incident, project management;management or performance reporting;online analysis and reporting;workflow support & management;mathematical modelling",new development,pc,3gl,c++,409.0,m2,10195,6800,14.8,18.0,,170.9,186.5,1.5,2,11.0,yes,agile development;joint application development jad;multifunctional teams,,15,multi-tier with web public interface,yes,web/html browser,data acquisation,,,,web,,0,,,,,,,,,,0.0,,0.0,1.0,125054.0,"united states, dollar",no
14319,b,2012,banking,government;education institution;wholesale & retail trade;transport & storage;communications;medical and health care;banking,business application,surveillance and security,enhancement,pc,3gl,c#,4.0,xs,10,10,2.6,3.1,79.4,0.6,0.3,16.2,1,,,agile development,,4,stand alone,,,,,,,,yes,1,,,2.0,,,,,,,,31.0,,,231168.0,,
26861,b,2011,banking,government,business application,auditing management,enhancement,pc,3gl,oracle,320.0,m1,3342,1577,4.6,5.6,,92.4,,6.9,5-8,,,agile development,,18,multi-tier with web public interface,,web public interface,,,,,,,0,,0.0,2.0,9.0,,,,22.0,,,,,0.0,,,
15558,b,2012,manufacturing,food processing,business application,mathematical modelling finance or eng.;software development tool,new development,pc,3gl,c#,594.0,m2,3558,1872,0.5,0.5,,491.7,,4.3,5-8,5.0,,agile development,,1,stand alone,,data entry & validation;data retrieval & presentation;web/html browser,,,,,,yes,0,,,,,,,,,,,,,,,"european, euro",
26034,b,2013,government,transport & storage,business application,idm,enhancement,proprietary,4gl,abap,18.0,s,230,239,28.5,30.2,,21.0,19.4,1.5,,,,agile development,,1,multi-tier with web public interface,,web public interface,,,,,,,0,,,,8.0,,,,,,,,,,,,no
31103,b,2008,medical & health care,surveillance & security,business application,management information system,enhancement,multi,4gl,oracle,76.0,m1,30,56,0.6,0.6,,12.3,0.7,18.4,2,2.0,,agile development;unified process,,4,client server,,,,,,,,yes,0,,,0.0,,,,,,,0.0,,,,,,
17137,b,2014,service industry,government,business application,content management system;dynamic website,enhancement,proprietary,3gl,c#,268.0,m1,5583,3336,13.6,16.0,,102.3,,3.8,9-14,10.0,no,agile development,,17,,,web/html browser,,,,,,,0,,,,,,,,,,,,0.0,,,,
32010,b,2009,service industry,"government;real estate & property;education institution;manufacturing;construction;wholesale & retail trade;transport & storage;communications;medical and health care;community services;defence;financial, property & business services;banking;professional",business application,management information system,new development,pc,3gl,c#,428.0,m2,6329,4251,6.0,6.9,77.4,25.8,15.6,14.9,9-14,,yes,agile development,,17,multi-tier with web public interface,yes,run a computer-human interface;business logic or rule processing;data entry & validation;data retrieval & presentation,html/web server;multi-user legacy application,,,,web,yes,1,,0.0,0.0,6.0,,,,,,,,0.0,1.0,,,
25559,b,2012,banking,"education institution;electricity, gas, water;ieee",business application,business application,new development,pc,3gl,c#,154.0,s,61,56,0.5,0.5,,106.0,202.2,12.0,1,,,agile development,,2,stand alone,,,,,,,web,yes,0,,,,,,,,,,,,,,,"united states, dollar",no
11497,b,2012,banking,government;education institution;wholesale & retail trade;transport & storage;communications;medical and health care;banking,,surveillance and security,enhancement,pc,3gl,c#,419.0,s,4997,2705,0.5,0.5,,206.1,54.1,4.7,,,no,agile development;personal software process psp;unified process,,3,stand alone,,,,,,,,yes,1,,0.0,,,,,,,7.0,,,,,133111.0,"canada, dollar",
26195,b,2013,government,banking,business application,idm,enhancement,pc,3gl,c#,381.0,m2,265,247,0.5,0.6,1.7,279.2,126.8,2.1,1,4.0,,agile development;personal software process psp;unified process,,18,,,,,,,,web,,0,,,0.0,,,,,,,,,,,,"canada, dollar",
14345,b,2014,banking,government;education institution;wholesale & retail trade;transport & storage;communications;medical and health care;banking,business application,surveillance and security,enhancement,pc,3gl,c#,4.0,xs,18,21,14.2,15.9,14.7,1.3,1.7,7.5,1,,,agile development,,11,stand alone,,,,,,,,,0,,,2.0,,,,,,4.0,,,,,68064.0,,
14535,c,2006,medical & health care,government,,"catalogue/register of things or events;customer billing;financial transaction process/accounting;job, case, incident, project management;management or performance reporting;online analysis and reporting;workflow support & management;mathematical modelling",new development,proprietary,3gl,java,,m2,39804,28157,23.5,26.6,,460.9,152.8,4.1,61-70,,yes,agile development,yes,1,multi-tier with web public interface,no,web/html browser,security/authentication,,,,web,yes,0,,8.0,5.0,,,,,1.0,,4.0,10.0,0.0,1.0,60476.0,"european, euro",
27333,b,2010,government,government,business application,automated data acquisition,enhancement,multi,3gl,.net,18.0,xs,11,15,0.7,0.8,93.6,5.9,0.9,13.9,,,,agile development,,1,client server,,,,,,,,,0,,,,,,,,,,,,,,,,
25415,b,2012,banking,government;education institution;wholesale & retail trade;transport & storage;communications;medical and health care;banking,business application,surveillance and security,enhancement,pc,3gl,c#,112.0,xs,5949,2884,10.5,11.9,4.1,,19.1,7.1,,,,agile development,,3,,,,,,,,,yes,0,,,,,,,,2.0,,,,,,64740.0,,
29471,b,2013,banking,"education institution;electricity, gas, water;ieee",business application,surveillance and security,enhancement,proprietary,3gl,c#,82.0,s,233,126,4.4,5.2,,8.5,,8.7,1,2.0,,agile development,,19,stand alone,yes,,,,,,,,0,,,,,,,,,,,,,,211494.0,,
30466,b,2006,wholesale & retail,energy,business application,customer relationship management,new development,proprietary,4gl,pl/i,543.0,m2,13004,8661,2.3,3.0,24.7,129.9,25.1,9.4,2,,no,agile development,yes,8,multi-tier with web public interface,,web/html browser,multi-user legacy application,,,,,yes,0,,0.0,0.0,,,,,,,0.0,,2.0,0.0,,,
27281,c,2014,government,transport & storage,,analysis management,enhancement,pc,5gl,oracle,375.0,m2,106,157,1.8,2.4,,70.2,285.1,7.8,,2.0,no,agile development;extreme programming xp;iterative;rapid application development rad;scrum;timeboxing;unified process;imes oom,,19,,,,,,,,web,,0,,,,,,,,,5.0,,,,,,"european, euro",
15558,b,2010,government,government;education institution;wholesale & retail trade;transport & storage;communications;medical and health care;banking,business application,surveillance and security,new development,,3gl,.net,39.0,m1,795,761,16.6,17.7,,2.1,0.3,18.6,5-8,,,agile development,,10,,yes,web/html browser,,,,,web,yes,1,,,0.0,7.0,,,,,,4.0,22.0,0.0,1.0,,,
14319,a,2011,service industry,community services;institutions eg. kindergartens,infrastructure software,hospital information system,new development,proprietary,3gl,java,1365.0,,29323,15692,23.2,25.3,,828.3,563.9,0.9,5-8,,yes,agile development,,17,multi-tier with web public interface,yes,,security/authentication,,,,web,,0,,,,,,,,,,1.0,,0.0,0.0,,"european, euro",no
15148,a,2012,banking,government,infrastructure software,auditing management,new development,multi,3gl,.net,301.0,s,6079,3783,6.7,8.4,,84.1,,5.9,9-14,,no,agile development,,12,multi-tier with web public interface,yes,,database server;file &/or print server;html/web server;multi-user legacy application,,,,,yes,0,,0.0,1.0,5.0,,,,1.0,3.0,2.0,,0.0,,,"european, euro",
21719,b,2011,banking,government,business application,surveillance and security,enhancement,pc,3gl,proprietary agile platform,4.0,s,1122,955,48.7,49.5,,7.0,0.3,6.9,3-4,,,agile development,yes,1,multi-tier with web public interface,,,security/authentication,,,,,yes,0,,,1.0,,,,,,,,,0.0,3.0,,,
30621,b,2014,banking,government;education institution;wholesale & retail trade;transport & storage;communications;medical and health care;banking,business application,surveillance and security,enhancement,pc,3gl,c#,3.0,xs,9,9,4.2,4.7,,0.5,1.9,4.6,1,2.0,,agile development,,1,,,,,,,,web,,0,,,,,,,,,3.0,,,,,,"european, euro",
16039,b,2013,government,"education institution;electricity, gas, water;ieee",business application,catalogue/register of things or events,new development,multi,4gl,oracle,44.0,s,1060,817,12.7,14.7,0.0,10.6,5.7,3.5,,,,agile development,,4,client server,,,,,,,,,0,,,,3.0,,,,,8.0,,,,,,"european, euro",no
14535,b,2015,government,government,,idm,enhancement,,4gl,c#,5.0,xs,25,17,28.0,28.9,0.0,42.4,193.6,0.7,1,8.0,,agile development,,7,client server,,,,,,,,,0,,,,2.0,,,,,,,,,,,"european, euro",
23839,b,2013,banking,government;education institution;wholesale & retail trade;transport & storage;communications;medical and health care;banking,business application,surveillance and security,new development,pc,3gl,c#,242.0,s,4537,2648,10.2,12.7,,14.6,22.5,11.5,5-8,2.0,yes,agile development,,20,stand alone,,data entry & validation;data retrieval & presentation;web/html browser,,,,,web,yes,1,,,,,,,,,,18.0,,,1.0,225260.0,"european, euro",
15011,b,2011,service industry,"education institution;electricity, gas, water;ieee",business application,content management system;dynamic website,enhancement,proprietary,3gl,javascript,15.0,xs,258,133,5.9,6.1,5.6,11.0,1.5,5.0,,,,agile development,,1,multi-tier with web public interface,,,,,,,,,0,,,,,,,,,10.0,,,,,27265.0,,
24701,a,2012,electronics & computers,biotech,,security/authentication,new development,proprietary,3gl,java,425.0,m1,17736,8463,48.8,51.5,,204.0,,3.4,21-30,29.0,no,agile development,,17,multi-tier with web public interface,,,security/authentication,,,,,,0,,1.0,,,,,,0.0,,3.0,,,,,,no
23839,b,2013,banking,government,business application,business application,new development,multi,4gl,c#,77.0,xs,1120,720,14.2,15.6,0.1,60.5,32.7,1.1,,,,agile development,,1,client server,,,,,,,,,0,,,,,,,,,,,,,,,,no
23265,b,2011,government,government,business application,promotions,new development,pc,3gl,proprietary agile platform,73.0,xxs,208,92,0.9,1.0,,67.4,,6.4,,5.0,,agile development,,5,multi-tier with web public interface,,data entry & validation;data retrieval & presentation;web/html browser,,,,,web,yes,0,,,,,,,,,,,22.0,,,,"european, euro",
30466,b,2009,electronics & computers,education institution,,surveillance and security,new development,,3gl,java,337.0,s,22337,11862,54.7,56.3,,45.6,,10.2,61-70,33.0,no,agile development,,8,,yes,web/html browser,,,,,web,,0,,5.0,2.0,4.0,,,,5.0,,1.0,25.0,,0.0,59609.0,,
29310,a,2012,government,surveillance & security,real-time application,catalogue/register of things or events,enhancement,pc,3gl,c#,638.0,m2,4586,2704,2.1,2.8,,313.7,180.7,6.9,,6.0,,agile development;multifunctional teams;scrum,,18,,yes,,,,,,,yes,0,,0.0,,6.0,,,,0.0,4.0,3.0,9.0,0.0,0.0,,,
18119,a,2013,banking,government;education institution;wholesale & retail trade;transport & storage;communications;medical and health care;banking,business application,surveillance and security,enhancement,pc,3gl,c#,4.0,xs,12,19,10.1,11.2,0.7,0.3,,9.8,9-14,,,agile development,,2,stand alone,,,,,,,,yes,0,,,,,,,,,,,,0.0,,,,
13384,b,2013,banking,government;education institution;wholesale & retail trade;transport & storage;communications;medical and health care;banking,business application,content management system;dynamic website,enhancement,,5gl,c#,29.0,m1,112,208,,2.7,,5.0,,13.9,,2.0,,agile development,,1,stand alone,,,,,,,web,yes,0,,0.0,,,,,,,6.0,,19.0,,,,,
25559,a,2010,government,government;education institution;wholesale & retail trade;transport & storage;communications;medical and health care;banking,infrastructure software,automated data acquisition,new development,pc,3gl,c#,112.0,m1,880,975,4.6,5.7,,38.8,9.8,7.9,3-4,3.0,yes,agile development,,9,multi-tier with web public interface,yes,,database server;html/web server,,,,web,yes,1,,,,2.0,,,,,,2.0,,1.0,1.0,320126.0,,
12664,c,2010,medical & health care,"education institution;electricity, gas, water;ieee",business application,data or database management,new development,pc,3gl,.net,640.0,l,16099,9999,21.5,23.0,1.8,,29.8,6.3,61-70,,no,agile development;scrum,,17,multi-tier with web public interface,yes,run a computer-human interface;data entry & validation;data retrieval & presentation;web/html browser,database server;html/web server,,,,,yes,2,,0.0,4.0,,,,,8.0,,1.0,,2.0,2.0,,,
23839,b,2013,banking,government,business application,surveillance and security,enhancement,pc,3gl,javascript,4.0,xs,10,11,9.3,10.0,,1.0,8.8,10.0,1,2.0,,agile development,,2,stand alone,,,,,,,,yes,0,,,,,,,,,2.0,,,,,,"european, euro",
15011,b,2009,medical & health care,aerospace / automotive,business application,financial transaction process/accounting;customer billing,new development,proprietary,3gl,proprietary agile platform,375.0,xs,13593,8108,,12.6,,80.3,138.5,1.9,,35.0,no,agile development,,1,multi-tier with web public interface,yes,,,,,,,,0,,,,,,,,,4.0,,,,,,"european, euro",no
27333,a,2011,service industry,medical and health care,infrastructure software,promotions,new development,pc,4gl,javascript,299.0,m1,2243,1323,3.9,4.9,,131.5,143.1,4.1,41-50,,yes,agile development,,16,,no,,,,,,web,yes,0,,3.0,,2.0,,,,5.0,,24.0,50.0,,,,"canada, dollar",no
13026,b,2014,banking,government;education institution;wholesale & retail trade;transport & storage;communications;medical and health care;banking,business application,surveillance and security,enhancement,pc,3gl,c#,27.0,s,23,46,0.6,0.6,,,,10.6,1,2.0,,agile development,yes,2,stand alone,,,,,,,,yes,0,,,,,,,,,,,,0.0,,,"canada, dollar",
31969,b,2012,government,aerospace / automotive,business application,business application,enhancement,proprietary,4gl,c#,10.0,xs,19,19,3.4,4.3,,11.1,1.8,4.8,1,,,agile development,,20,multi-tier with web public interface,,,,,,,,,0,,,,,,,,,,,,,,,,
27970,b,2010,manufacturing,surveillance & security,business application,web-based application,enhancement,pc,4gl,c++,71.0,m1,1059,900,10.3,11.5,,39.1,2.0,10.2,3-4,9.0,,agile development,,10,,yes,,html/web server;security/authentication,,,,web,yes,0,,,0.0,5.0,,,,0.0,9.0,2.0,,1.0,1.0,99514.0,,
26034,b,2009,service industry,government,real-time application,business application,enhancement,,3gl,java,4.0,xs,935,1191,33.3,34.1,,0.2,0.3,9.7,2,,,agile development,,1,,,,html/web server;security/authentication,,,,,yes,0,,,0.0,11.0,,,,2.0,,,,,0.0,73224.0,,
26034,b,2012,,public sector,business application,mathematical modelling finance or eng.;software development tool,new development,,3gl,c#,256.0,xs,248,78,3.2,3.2,12.2,165.7,47.3,7.8,1,2.0,,agile development,,15,stand alone,,,,,,,,,0,,,,,,,,,5.0,,27.0,,,,,
31166,b,2013,education,education institution,business application,proposal builder,new development,proprietary,4gl,java,8.0,s,2183,1628,108.5,109.7,,60.8,4.1,0.7,21-30,46.0,,agile development,,1,multi-tier with web public interface,,,database server;file &/or print server;html/web server;multi-user legacy application,,,,web,,0,,,,,,,,,,1.0,,,,,"european, euro","yes 10,000"
30367,a,2009,service industry,government;education institution;wholesale & retail trade;transport & storage;communications;medical and health care;banking,business application,business application,enhancement,proprietary,3gl,java,50.0,xs,20469,15482,101.5,103.7,,1.6,0.6,12.7,5-8,36.0,,agile development,,1,multi-tier with web public interface,yes,,,,,,,,0,,0.0,,,,,,,,1.0,,0.0,,91362.0,,
11738,b,2014,banking,government;education institution;wholesale & retail trade;transport & storage;communications;medical and health care;banking,business application,auditing management,enhancement,pc,3gl,c#,69.0,xs,213,100,4.2,5.2,,79.5,92.2,1.2,1,,,agile development,,16,multi-tier with web public interface,,data entry & validation;data retrieval & presentation;web/html browser,,,,,,,0,,,,2.0,,,,,2.0,,,,,,"european, euro",no
