Model,Feature,Importance
medical 2_GradientBoostingRegressor,project_prf_team_size_group_21_30,0.0
insurance 1_GradientBoostingRegressor,project_prf_application_group_real_time_application,0.0
insurance 1_GradientBoostingRegressor,process_pmf_development_methodologies_agile_development,0.0
insurance 1_GradientBoostingRegressor,process_pmf_development_methodologies_missing,0.0
communication 3_Lasso,project_prf_case_tool_used_missing,0.0
communication 3_Lasso,project_prf_team_size_group_missing,0.0
communication 3_Lasso,project_prf_team_size_group_9_14,0.0
communication 3_Lasso,project_prf_team_size_group_5_8,0.0
government 1_GradientBoostingRegressor,tech_tf_architecture_client_server,0.0
government 3_Lasso,tech_tf_development_platform_pc,0.0
insurance 2_Lasso,tech_tf_dbms_used_yes,0.0
government 1_GradientBoostingRegressor,project_prf_relative_size_missing,0.0
government 1_GradientBoostingRegressor,functional_size_group_xl_3000_8999,0.0
government 1_GradientBoostingRegressor,functional_size_group_m_100_999,0.0
government 1_GradientBoostingRegressor,tech_tf_language_type_apg,0.0
insurance 1_GradientBoostingRegressor,external_eef_organisation_type_insurance,0.0
insurance 1_GradientBoostingRegressor,external_eef_organisation_type_government,0.0
government 1_GradientBoostingRegressor,project_prf_currency_multiple_yes_10_000,0.0
government 1_GradientBoostingRegressor,external_eef_organisation_type,0.0
government 1_GradientBoostingRegressor,project_prf_application_type,0.0
government 1_GradientBoostingRegressor,tech_tf_primary_programming_language,0.0
government 1_GradientBoostingRegressor,project_prf_functional_size,0.0
government 1_GradientBoostingRegressor,project_prf_max_team_size,0.0
government 1_GradientBoostingRegressor,process_pmf_development_methodologies_agile_development,0.0
government 1_GradientBoostingRegressor,process_pmf_development_methodologies_iterative,0.0
government 1_GradientBoostingRegressor,process_pmf_development_methodologies_missing,0.0
government 1_GradientBoostingRegressor,process_pmf_development_methodologies_unified_process,0.0
government 1_GradientBoostingRegressor,external_eef_industry_sector_government,0.0
government 1_GradientBoostingRegressor,project_prf_development_type_re_development,0.0
government 1_GradientBoostingRegressor,tech_tf_development_platform_missing,0.0
government 1_GradientBoostingRegressor,tech_tf_development_platform_multi,0.0
serviceindustry 1_GradientBoostingRegressor,project_prf_team_size_group_5_8,0.0
government 1_GradientBoostingRegressor,tech_tf_development_platform_pc,0.0
government 3_Lasso,project_prf_case_tool_used_no,0.0
government 1_GradientBoostingRegressor,tech_tf_language_type_3gl,0.0
government 3_Lasso,project_prf_cost_currency_missing,0.0
communication 3_Lasso,tech_tf_architecture_multi_tier_client_server,0.0
insurance 2_Lasso,tech_tf_dbms_used_missing,0.0
communication 3_Lasso,process_pmf_prototyping_used_missing,0.0
communication 3_Lasso,external_eef_organisation_type_telecom,0.0
government 1_GradientBoostingRegressor,tech_tf_architecture_multi_tier_with_web_public_interface,0.0
insurance 2_Lasso,project_prf_relative_size_m2,0.0
insurance 1_GradientBoostingRegressor,tech_tf_language_type_5gl,0.0
insurance 2_Lasso,functional_size_group_s_100,0.0
medical 3_LassoLars,project_prf_year_of_project,0.0
insurance 2_Lasso,tech_tf_language_type_apg,0.0
medical 2_GradientBoostingRegressor,tech_tf_client_server_don_t_know,0.0
insurance 2_Lasso,tech_tf_development_platform_mr,0.0
medical 2_GradientBoostingRegressor,tech_tf_architecture_multi_tier_client_server,0.0
medical 2_GradientBoostingRegressor,tech_tf_architecture_multi_tier,0.0
medical 2_GradientBoostingRegressor,tech_tf_architecture_missing,0.0
insurance 1_GradientBoostingRegressor,project_prf_relative_size_xl,0.0
medical 2_GradientBoostingRegressor,tech_tf_architecture_client_server,0.0
insurance 1_GradientBoostingRegressor,project_prf_relative_size_xxxl,0.0
insurance 2_Lasso,process_pmf_development_methodologies_joint_application_development_jad,0.0
insurance 2_Lasso,process_pmf_development_methodologies_agile_development,0.0
insurance 2_Lasso,project_prf_application_group_real_time_application,0.0
insurance 2_Lasso,external_eef_organisation_type_insurance,0.0
medical 2_GradientBoostingRegressor,process_pmf_development_methodologies_waterfall_incl_linear_processing_and_ssadm,0.0
medical 2_GradientBoostingRegressor,project_prf_team_size_group_missing,0.0
medical 2_GradientBoostingRegressor,project_prf_team_size_group_3_4,0.0
insurance 1_GradientBoostingRegressor,tech_tf_development_platform_proprietary,0.0
communication 3_Lasso,external_eef_organisation_type_telecom_and_networking,0.0
insurance 1_GradientBoostingRegressor,process_pmf_development_methodologies_unified_process,0.0
insurance 2_Lasso,project_prf_relative_size_xs,0.0
insurance 1_GradientBoostingRegressor,process_pmf_development_methodologies_waterfall_incl_linear_processing_and_ssadm,0.0
government 3_Lasso,project_prf_development_type_re_development,0.0
insurance 1_GradientBoostingRegressor,tech_tf_architecture_stand_alone_1,0.0
insurance 2_Lasso,project_prf_team_size_group_61_70,0.0
medical 3_LassoLars,external_eef_organisation_type_communications,0.0
government 3_Lasso,project_prf_application_type,0.0
communication 3_Lasso,functional_size_group_l_1000_2999,0.0
communication 3_Lasso,tech_tf_language_type_2gl,0.0
insurance 2_Lasso,tech_tf_architecture_stand_alone_1,0.0
insurance 2_Lasso,tech_tf_architecture_multi_tier_client_server,0.0
insurance 1_GradientBoostingRegressor,tech_tf_development_platform_mf,0.0
insurance 1_GradientBoostingRegressor,tech_tf_development_platform_mr,0.0
communication 3_Lasso,project_prf_application_group_mathematically_intensive_application,0.0
communication 3_Lasso,project_prf_application_group_infrastructure_software,0.0
communication 3_Lasso,external_eef_industry_sector_communication,0.0
communication 3_Lasso,process_pmf_development_methodologies_waterfall_incl_linear_processing_and_ssadm,0.0
government 1_GradientBoostingRegressor,tech_tf_architecture_multi_tier,0.0
medical 1_LGBMRegressor,project_prf_year_of_project,0.0
communication 3_Lasso,process_pmf_development_methodologies_multifunctional_teams,0.0
insurance 2_Lasso,project_prf_relative_size_xxxl,0.0
medical 1_LGBMRegressor,project_prf_max_team_size,0.0
medical 1_LGBMRegressor,project_prf_relative_size_l,0.0
