project_prf_year_of_project,external_eef_organisation_type,project_prf_application_type,tech_tf_primary_programming_language,project_prf_functional_size,project_prf_max_team_size,process_pmf_docs,tech_tf_tools_used,people_prf_personnel_changes,process_pmf_development_methodologies_agile_development,process_pmf_development_methodologies_iterative,process_pmf_development_methodologies_missing,process_pmf_development_methodologies_multifunctional_teams,process_pmf_development_methodologies_scrum,process_pmf_development_methodologies_spiral,process_pmf_development_methodologies_unified_process,process_pmf_development_methodologies_waterfall_incl_linear_processing_and_ssadm,tech_tf_client_roles_business_logic_or_rule_processing,tech_tf_client_roles_data_entry_and_validation,tech_tf_client_roles_data_retrieval_and_presentation,tech_tf_client_roles_missing,tech_tf_client_roles_run_a_computer_human_interface,tech_tf_client_roles_security,tech_tf_client_roles_web_public_interface,tech_tf_client_roles_web_html_browser,tech_tf_server_roles_database_server,tech_tf_server_roles_file_print_server,tech_tf_server_roles_ftp_server,tech_tf_server_roles_html_web_server,tech_tf_server_roles_mail_server,tech_tf_server_roles_messaging_server,tech_tf_server_roles_missing,tech_tf_server_roles_multi_user_legacy_application,tech_tf_server_roles_object_component_server,tech_tf_server_roles_security_authentication,external_eef_industry_sector_service_industry,project_prf_application_group_business_application,project_prf_application_group_mathematically_intensive_application,project_prf_application_group_missing,project_prf_application_group_real_time_application,project_prf_development_type_enhancement,project_prf_development_type_new_development,project_prf_development_type_re_development,tech_tf_development_platform_mf,tech_tf_development_platform_mr,tech_tf_development_platform_missing,tech_tf_development_platform_multi,tech_tf_development_platform_pc,tech_tf_development_platform_proprietary,tech_tf_language_type_2gl,tech_tf_language_type_3gl,tech_tf_language_type_4gl,tech_tf_language_type_5gl,tech_tf_language_type_missing,functional_size_group_l_1000_2999,functional_size_group_m_100_999,functional_size_group_s_100,project_prf_relative_size_l,project_prf_relative_size_m1,project_prf_relative_size_m2,project_prf_relative_size_missing,project_prf_relative_size_s,project_prf_relative_size_xs,project_prf_team_size_group_15_20,project_prf_team_size_group_2,project_prf_team_size_group_21_30,project_prf_team_size_group_3_4,project_prf_team_size_group_31_40,project_prf_team_size_group_5_8,project_prf_team_size_group_9_14,project_prf_team_size_group_missing,project_prf_case_tool_used_missing,project_prf_case_tool_used_no,project_prf_case_tool_used_yes,tech_tf_architecture_client_server,tech_tf_architecture_missing,tech_tf_architecture_multi_tier,tech_tf_architecture_multi_tier_with_web_public_interface,tech_tf_architecture_stand_alone,tech_tf_architecture_stand_alone_1,tech_tf_client_server_don_t_know,tech_tf_client_server_missing,tech_tf_client_server_no,tech_tf_client_server_not_applicable,tech_tf_client_server_yes,tech_tf_dbms_used_missing,tech_tf_dbms_used_no,tech_tf_dbms_used_yes,external_eef_data_quality_rating_a,external_eef_data_quality_rating_c
2010,transport & storage; wholesale & retail trade,workflow support & management,PL/I,73.97658,4.7112966,14,3,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
2005,transport & storage,air traffic management,APPS,316.90033,16.383053,14,2,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,True,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
2010,community services,financial transaction process/accounting,APPS,108.69587,13.677764,17,2,,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False
2009,surveillance & security,air traffic management,Missing,901.7852,8.995952,2,2,2.0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
2009,"art , events , ticketing",missing,RPG,323.334,5.6932907,3,0,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2005,community services; invoice-handling,logistic or supply planning & control,MS-Navision Properitory Language,209.83226,16.00323,7,0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False
2011,"agriculture, forestry, fishing, hunting",electronic data interchange; logistic or supply planning & control; stock control & order processing,SQL,192.73927,6.2632203,12,2,0.0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False
2006,transport & storage; wholesale & retail trade,missing,RPG,283.6228,7.700226,11,2,3.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,True,True,False,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2011,transport & storage,complex process control; financial transaction process/accounting; logistic or supply planning & control,Assembler,112.79193,7.1659727,17,2,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
2004,community services,financial transaction process/accounting,APPS,215.84213,10.217884,16,2,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False
2010,food processing,"document management; job, case, incident, project management",Assembler,192.9343,3.0340798,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
2009,transport & storage,catalogue/register of things or events; management or performance reporting,Java,167.443,4.128435,12,4,0.0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
2014,food processing,electronic data interchange,C++,159.86258,3.713161,16,7,0.0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
2006,food processing,security controls,.Net,430.19543,7.1597347,13,3,3.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,True,True,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False
2010,"art , events , ticketing",online analysis and reporting,APPS,109.708084,4.31788,14,2,0.0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
2006,community services; institutions eg. kindergartens,"document management; job, case, incident, project management",APPS,618.1909,3.6361458,1,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
2013,community services,missing,Java,122.43748,3.3312044,6,2,0.0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False
2010,airport,customer billing/relationship management,APPS,294.9765,13.821014,17,2,,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2008,community services,financial transaction process/accounting,.Net,31.131512,7.731916,13,3,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,True,True,False,False,False,False,True,False,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
2008,transport & storage,online analysis and reporting,SQL,98.095505,26.133078,4,3,3.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False
2005,car rental,financial transaction process/accounting,RPG,24.184961,5.9974713,8,4,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,True,True,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
2009,community services; invoice-handling,missing,SQL,246.22812,4.922351,10,0,0.0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False
2008,transport & storage,electronic data interchange,JavaScript,48.423958,3.2825186,16,4,0.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
2010,community services,financial transaction process/accounting,ABAP,202.37675,12.618079,17,0,2.0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False
2010,community services,customer billing,JavaScript,130.71024,14.967588,17,2,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,True,False,False,False,False,True,False,False,False,False,False,True,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
2011,citizens and the municipalities,financial transaction process/accounting,Missing,60.78007,3.7161856,17,2,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,True,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
2013,transport & storage,logistic or supply planning & control; management or performance reporting,Java,49.45059,4.004467,17,2,0.0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False
2009,"art , events , ticketing",customer billing; financial transaction process/accounting,Assembler,229.37952,10.294896,10,7,0.0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
1998,community services,customer billing,APPS,90.646576,12.1767845,3,7,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,True,False,False,False,True,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2008,transport & storage,stock control & order processing,APPS,47.724434,3.7997906,7,2,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2004,community services; government,catalogue/register of things or events,APPS,159.72606,6.8460116,17,2,1.0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
2014,food processing,logistic or supply planning & control,Java,48.415962,3.431366,11,2,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False
2007,citizens and the municipalities,airport weather observation systems; meteorological  events detection,Proprietary Agile Platform,557.22296,8.460379,2,7,,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
2006,community services,airport weather observation systems; meteorological  events detection,Assembler,108.65443,4.581707,2,2,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2011,"art , events , ticketing",catalogue/register of things or events,.Net,39.304237,3.107497,17,2,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False
2009,surveillance & security,geographic or spatial information system,RPG,241.0991,15.043572,17,2,,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
2004,"art , events , ticketing",financial transaction process/accounting,JavaScript,367.06924,5.084654,14,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2010,community services,complex process control; workflow support & management,RPG,279.04724,9.15881,17,2,,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
2010,community services,customer relationship management,APPS,500.99124,6.6133657,16,0,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
2005,transport & storage; wholesale & retail trade,catalogue/register of things or events,C,813.56854,15.538367,12,2,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False
2006,transport & storage,missing,APPS,212.26123,5.3568907,5,2,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
2008,air traffic management,electronic data interchange,APPS,342.95593,6.67921,15,2,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2009,community services; government; public administration,financial transaction process/accounting,Java,159.90053,3.3037562,4,2,0.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False
2005,community services; government,stock control & order processing,PL/I,26.71338,3.3260415,3,2,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,True,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
2008,community services; government,missing,Java,30.016611,6.1136675,17,4,0.0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,True,True,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False
2007,community services; government; public administration,online analysis and reporting,JavaScript,664.1333,8.558306,14,2,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
2005,"agriculture, forestry, fishing, hunting; transport & storage",customer billing,RPG,214.99045,10.27337,2,4,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False
2009,air traffic management,electronic data interchange,APPS,194.89946,4.248255,10,0,0.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False
2009,transport & storage,missing,APPS,96.21701,7.066792,16,2,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
2003,airport,financial transaction process/accounting,RPG,701.27893,29.77498,11,2,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False
2010,community services; institutions eg. kindergartens,online analysis and reporting,SQL,95.87407,5.5688324,15,7,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,True,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
2008,transport & storage,distribution,C++,32.212887,3.977562,14,4,0.0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,True,True,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False
2004,"art , events , ticketing",electronic data interchange,RPG,36.76422,8.787736,7,2,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
2008,car rental,financial transaction process/accounting,SQL,103.70173,8.251125,17,2,,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
2009,transport & storage,logistic or supply planning & control; management or performance reporting,MS-Navision Properitory Language,170.89774,18.16556,16,4,0.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2012,transport & storage,missing,RPG,129.97272,9.546749,12,0,0.0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,True,True,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False
2002,transport & storage,catalogue/register of things or events; management or performance reporting,Proprietary Agile Platform,75.20692,4.0272427,10,3,0.0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True
2010,food processing,logistic or supply planning & control,RPG,284.58084,9.331113,1,2,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False,False
2009,community services,financial transaction process/accounting,ABAP,261.4449,4.399096,3,0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013,community services,financial transaction process/accounting,ASP.Net,219.43303,6.7845583,15,2,0.0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
2010,"agriculture, forestry, fishing, hunting; transport & storage",post exchange,Java,141.59488,6.0853577,17,4,,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False
