isbsg_project_id,external_eef_data_quality_rating,project_prf_year_of_project,external_eef_industry_sector,external_eef_organisation_type,project_prf_application_group,project_prf_application_type,project_prf_development_type,tech_tf_development_platform,tech_tf_language_type,tech_tf_primary_programming_language,project_prf_functional_size,project_prf_relative_size,project_prf_normalised_work_effort_level_1,project_prf_normalised_work_effort,project_prf_normalised_level_1_pdr_ufp,project_prf_normalised_pdr_ufp,project_prf_defect_density,project_prf_speed_of_delivery,project_prf_manpower_delivery_rate,project_prf_project_elapsed_time,project_prf_team_size_group,project_prf_max_team_size,project_prf_case_tool_used,process_pmf_development_methodologies,process_pmf_prototyping_used,process_pmf_docs,tech_tf_architecture,tech_tf_client_server,tech_tf_client_roles,tech_tf_server_roles,tech_tf_type_of_server,tech_tf_client/server_description,tech_tf_web_development,tech_tf_dbms_used,tech_tf_tools_used,people_prf_project_user_involvement,people_prf_ba_team_experience_less_than_1_yr,people_prf_ba_team_experience_1_to_3_yr,people_prf_ba_team_experience_great_than_3_yr,people_prf_it_experience_less_than_1_yr,people_prf_it_experience_1_to_3_yr,people_prf_it_experience_great_than_3_yr,people_prf_it_experience_less_than_3_yr,people_prf_it_experience_3_to_9_yr,people_prf_it_experience_great_than_9_yr,people_prf_project_manage_experience,people_prf_project_manage_changes,people_prf_personnel_changes,project_prf_total_project_cost,project_prf_cost_currency,project_prf_currency_multiple
26608,D,2011,Government,transport & storage,Business Application,content management system; dynamic website,New Development,PC,3GL,.Net,413.0,M2,143,191,0.5,0.6,7.0,33.5,61.8,14.5,1,3.0,Yes,agile development,Yes,20,Multi-tier with web public interface,Yes,web public interface,,,,Web,Yes,1,,,,,,,,,,1.0,,,,123845.0,"Canada, dollar",
25081,B,2014,Banking,government,Business Application,business application,Enhancement,PC,3GL,.Net,229.0,S,206,137,0.6,0.7,,90.1,54.3,4.6,1,2.0,Yes,agile development; multifunctional teams,Yes,19,Stand alone,,,,,,Web,,0,,,,,,,,,,,,,,148880.0,"European, euro",
30367,B,2013,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,PC,3GL,Proprietary Agile Platform,34.0,M1,28,27,1.6,2.0,,24.4,,3.9,1,3.0,Yes,agile development,Yes,19,Stand alone,,,,,,,,0,,,,7.0,,,,,,0.0,22.0,,,,"European, euro",
29221,B,2011,Government,education institution,Business Application,business application,New Development,PC,3GL,.Net,124.0,S,136,182,0.8,0.9,,32.0,,14.0,2,,Yes,agile development; personal software process (psp); unified process,Yes,9,Stand alone,Yes,web/html browser,,,,Web,Yes,0,,,,,,,,0.0,,,,1.0,1.0,36621.0,"United States, dollar",
31103,B,2009,Service Industry,medical and health care,Business Application,content management system; dynamic website,New Development,PC,3GL,ABAP,12.0,M1,35,72,2.4,2.8,,5.1,0.5,10.2,,7.0,No,agile development,Yes,1,,,,,,,Web,Yes,0,,,,,,,,,11.0,,,,,,"Canada, dollar",
30367,B,2013,Government,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,business application,Enhancement,Multi,3GL,Proprietary Agile Platform,6.0,S,40,64,15.7,17.3,,3.1,0.7,2.9,1,6.0,Yes,agile development,Yes,1,,,,,,,,,0,,,,,,,,,,,29.0,,,,"European, euro",No
10572,B,2014,Utilities,surveillance & security,Business Application,auditing management,Enhancement,MR,3GL,Proprietary Agile Platform,646.0,L,17928,8085,50.1,51.3,,671.8,,0.7,2,,No,agile development,Yes,20,Multi-tier with web public interface,Yes,web public interface,business logic + integration to 30 other systems; database server; ftp server; html/web server; messaging server; object/component server; security/authentication,,,Web,,0,,,,,,,,,,,,,,4871.0,"Canada, dollar","Yes 10,000"
32010,D,2008,Financial,"education institution; electricity, gas, water; ieee",Business Application,course management,New Development,PC,3GL,Java,1605.0,L,39244,27121,7.3,9.1,6.0,375.7,187.0,6.5,5-8,17.0,Yes,agile development; iterative,Yes,2,Client server,No,data entry & validation; data retrieval & presentation; run a computer-human interface; web/html browser,business logic + integration to 30 other systems; database server; ftp server; html/web server; messaging server; object/component server; security/authentication,,,Web,Yes,0,,6.0,0.0,,,,,22.0,6.0,2.0,,1.0,2.0,,"United States, dollar","Yes 10,000"
27333,B,2013,Education,"education institution; electricity, gas, water; ieee",Business Application,catalogue/register of things or events; logistic or supply planning & control,Enhancement,MR,4GL,Java,123.0,M1,76,105,0.7,0.9,,,145.1,3.8,,11.0,No,agile development,Yes,1,Multi-tier with web public interface,,,,,,Web,,0,,,,,,,,,,,,,,,"European, euro",No
32725,D,2009,Education,medical and health care,Business Application,airport management,Enhancement,PC,3GL,Oracle,165.0,,183,281,0.5,0.5,97.9,117.7,,16.9,9-14,,Yes,agile development,Yes,2,Multi-tier with web public interface,Yes,web/html browser,database server,,,Web,Yes,0,,,,,,,,,5.0,,,,0.0,202097.0,"European, euro",
25247,B,2012,Service Industry,government,Business Application,business application,Enhancement,PC,3GL,.Net,,L,4856,3367,8.9,9.9,0.1,50.3,,7.2,2,,Yes,agile development,Yes,6,,Yes,data entry & validation; data retrieval & presentation; run a computer-human interface; web/html browser,,,,,Yes,0,,6.0,,,,,,1.0,4.0,1.0,,0.0,0.0,,"European, euro",
25081,B,2012,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,PC,3GL,Oracle,3.0,XXS,11,13,23.0,23.4,,0.2,,7.1,1,3.0,Yes,agile development,Yes,3,Stand alone,,web/html browser,database server; html/web server,,,Web,Yes,1,,,0.0,4.0,,,,1.0,13.0,,,,0.0,,"European, euro",
28393,B,2015,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,,3GL,.Net,17.0,S,22,19,16.9,18.0,,13.0,26.6,1.1,1,2.0,Yes,agile development,Yes,19,Stand alone,,,,,,,,0,,,,,,,,,,,51.0,,,,"European, euro","Yes 10,000"
23839,B,2013,Government,community services,Business Application,business application,New Development,PC,3GL,.Net,222.0,S,6090,3629,31.8,32.9,,85.5,,4.4,,3.0,Yes,agile development,Yes,1,Stand alone,,,,,,,Yes,0,,,,2.0,,,,,,,31.0,0.0,,,"Canada, dollar","Yes 10,000"
32692,B,2013,Service Industry,government,Business Application,proposal builder,Enhancement,Proprietary,3GL,.Net,89.0,M1,2442,1992,7.4,8.9,,74.4,17.7,3.1,3-4,16.0,Yes,agile development,Yes,1,Client server,,web public interface,,,,Web,,0,,,,5.0,,,,0.0,,,,,,,"European, euro",No
30466,B,2011,Manufacturing,government,Business Application,content management system; dynamic website,New Development,PC,3GL,.Net,137.0,S,9279,4653,88.2,85.2,2.3,24.1,3.3,7.5,3-4,,Yes,agile development,Yes,2,Multi-tier with web public interface,Yes,business logic or rule processing; data entry & validation; data retrieval & presentation,business logic + integration to 30 other systems; database server; ftp server; html/web server; messaging server; object/component server; security/authentication,,,,Yes,0,,0.0,,,,,,,,,,,0.0,,"European, euro",
32692,B,2014,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,business application,Enhancement,PC,3GL,.Net,16.0,XXS,26,18,3.8,4.1,,33.2,2.9,6.2,1,2.0,Yes,agile development,Yes,4,Stand alone,,,,,,,Yes,1,,,,,,,,,5.0,0.0,,,0.0,,"European, euro",
11801,B,2013,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,PC,3GL,.Net,6.0,XXS,52,43,12.3,13.7,,0.3,3.5,9.9,1,,No,agile development,Yes,17,,,web public interface,,,,Web,Yes,0,,,,,,,,,,,,0.0,,91049.0,"European, euro",
26585,B,2011,Banking,government,Business Application,business application,Enhancement,PC,3GL,Oracle,37.0,S,185,146,4.0,4.9,,32.0,,9.4,1,,No,agile development,Yes,1,Stand alone,,,,,,,Yes,0,,,,,,,,,,,,,,80853.0,"European, euro",
29471,B,2013,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,PC,3GL,.Net,14.0,XXS,90,54,11.8,13.6,8.4,13.9,,4.4,1,2.0,No,agile development,Yes,14,Stand alone,,,,,,,Yes,0,,,,2.0,,,,,,,,,,83945.0,"Canada, dollar",
31969,B,2014,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,PC,3GL,Proprietary Agile Platform,14.0,XXS,14,13,0.6,0.7,,44.8,9.5,1.9,1,2.0,No,agile development,Yes,12,Stand alone,,,,,,,,0,,,,6.0,,,,,,,11.0,,,,"European, euro",
31969,A,2013,Utilities,high tech,Infrastructure Software,business application,New Development,PC,3GL,.Net,171.0,M2,8111,4563,31.4,33.1,,366.6,132.6,0.9,2,,Yes,agile development; unified process,Yes,7,Multi-tier with web public interface,Yes,,database server; html/web server,,,Web,,0,,,,,,,,,4.0,4.0,,,1.0,,"European, euro","Yes 10,000"
28393,B,2011,Government,consumer goods,Business Application,business application,New Development,PC,3GL,Proprietary Agile Platform,330.0,M1,270,149,0.5,0.5,,111.8,70.5,11.0,1,3.0,Yes,agile development,Yes,20,Stand alone,,,,,,Web,Yes,0,,,,,,,,,3.0,,7.0,,,60742.0,"Canada, dollar",
16039,B,2011,Service Industry,community services,Business Application,clinical archive,New Development,PC,3GL,Oracle,20.0,S,23,22,5.0,5.7,30.9,1.1,,,9-14,,Yes,agile development,Yes,20,Multi-tier with web public interface,Yes,,business logic + integration to 30 other systems; database server; ftp server; html/web server; messaging server; object/component server; security/authentication,,,Web,Yes,1,,,,1.0,,,,,,,,,,,"European, euro",
14335,B,2012,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,PC,3GL,.Net,173.0,S,1821,829,2.4,3.1,,23.0,49.6,8.1,1,,Yes,agile development,Yes,12,Stand alone,,,,,,,Yes,1,,,,,,,,,,,,,,,"European, euro",
13784,B,2014,Banking,community services,Business Application,idm,Enhancement,PC,3GL,Oracle,792.0,M2,2422,1340,0.5,0.6,,289.9,,4.5,,,Yes,agile development,Yes,7,Stand alone,,,,,,,Yes,0,,,5.0,,,,,,8.0,,,,,,"European, euro","Yes 10,000"
23552,B,2013,Government,government,Business Application,surveillance and security,Enhancement,PC,3GL,ABAP,10.0,S,30,50,6.0,6.8,,24.7,,1.0,,8.0,No,agile development,Yes,1,Multi-tier with web public interface,,,,,,Web,,0,,,,7.0,,,,,11.0,,33.0,,,,"European, euro","Yes 10,000"
32725,B,2009,Banking,"education institution; electricity, gas, water; ieee",Business Application,customer billing/relationship management,Re-development,Multi,4GL,ABAP,35.0,M1,9,10,0.5,0.5,,41.0,35.9,14.3,,2.0,No,agile development,Yes,1,Multi-tier with web public interface,,,,,,Web,Yes,0,,,,,,,,,,,,,,252974.0,"European, euro",
27063,B,2010,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,business application,New Development,PC,3GL,Oracle,280.0,S,14023,8718,9.5,11.4,5.0,29.3,,11.9,9-14,,Yes,agile development,Yes,1,,,business logic or rule processing; data entry & validation; data retrieval & presentation; run a computer-human interface,,,,Web,Yes,0,,6.0,0.0,,,,,5.0,,4.0,32.0,0.0,1.0,,"European, euro",
30658,B,2013,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,PC,3GL,Oracle,4.0,S,124,106,36.8,36.6,0.2,0.9,,1.3,,,Yes,agile development,Yes,2,Stand alone,,,,,,,,0,,,,,,,,,,,,,,,"European, euro","Yes 10,000"
17293,C,2010,Service Industry,transport & storage,Business Application,complex process control; workflow support & management,New Development,PC,3GL,.Net,1103.0,M2,14372,7862,2.4,3.2,,,129.1,16.8,,7.0,Yes,agile development,Yes,19,,Yes,,,,,Web,Yes,0,,,,3.0,,,,,,4.0,12.0,1.0,1.0,151091.0,"European, euro",
29471,B,2008,Government,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,complex process control; workflow support & management,Enhancement,Proprietary,3GL,PL/I,28.0,S,21301,14965,92.7,91.7,,1.4,8.9,4.1,2,31.0,No,agile development,Yes,1,Multi-tier with web public interface,Yes,,,,,Web,Yes,0,,,,,,,,1.0,,,,,,,"European, euro",
16563,A,2013,Government,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,business application,Enhancement,,3GL,.Net,280.0,M2,6145,3847,5.5,6.9,0.2,101.9,79.8,7.9,3-4,,No,agile development; personal software process (psp); unified process,Yes,5,Multi-tier with web public interface,,web/html browser,business logic + integration to 30 other systems; database server; ftp server; html/web server; messaging server; object/component server; security/authentication,,,Web,,0,,0.0,,,,,,0.0,,,,0.0,1.0,87811.0,"European, euro",
17548,B,2009,Wholesale & Retail,"banking; communications; community services; construction; defence; education institution; financial, property & business services; government; manufacturing; medical and health care; professional; real estate & property; transport & storage; wholesale & retail trade",Business Application,catalogue/register of things or events; logistic or supply planning & control,Re-development,Proprietary,3GL,Java,339.0,L,7096,5075,4.6,5.4,0.5,240.3,210.6,1.3,2,,Yes,agile development; personal software process (psp); unified process,Yes,1,Multi-tier with web public interface,,,,,,Web,,0,,,,,,,,,,,,,,,"European, euro","Yes 10,000"
26608,B,2011,Banking,government,Business Application,content management system; dynamic website,New Development,PC,3GL,Oracle,12.0,S,9,9,0.5,0.5,53.9,14.9,0.3,12.8,1,,No,agile development,Yes,1,,,,,,,Web,Yes,0,,,,,,,,,,,,,,,"European, euro",
15558,B,2011,Government,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,PC,3GL,Proprietary Agile Platform,48.0,S,3758,2256,2.2,2.9,82.4,15.9,,11.8,,4.0,No,agile development,Yes,1,Stand alone,,,,,,,Yes,0,,,0.0,,,,,1.0,,,6.0,0.0,0.0,73939.0,"European, euro",
26608,B,2014,Service Industry,medical and health care,Business Application,course management,Enhancement,Proprietary,4GL,Proprietary Agile Platform,71.0,M1,14,11,2.1,2.5,0.1,56.4,,1.5,1,4.0,No,agile development,Yes,18,Multi-tier with web public interface,,,,,,Web,,0,,,,,,,,,,,,,,,"European, euro",
32692,B,2009,Government,transport & storage,Business Application,complex process control; workflow support & management,Enhancement,PC,3GL,Java,410.0,S,14295,8132,21.7,22.6,,134.3,124.7,8.6,,5.0,Yes,agile development,Yes,1,Stand alone,Yes,,,,,,Yes,0,,,,7.0,,,,0.0,,,26.0,0.0,1.0,83804.0,"Canada, dollar",
24701,D,2013,Government,government,Business Application,catalogue/register of things or events; logistic or supply planning & control,Enhancement,Proprietary,3GL,.Net,71.0,M1,367,460,29.7,32.1,0.0,,40.8,1.9,,,Yes,agile development,Yes,19,Stand alone,Yes,,,,,,,0,,,4.0,,,,,4.0,,1.0,,,0.0,150463.0,"European, euro","Yes 10,000"
11801,B,2012,,"education institution; electricity, gas, water; ieee",Infrastructure Software,business application,Enhancement,Multi,3GL,Oracle,25.0,S,13370,8832,119.5,118.8,,21.0,3.1,1.4,2,32.0,Yes,agile development,Yes,1,Multi-tier with web public interface,,,business logic + integration to 30 other systems; database server; ftp server; html/web server; messaging server; object/component server; security/authentication,,,Web,,0,,8.0,,,,,,1.0,5.0,,,,0.0,,"Canada, dollar",
10279,B,2012,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,PC,3GL,.Net,3.0,XXS,13,15,31.5,31.9,,,0.3,1.7,1,,No,agile development,Yes,1,Stand alone,,,,,,,Yes,0,,,,,,,,0.0,,,,,,,"European, euro",
32010,B,2013,Education,community services,Business Application,catalogue/register of things or events; logistic or supply planning & control,New Development,,3GL,Proprietary Agile Platform,267.0,M1,2953,1327,5.0,6.0,,115.9,40.8,6.7,,8.0,Yes,agile development,Yes,5,Multi-tier with web public interface,,,,,,Web,,0,,,,8.0,,,,,,,73.0,,,187710.0,"European, euro","Yes 10,000"
26608,A,2012,Service Industry,government,Business Application,surveillance and security,Enhancement,PC,3GL,Proprietary Agile Platform,84.0,M1,683,437,1.3,1.7,,112.1,10.0,2.1,,,Yes,agile development,Yes,17,Stand alone,,,,,,,,0,,0.0,5.0,,,,,0.0,,,,0.0,,43674.0,"Canada, dollar",
14325,A,2010,Service Industry,community services; government; public administration,Business Application,catalogue/register of things or events; logistic or supply planning & control,New Development,PC,3GL,Proprietary Agile Platform,62.0,M2,175,288,4.1,4.8,,19.3,,11.5,9-14,,Yes,agile development,Yes,2,,Yes,business logic or rule processing; data entry & validation; data retrieval & presentation; run a computer-human interface,business logic + integration to 30 other systems; database server; ftp server; html/web server; messaging server; object/component server; security/authentication,,,,Yes,1,,0.0,5.0,,,,,,,,,0.0,1.0,,"Canada, dollar",
11497,B,2015,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,Proprietary,3GL,.Net,4.0,XXS,53,56,,49.7,,2.9,2.3,1.1,1,3.0,No,agile development,Yes,3,Stand alone,,,,,,,,0,,,,,,,,0.0,,,5.0,,,,"European, euro","Yes 10,000"
32725,B,2012,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,content management system; dynamic website,Enhancement,PC,3GL,Oracle,11.0,S,34,45,7.9,8.4,30.1,11.5,,5.4,,,Yes,agile development,Yes,1,Stand alone,,data entry & validation; data retrieval & presentation; web/html browser,,,,Web,Yes,0,,,,,,,,,,,58.0,,,,"European, euro",
31166,B,2011,Wholesale & Retail,"banking; communications; community services; construction; defence; education institution; financial, property & business services; government; manufacturing; medical and health care; professional; real estate & property; transport & storage; wholesale & retail trade",Business Application,student & tests management,Enhancement,Proprietary,3GL,Java,1071.0,L,9336,4263,,1.5,0.7,594.6,190.9,1.0,5-8,,Yes,agile development,Yes,11,Client server,,data entry & validation; data retrieval & presentation; web/html browser,,,,Web,,0,,,2.0,,,,,,,,14.0,,,,"European, euro",
28393,B,2015,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,PC,3GL,.Net,3.0,S,9,9,0.7,0.9,,2.5,1.4,4.2,1,2.0,No,agile development,Yes,9,Stand alone,,,,,,,,0,,,,6.0,,,,,,,,,,,"European, euro",
14525,A,2011,Service Industry,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,hospital information system,Enhancement,PC,3GL,Oracle,613.0,M2,16594,10563,17.1,19.2,10.1,142.7,,3.7,61-70,15.0,Yes,agile development,Yes,4,Multi-tier with web public interface,Yes,web/html browser,business logic + integration to 30 other systems; database server; ftp server; html/web server; messaging server; object/component server; security/authentication,,,Web,Yes,0,,0.0,0.0,,,,,,,,,1.0,,177856.0,"European, euro","Yes 10,000"
30029,B,2011,Service Industry,medical and health care,Business Application,electronic data interchange,Enhancement,Proprietary,3GL,Java,62.0,S,2995,2761,23.5,24.8,,7.1,,8.0,5-8,5.0,No,agile development,Yes,1,Client server,,,,,,Web,Yes,0,,,,,,,,,,,,,,162213.0,"European, euro",
16039,B,2012,Government,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,automated data acquisition,New Development,Proprietary,4GL,Oracle,332.0,M2,286,240,0.5,0.5,3.7,81.1,151.8,5.6,,,Yes,agile development,Yes,4,Multi-tier with web public interface,,,,,,Web,,0,,,,,,,,,,,,,,,"European, euro",
30367,B,2012,Banking,government,Business Application,business application,Enhancement,PC,3GL,Oracle,9.0,XXS,10,9,3.4,3.5,,0.6,,9.5,1,,No,agile development,Yes,17,Stand alone,,,,,,Web,Yes,0,,,,,,,,,,,12.0,,,,"European, euro",
13026,D,2014,Education,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,Multi,3GL,Oracle,12.0,M1,511,197,74.2,75.4,,71.3,,0.7,3-4,24.0,Yes,agile development; personal software process (psp); unified process,Yes,20,Multi-tier with web public interface,No,,html/web server; security/authentication,,,,,0,,,8.0,5.0,,,,8.0,5.0,,,0.0,,12496.0,"European, euro","Yes 10,000"
14335,B,2012,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,PC,3GL,.Net,49.0,S,239,296,2.5,3.0,,2.1,,14.1,1,2.0,Yes,agile development,Yes,6,Stand alone,,,,,,,Yes,1,,,0.0,4.0,,,,,,,15.0,1.0,,192153.0,"European, euro",
31166,B,2012,Banking,government,Business Application,customer billing/relationship management,Enhancement,PC,3GL,Oracle,7.0,S,11,12,4.4,4.8,35.2,4.0,,13.0,1,2.0,Yes,agile development,Yes,2,Stand alone,,,,,,,Yes,0,,,,,,,,,5.0,,,,,,"European, euro",
16039,B,2014,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,PC,3GL,Oracle,68.0,XXS,1847,770,11.1,12.2,,70.8,,0.9,1,,No,agile development,Yes,1,Stand alone,,,,,,,,0,,,,,,,,,,,32.0,,,,"European, euro","Yes 10,000"
13384,B,2013,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,clinical archive,Enhancement,PC,3GL,.Net,39.0,S,406,412,14.7,15.9,3.7,44.6,6.6,3.9,1,4.0,Yes,agile development; joint application development (jad); multifunctional teams,Yes,1,Stand alone,,web public interface,,,,,Yes,0,,,,,,,,1.0,7.0,,52.0,,,,"Canada, dollar","Yes 10,000"
13384,A,2012,Government,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,,3GL,.Net,58.0,S,12235,7195,79.3,81.1,0.0,5.2,4.6,6.5,1,32.0,Yes,agile development,Yes,1,,,,,,,,,0,,0.0,1.0,,,,,22.0,,,,0.0,0.0,28726.0,"European, euro",
13695,C,2013,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,PC,3GL,.Net,178.0,S,444,320,1.3,1.7,17.7,18.7,25.0,17.5,1,2.0,Yes,agile development,Yes,20,Stand alone,,web/html browser,,,,,Yes,1,,1.0,,,,,,22.0,2.0,,,0.0,,,"European, euro",
31969,A,2008,Government,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,catalogue/register of things or events,Re-development,PC,3GL,Java,93.0,M2,230,300,0.8,,84.2,42.3,,11.1,,5.0,Yes,agile development; multifunctional teams,Yes,9,,Yes,web/html browser,database server; html/web server,,,Web,Yes,1,,,0.0,,,,,22.0,,1.0,,0.0,,,"Canada, dollar",
29310,B,2014,Government,government,Business Application,content management system; dynamic website,Enhancement,PC,3GL,.Net,13.0,XXS,25,20,4.3,5.2,,21.3,,4.7,1,,Yes,agile development,Yes,16,Stand alone,,,,,,,,0,,,0.0,,,,,,,,,,,,"European, euro",
16039,B,2006,Government,government,Business Application,business application,Re-development,PC,3GL,.Net,127.0,M1,9019,5502,,18.7,,1.2,0.3,15.8,3-4,,Yes,agile development,Yes,1,Multi-tier with web public interface,Yes,web/html browser,business logic + integration to 30 other systems; database server; ftp server; html/web server; messaging server; object/component server; security/authentication,,,Web,Yes,1,,0.0,0.0,,,,,,,,20.0,0.0,,87457.0,"European, euro",
27281,B,2010,Service Industry,transport & storage,Business Application,auditing management,New Development,Multi,3GL,Java,119.0,M1,230,297,0.7,0.7,,29.7,,9.3,5-8,10.0,Yes,agile development,Yes,1,Multi-tier with web public interface,,,,,,Web,,0,,,,,,,,,,,31.0,,,,"European, euro",
31969,A,2011,Government,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Infrastructure Software,business application,Enhancement,PC,3GL,.Net,49.0,M1,903,545,32.4,32.7,,5.7,,11.2,,,Yes,agile development,Yes,18,Stand alone,Yes,,,,,,Yes,1,,,,2.0,,,,4.0,3.0,,,0.0,0.0,,"European, euro",
29221,B,2013,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Infrastructure Software,surveillance and security,Enhancement,PC,3GL,Oracle,6.0,S,28,30,9.7,10.5,1.4,1.0,1.3,5.3,1,2.0,Yes,agile development,Yes,8,Client server,,,,,,Web,Yes,0,,,,,,,,,,,14.0,,,,"European, euro",
27970,B,2013,Banking,government,Infrastructure Software,business application,Re-development,PC,3GL,.Net,224.0,S,342,232,4.3,5.1,,19.1,,10.9,1,2.0,Yes,agile development,Yes,17,,,,,,,Web,Yes,0,,,,,,,,,,1.0,,,,,"European, euro",
30466,B,2013,Service Industry,all industry organization types,Business Application,surveillance and security,Enhancement,Multi,3GL,.Net,88.0,S,901,457,5.9,,1.3,,3.9,3.1,,,No,agile development,Yes,18,Stand alone,,,,,,,,0,,,,7.0,,,,,,,,,,19471.0,"European, euro",
30466,A,2007,Service Industry,aerospace / automotive,Business Application,catalogue/register of things or events,New Development,PC,3GL,Java,393.0,M1,3822,1823,9.3,9.6,,67.3,,14.9,,5.0,Yes,agile development; personal software process (psp); unified process,Yes,17,Multi-tier with web public interface,Yes,,database server; html/web server,,,Web,Yes,1,,0.0,1.0,,,,,1.0,,1.0,23.0,0.0,0.0,113254.0,"Canada, dollar",
14319,B,2010,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,PC,3GL,.Net,9.0,S,34,59,1.0,1.2,,0.8,0.3,17.8,1,3.0,No,agile development,Yes,1,Stand alone,,,,,,Web,Yes,1,,,,4.0,,,,,,,,0.0,0.0,,"European, euro",
26034,B,2015,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,PC,3GL,.Net,144.0,XXS,5902,3100,23.9,25.7,0.0,84.9,,2.7,1,,No,agile development,Yes,6,,,,,,,,,0,,,,,,,,,7.0,,,,,71400.0,"European, euro","Yes 10,000"
11801,A,2009,Medical & Health Care,food processing,Business Application,project management,Re-development,Proprietary,3GL,Oracle,181.0,M2,1543,1224,5.8,6.9,,17.8,12.2,11.6,3-4,31.0,Yes,agile development,Yes,19,Multi-tier with web public interface,Yes,,,,,Web,,0,,,1.0,,,,,,,,,1.0,,55340.0,"Canada, dollar",
29310,D,2010,Electronics & Computers,transport & storage,Infrastructure Software,security controls,Re-development,PC,3GL,.Net,2145.0,M2,52743,40926,27.8,30.7,0.0,,,13.3,2,14.0,Yes,agile development,Yes,19,Client server,No,data entry & validation; data retrieval & presentation; run a computer-human interface; web/html browser,business logic + integration to 30 other systems; database server; ftp server; html/web server; messaging server; object/component server; security/authentication,,,Web,Yes,3,,11.0,8.0,,,,,1.0,,1.0,,1.0,12.0,,"European, euro",
30367,B,2012,Manufacturing,community services,Business Application,business application,Enhancement,PC,3GL,Oracle,15.0,M1,223,180,3.1,4.1,,57.5,6.5,1.2,,8.0,No,agile development; personal software process (psp); unified process,Yes,7,Client server,,,,,,Web,Yes,0,,,,,,,,,,,,,,,"Canada, dollar",
13695,B,2012,Banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,Business Application,surveillance and security,Enhancement,Proprietary,3GL,Java,41.0,XXS,3146,1983,54.2,54.0,2.0,6.9,73.1,2.3,,10.0,Yes,agile development,Yes,1,Client server,,,,,,Web,,0,,,,7.0,,,,0.0,,,,,,149774.0,"European, euro","Yes 10,000"
30367,B,2011,Financial,surveillance & security,Infrastructure Software,clinical archive,New Development,Proprietary,3GL,Java,436.0,L,2491,1855,1.6,2.0,0.1,260.5,,2.6,3-4,,Yes,agile development,Yes,1,Multi-tier with web public interface,,,,,,Web,,0,,,,5.0,,,,,,,,,,,"European, euro",
