age,income,category,status,score,region_code
67,58027.79,D,active,56.32687,1.0
66,36826.715,D,active,36.763454,4.0
67,61401.883,D,pending,56.127026,1.0
63,62188.33,D,pending,32.01139,4.0
59,51547.83,C,pending,66.528854,4.0
57,47586.145,D,pending,54.446617,1.0
61,61843.105,D,inactive,49.411934,3.0
68,60535.43,C,pending,50.18179,1.0
62,51775.656,D,active,54.887913,1.0
60,47188.16,D,inactive,66.22589,5.0
68,49350.055,C,inactive,47.381893,4.0
56,61920.83,D,inactive,64.02752,3.0
42,49258.117,D,pending,65.896194,3.0
67,48514.25,B,active,54.998928,1.0
60,49016.016,D,pending,57.354137,1.0
65,49846.324,B,pending,58.90039,3.0
58,52792.176,D,inactive,44.1284,1.0
64,47382.465,C,inactive,65.36845,3.0
