isbsg_project_id,external_eef_data_quality_rating,project_prf_year_of_project,external_eef_industry_sector,external_eef_organisation_type,project_prf_application_group,project_prf_application_type,project_prf_development_type,tech_tf_development_platform,tech_tf_language_type,tech_tf_primary_programming_language,project_prf_functional_size,project_prf_relative_size,project_prf_normalised_work_effort_level_1,project_prf_normalised_work_effort,project_prf_normalised_level_1_pdr_ufp,project_prf_normalised_pdr_ufp,project_prf_defect_density,project_prf_speed_of_delivery,project_prf_manpower_delivery_rate,project_prf_project_elapsed_time,project_prf_team_size_group,project_prf_max_team_size,_case_tool_used,process_pmf_development_methodologies,process_pmf_prototyping_used,process_pmf_docs,tech_tf_architecture,tech_tf_client_server,tech_tf_client_roles,tech_tf_server_roles,tech_tf_type_of_server,tech_tf_web_development,tech_tf_dbms_used,tech_tf_tools_used,people_prf_project_user_involvement,people_prf_ba_team_experience_less_than_1_yr,people_prf_ba_team_experience_1_to_3_yr,people_prf_ba_team_experience_great_than_3_yr,people_prf_it_experience_less_than_1_yr,people_prf_it_experience_1_to_3_yr,people_prf_it_experience_great_than_3_yr,people_prf_it_experience_less_than_3_yr,people_prf_it_experience_3_to_9_yr,people_prf_it_experience_great_than_9_yr,people_prf_project_manage_experience,people_prf_project_manage_changes,people_prf_personnel_changes,project_prf_total_project_cost,project_prf_cost_currency,project_prf_currency_multiple
29567,b,1999,,,,,enhancement,,,,150.0,m1,446.0,446,3.0,3.0,,30.0,15.0,5.0,2,2.0,don't know,,,4,,,,,,,,,,,,,,,,,,,,,,,,
29569,b,2004,banking,banking,business application,web-based application,new development,pc,4gl,visual basic,71.0,s,206.0,232,2.9,3.3,0.0,44.4,8.9,1.6,5-8,5.0,,,,2,,,,,,web,yes,,,,,,,,,,,,,,,,,
29574,b,2000,insurance,insurance,business application,financial transaction process/accounting,new development,mf,3gl,cobol,50.0,s,267.0,267,5.3,5.3,,14.3,,3.5,,,no,waterfall incl linear processing & ssadm,,3,don't know,,,,,,yes,,,,,,,,,,,,,,,,,
29581,b,1994,banking,banking,,system conversion,new development,mf,3gl,cobol,340.0,m2,2723.0,2723,8.0,8.0,,56.7,,6.0,,,yes,,,5,no,,,,,,yes,,,,,,,,,,,,,,,,,
29586,b,2000,insurance,insurance,business application,customer billing/relationship management,new development,mf,3gl,cobol,890.0,m2,17765.0,17765,20.0,20.0,,89.0,,10.0,,,no,waterfall incl linear processing & ssadm,,3,don't know,,,,,,yes,,,,,,,,,,,,,,,,,
29587,b,2013,communication,telecommunications,business application,data warehouse system,enhancement,multi,3gl,shell,378.0,m2,741.0,741,2.0,2.0,,60.0,,6.3,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,,,,,,,,,,,,,,,,,,,
29590,b,1999,,,,,new development,,,,601.0,m2,1348.0,1348,2.2,2.2,,75.1,12.5,8.0,5-8,6.0,yes,,,4,,,,,,,,,,,,,,,,,,,,,,,,
29595,b,2002,construction,construction,business application,personnel system,new development,mr,3gl,pl/i,1136.0,l,4997.0,4997,4.4,4.4,,199.3,,5.7,,,no,waterfall incl linear processing & ssadm,,3,,,,web,,web,yes,,,,,,,,,,,,,,,,,
29597,b,2006,,,business application,financial transaction process/accounting,enhancement,multi,3gl,java,,s,81.0,81,,,,,,1.1,,,,waterfall incl linear processing & ssadm,,3,,,,,,web,yes,,,,,,,,,,,,,,,,,
29601,b,2010,manufacturing,manufacturing,business application,team management,enhancement,multi,4gl,abap,196.0,m1,,1595,,8.1,0.0,51.6,,3.8,,,yes,,,8,yes,,,client server,client server,,yes,,,,,,,,,,,,,,1.0,,,
29602,b,1997,insurance,insurance,business application,transaction/production system,enhancement,mf,apg,hps,528.0,m2,,3990,,7.6,,264.0,,2.0,,,no,,,4,no,,,,,,yes,,yes,,1.0,,,,3.0,,,,6.0,0.0,0.0,124740.0,"united kingdom, pound sterling",
29603,b,2014,communication,telecommunications,business application,online. esales,enhancement,multi,,,121.0,m1,1141.0,1141,9.4,9.4,,33.6,,3.6,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,web,,,,,,,,,,,,,,,,,,
29604,a,2007,insurance,insurance,business application,electronic data interchange,new development,multi,3gl,c#,442.0,m2,2707.0,2707,6.1,6.1,,88.4,,5.0,,,,,,3,,,,,,web,,,,,,,,,,,,,,,,,,
29612,b,2006,,,business application,financial transaction process/accounting,enhancement,multi,3gl,java,,xs,118.0,118,,,,,,1.0,,,,waterfall incl linear processing & ssadm,,3,,,,,,web,yes,,,,,,,,,,,,,,,,,
29613,b,2005,manufacturing,manufacturing,,,new development,pc,,,451.0,m2,15098.0,15098,33.5,33.5,0.0,,,,,,,,,2,,,,,,,yes,,,,,,,,,,,,,,,,,
29614,b,1997,wholesale & retail,wholesale & retail trade,business application,office information system,new development,mr,4gl,visual basic,,m2,6146.0,6146,,,,,,7.0,,,no,,yes,4,yes,,,lan based; client: presentation; server: processing,lan based,,yes,,don't know,,,,,,4.0,,,,2.0,1.0,2.0,,,
29617,b,2001,government,public administration,,,new development,multi,4gl,,591.0,m2,7674.0,7674,13.0,13.0,,73.9,,8.0,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
29626,b,2010,manufacturing,manufacturing,mathematically-intensive application,car design,enhancement,,3gl,java,520.0,m2,,1421,,2.7,5.8,77.6,,6.7,,,,,,8,yes,,,client server,client server,,yes,,,,,,,,,,,,,,0.0,,,
29628,a,2010,government,government,business application,catalogue/register of things or events,re-development,multi,3gl,c#,112.0,m1,2134.0,2134,19.1,19.1,17.9,22.4,2.8,5.0,5-8,8.0,,,yes,14,yes,run a computer-human interface; business logic or rule processing; data entry & validation; data retrieval & presentation,database server; security/authentication,,,,yes,,,0.0,1.0,7.0,,,,0.0,0.0,8.0,50.0,0.0,0.0,,,
29629,b,2011,medical & health care,medical and health care,,not recorded,enhancement,,,,22.0,xs,4247.0,4247,193.0,193.0,,1.3,0.0,17.0,61-70,61.0,,,,2,,,,,,,,,,,,,,,,,,,,,,229810.0,"united states, dollar",no
29630,b,2003,insurance,insurance,,,enhancement,multi,4gl,visual c++,428.0,m2,4641.0,4641,10.8,10.8,,38.9,,11.0,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,
29631,b,1999,,,business application,management information system,enhancement,mf,3gl,cobol,455.0,m2,,7840,,17.2,,,,,1,1.0,,,,3,no,,,,,,yes,,don't know,,,,,,,,,,,0.0,,,,
29634,b,2014,communication,telecommunications,business application,customer relationship management,enhancement,multi,3gl,visual basic,132.0,m1,5635.0,5635,42.7,42.7,,32.2,,4.1,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,,,,,,,,,,,,,,,,,,,
29644,a,2004,banking,banking,business application,financial transaction process/accounting,enhancement,multi,3gl,cobol,490.0,m2,2192.0,2192,4.5,4.5,4.1,54.4,7.8,9.0,5-8,7.0,no,,,11,yes,run a computer-human interface; data entry & validation; data retrieval & presentation,database server; file &/or print server; multi-user legacy application; security/authentication,,,,yes,,,,3.0,4.0,,,,,4.0,3.0,20.0,1.0,0.0,50306.0,"european, euro",no
29645,b,2009,manufacturing,manufacturing,business application,provider management,enhancement,mr,3gl,sql,401.0,m2,,7697,,19.2,256.9,51.4,,7.8,,,yes,,,8,yes,,,client server,client server,,yes,,,,,,,,,,,,,,,,,
29647,b,2011,banking,banking,business application,mobile application,new development,pc,3gl,ios,80.0,s,3070.0,3070,38.4,38.4,,12.3,,6.5,,,no,,,3,yes,mobile app,back-end,back-end,back-end,,,,,,,,,,,,,,,,,93140.0,"european, euro",no
29650,b,2014,insurance,insurance,business application,unknown,enhancement,,,,161.0,m1,1276.0,1276,7.9,7.9,,23.3,,6.9,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,,,,,,,,,,,,,,,,,,,
29651,b,1997,,,,,new development,pc,3gl,smalltalk,,m2,,10771,,,,,,,,,,,,3,yes,,,,,,,,,,,,,,,,,,,,,,,
29653,b,2008,banking,banking,business application,financial transaction process/accounting,enhancement,mf,3gl,cobol,88.0,s,2822.0,2822,32.1,32.1,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
29654,b,2006,,,business application,financial transaction process/accounting,enhancement,multi,3gl,java,,xxs,29.0,29,,,,,,0.25,,,,waterfall incl linear processing & ssadm,,3,,,,,,web,yes,,,,,,,,,,,,,,,,,
29655,b,2014,communication,telecommunications,business application,data warehouse system,enhancement,,3gl,shell,472.0,m2,1385.0,1385,2.9,2.9,,121.0,,3.9,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,,,,,,,,,,,,,,,,,,,
29660,b,2005,banking,banking,business application,financial transaction process/accounting,enhancement,mf,3gl,cobol,492.0,m2,10398.0,10398,21.1,21.1,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
29661,b,2009,logistics,logistics,business application,business application,enhancement,,4gl,.net,27.0,xs,491.0,491,18.2,18.2,0.0,10.8,,2.5,,,,,,2,,,,,,,,,,,,,,,,,,,,,,32160.0,"european, euro",no
29663,b,2004,,,business application,financial application area,new development,multi,4gl,,,m2,9432.0,9432,,,,,,8.0,,,,,,2,yes,,,client server,,,yes,,,,,,,,,,,,,,,,,
29665,a,2000,communication,communications,business application,management information system,enhancement,mr,4gl,sql,410.0,m2,646.0,778,1.6,1.9,,205.0,102.5,2.0,2,2.0,,joint application development jad; rapid application development rad,yes,6,yes,,,unix; client: presentation; server: processing,unix,,yes,,yes,,,,,,,,,,,,,,,
29666,b,2003,insurance,insurance,,,enhancement,mf,3gl,cobol,33.0,s,230.0,230,7.0,7.0,,11.0,,3.0,,,,waterfall incl linear processing & ssadm,,4,,,,,,,,,,,,,,,,,,,,,,,,
29673,b,2006,,,,,new development,multi,4gl,ado.net,283.0,m1,3604.0,3604,12.7,12.7,,123.0,,2.3,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
29678,b,2001,government,public administration,,,enhancement,pc,3gl,visual basic,189.0,m1,880.0,880,4.7,4.7,,31.5,,6.0,,,,waterfall incl linear processing & ssadm,,4,,,,,,,,,,,,,,,,,,,,,,,,
29679,b,2014,insurance,insurance,business application,unknown,enhancement,,3gl,cobol,90.0,s,718.0,718,8.0,8.0,,4.4,,20.5,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,,,,,,,,,,,,,,,,,,,
29680,b,2005,insurance,insurance,,,new development,multi,3gl,java,235.0,m1,2145.0,2145,9.1,9.1,,26.1,,9.0,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
29683,b,2008,manufacturing,manufacturing,business application,parts selling,enhancement,mf,3gl,java,78.0,s,,1153,,14.8,0.0,7.8,,10.0,,,,,,8,no,,,multi-tier with web public interface,multi-tier with web public interface,,yes,,,,,,,,,,,,,,0.0,,,
29689,b,2000,communication,communications,,,enhancement,,,,104.0,m1,6987.0,6987,67.2,67.2,,20.8,0.8,5.0,21-30,25.0,,,,4,,,,,,,,,yes,,,,,,,,,,,,,,,
29691,b,2004,financial,"financial, property & business services",business application,financial transaction process/accounting; data warehouse,enhancement,,4gl,,,m1,1281.0,1281,,,,,,6.8,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
29692,b,2006,,all-purpose,business application,"document management; job, case, incident, project management; management or performance reporting; online analysis and reporting; operating system or software utility; workflow support & management; telecom & network management",re-development,pc,3gl,java,,,18161.0,18161,,,,,,9.1,15-20,17.0,,,,3,yes,,,browser-server architecture,,,yes,,,,,,,,,,,,,,,,,
29700,b,2004,,,,,enhancement,,3gl,cobol,6.0,xxs,94.0,94,15.7,15.7,,16.7,,0.36,,,,,,2,yes,,,c/s,,,,,,,,,,,,,,,,,,,,
29701,b,2015,communication,telecommunications,business application,workflow support & management,enhancement,multi,,,69.0,s,485.0,485,7.0,7.0,,,,,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,,,,,,,,,,,,,,,,,,,
29703,b,2012,medical & health care,medical and health care,,not recorded,enhancement,,,,24.0,xs,894.0,894,37.3,37.3,,4.0,0.2,6.0,15-20,19.0,,,,2,,,,,,,,,,,,,,,,,,,,,,57131.0,"united states, dollar",no
29705,b,2003,,,,,enhancement,mf,3gl,cobol,57.0,s,1566.0,1566,27.5,27.5,,15.4,,3.7,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
29708,b,2004,insurance,insurance,,,enhancement,mf,3gl,cobol,61.0,s,872.0,872,14.3,14.3,,9.8,,6.2,,,yes,waterfall incl linear processing & ssadm,,4,,,,,,,,,,,,,,,,,,,,,,,,
29712,b,2000,wholesale & retail,wholesale & retail trade,business application,management information system,enhancement,mf,apg,cool:gen,412.0,m2,,10553,,25.6,,34.3,,12.0,,,yes,,,4,don't know,,,,,,yes,,,,,,,,,,,,,,,,,
29715,a,2008,government,government,business application,website,new development,multi,4gl,oracle,424.0,m2,1003.0,1003,2.4,2.4,,141.3,,3.0,,,,,,3,yes,,,,,web,,,,,,,,,,,,,,,,,,
29717,b,2011,manufacturing,manufacturing,mathematically-intensive application,car design,new development,pc,3gl,visual basic,288.0,m1,,2302,,8.0,10.4,40.6,,7.1,,,yes,,,8,no,,,stand alone,stand alone,,yes,,,,,,,,,,,,,,,,,
29723,b,2014,insurance,insurance,business application,unknown,enhancement,,3gl,java,76.0,s,318.0,318,4.2,4.2,,17.3,,4.4,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,,,,,,,,,,,,,,,,,,,
29726,a,1995,financial,"financial, property & business services",business application,transaction/production system,enhancement,mf,4gl,natural,454.0,m2,2310.0,2310,5.1,5.1,0.0,45.4,,10.0,,,no,waterfall incl linear processing & ssadm,,4,no,,,,,,yes,,,,,,,,,,,,,,,,,
29730,b,2007,professional services,imaging,,engineering software,new development,pc,3gl,c++,,m2,6133.0,6133,,,,,,13.5,,,,waterfall incl linear processing & ssadm,,2,,,,,,,,,,,,,,,,,,,,,,,,
29732,b,2013,insurance,insurance,business application,unknown,enhancement,,4gl,visual basic,85.0,s,130.0,130,1.5,1.5,,65.4,,1.3,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,,,,,,,,,,,,,,,,,,,
29734,b,2005,manufacturing,manufacturing,,,enhancement,pc,3gl,c++,324.0,m2,1170.0,1170,3.6,3.6,,24.9,,13.0,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
29736,b,2015,communication,telecommunications,business application,online. esales,enhancement,multi,,,226.0,m1,1444.0,1444,6.4,6.4,,19.8,,11.4,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,web,,,,,,,,,,,,,,,,,,
29737,b,2006,banking,banking,business application,financial transaction process/accounting,enhancement,pc,3gl,java,24.0,xs,1676.0,1676,69.8,69.8,,2.4,,10.2,,,,,,3,,,,,,web,,,,,,,,,,,,,,,,,,
29739,b,2012,government,government,business application,business application,enhancement,,3gl,php,52.0,s,242.0,242,4.7,4.7,0.0,8.7,4.3,6.0,2,2.0,,,,2,,,,,,,,,,,,,,,,,,,,,,25462.0,"european, euro",no
29742,a,1996,banking,banking,business application,management information system,enhancement,mf,3gl,cobol,60.0,s,1102.0,1102,18.4,18.4,,12.0,,5.0,,,no,multifunctional teams,,4,no,,,,,,yes,,,,,,,,,,,,,,,,,
29743,b,2010,manufacturing,manufacturing,business application,project risk management,enhancement,mr,3gl,php,138.0,m1,,1248,,9.0,7.2,20.0,,6.9,,,,,,8,yes,,,client server,client server,,yes,,,,,,,,,,,,,,3.0,,,
29745,b,2004,,,,,enhancement,,3gl,java,132.0,m1,1543.0,1543,11.7,11.7,,,,,,,,,,2,,,,,,web,,,,,,,,,,,,,,,,,,
29746,b,2001,service industry,recreation & personnel services,,web ec site,enhancement,mf,,iplanet netscape application server,700.0,m2,7129.0,7129,10.2,10.2,,101.4,,6.9,,,no,waterfall incl linear processing & ssadm,,3,don't know,,,,,,yes,,,,,,,,,,,,,,,,,
29751,a,2007,professional services,professional services,business application,catalogue/register of things or events,new development,multi,3gl,java,205.0,m1,7023.0,7023,34.3,34.3,,51.3,,4.0,,,,,,3,yes,,,,,web,,,,,,,,,,,,,,,,,,
29760,b,2013,medical & health care,medical and health care,,not recorded,enhancement,,,,31.0,s,5749.0,5749,185.5,185.5,,1.4,0.0,22.0,61-70,61.0,,,,2,,,,,,,,,,,,,,,,,,,,,,271872.0,"united states, dollar",no
29772,b,2010,logistics,logistics,business application,business application,new development,,4gl,.net,90.0,s,431.0,431,4.8,4.8,0.0,60.0,,1.5,,,,,,2,,,,,,,,,,,,,,,,,,,,,,27600.0,"european, euro",no
29776,b,2012,insurance,insurance,business application,unknown,enhancement,,3gl,cobol,70.0,s,121.0,121,1.7,1.7,,8.0,,8.8,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,,,,,,,,,,,,,,,,,,,
29783,b,2009,professional services,research & development,business application,online analysis and reporting; software development tool,new development,pc,3gl,c#,1099.0,l,4800.0,4890,4.4,4.4,20.0,146.5,13.3,7.5,9-14,11.0,,,,2,,,,,,,yes,,,,,,,,,,,,,,,,,
29790,b,2007,banking,banking,business application,financial transaction process/accounting,enhancement,mf,3gl,cobol,110.0,m1,1733.0,1733,15.8,15.8,,9.2,,11.9,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
29793,b,2009,manufacturing,manufacturing,business application,customer management,re-development,multi,3gl,java,385.0,m2,,2184,,5.7,0.0,64.2,,6.0,,,yes,,,8,yes,,,client server,client server,,yes,,,,,,,,,,,,,,0.0,,,
29806,b,1998,communication,telecommunication,business application,management information system,enhancement,,4gl,ingres,,m1,581.0,700,,,,,,5.0,,,no,,,2,yes,,,,,,,,,,,,,,,,,,,,,,,
29808,b,1999,manufacturing,manufacturing,,,enhancement,mf,3gl,pl/i,419.0,m2,73.0,3876,0.2,9.3,0.0,104.8,7.5,4.0,9-14,14.0,,,,2,,,,,,,yes,,,,,,,,,,,,,,,,,
29811,b,1999,communication,telecommunication,,,enhancement,,4gl,oracle,,m2,2316.0,2790,,,,,,5.0,,,no,,,2,yes,,,,,,,,,,,,,,,,,,,,,,,
29816,b,1997,banking,banking,business application,customer billing/relationship management,new development,mf,3gl,cobol,130.0,m1,3904.0,3904,30.0,30.0,,3.3,,39.0,,,yes,waterfall incl linear processing & ssadm,,3,don't know,,,,,,yes,,,,,,,,,,,,,,,,,
29817,b,2000,banking,banking,,,enhancement,mf,3gl,cobol,205.0,m1,1367.0,1367,6.7,6.7,,25.6,,8.0,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,
29818,b,2014,communication,telecommunications,business application,stock control & order processing,enhancement,multi,3gl,java,100.0,m1,867.0,867,8.7,8.7,,16.9,,5.9,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,,,,,,,,,,,,,,,,,,,
29821,a,2009,government,government,business application,"job, case, incident, project management",enhancement,multi,4gl,asp.net,73.0,s,2758.0,2758,37.8,37.8,68.5,12.2,1.7,6.0,5-8,7.0,,,,15,yes,,,,,web,no,,,,5.0,2.0,,,,1.0,6.0,,25.0,0.0,0.0,,,
29826,b,2010,manufacturing,manufacturing,business application,cars selling,enhancement,mf,3gl,pl/i,34.0,s,,269,,7.9,0.0,6.7,,5.1,,,,,,8,no,,,mainframe,mainframe,,yes,,,,,,,,,,,,,,3.0,,,
29829,b,2004,,,,,enhancement,,4gl,oracle,10.0,xs,2032.0,2032,203.2,203.2,,6.3,,1.6,,,,,,2,yes,,,c/s,,,,,,,,,,,,,,,,,,,,
29830,b,2004,,,,,enhancement,,,,47.0,s,354.0,354,7.5,7.5,,27.6,,1.7,,,,,,2,,,,,,web,,,,,,,,,,,,,,,,,,
29834,a,2008,utilities,"electricity, gas, water",real-time application,software for machine control; complex process control,new development,pc,,script language,144.0,m1,2410.0,2410,16.7,16.7,,16.0,4.0,9.0,3-4,4.0,no,,yes,14,yes,run a computer-human interface; data retrieval & presentation,database server; object/component server,,,,yes,,,2.0,2.0,0.0,,,,1.0,3.0,0.0,,0.0,0.0,255030.0,"canada, dollar",no
29839,b,2005,communication,communications,mathematically-intensive application,relatively complex application,enhancement,mf,3gl,,56.0,s,1762.0,1762,31.5,31.5,,,,,,,,waterfall incl linear processing & ssadm,,3,,,,,,,yes,,,,,,,,,,,,,,,,,
29845,b,2014,insurance,insurance,business application,unknown,enhancement,,3gl,cobol,91.0,s,1073.0,1073,11.8,11.8,,30.3,,3.0,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,,,,,,,,,,,,,,,,,,,
29851,b,2000,communication,communications,business application,transaction/production system,enhancement,pc,4gl,visual basic,367.0,m2,3483.0,3483,9.5,9.5,,45.9,4.6,8.0,9-14,10.0,,,,5,yes,,,proprietary midrange; client: presentation; server: processing,proprietary midrange,,yes,,yes,,,,,,,,,,,,,,,
29852,b,2004,,,,,enhancement,,2gl,assembler,64.0,s,464.0,464,7.3,7.3,,42.7,,1.5,,,,,,2,,,,,,web,,,,,,,,,,,,,,,,,,
29855,b,2003,insurance,insurance,,,new development,multi,3gl,visual basic,302.0,m2,1200.0,1200,4.0,4.0,,25.2,,12.0,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
29856,b,1999,,,business application,management information system,enhancement,mf,3gl,cobol,1720.0,l,,32181,,18.7,,,,,21-30,22.0,,,,3,no,,,,,,yes,,don't know,,,,,,,,,,,0.0,,,,
29857,b,2010,manufacturing,manufacturing,business application,car test management,enhancement,mr,3gl,java,92.0,s,,1634,,17.8,32.6,11.1,,8.3,,,yes,,,8,yes,,,client server,client server,,yes,,,,,,,,,,,,,,,,,
29859,a,2000,communication,communications,business application,transaction/production system,new development,pc,,,348.0,m2,8543.0,8543,24.5,24.5,,58.0,2.6,6.0,21-30,22.0,,,,4,,,,,,,,,yes,,,,,,,,,,,,,,,
29860,b,2008,government,government; defence,business application,financial transaction process/accounting,enhancement,mf,3gl,cobol,18.0,xs,303.0,303,16.8,16.8,0.0,1.2,,14.6,,,,,,2,no,,,,,,,,,,,,,,,,,,,,,14028.0,"united states, dollar",no
29863,b,1999,banking,banking,,,new development,mr,3gl,,124.0,m1,447.0,447,3.6,3.6,,15.5,,8.0,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
29864,b,1999,,,business application,management information system,new development,pc,,,724.0,m2,,8821,,12.2,,,,,2,2.0,,,,3,yes,,,,,,,,don't know,,,,,,,,,,,0.0,,,,
29869,b,2003,insurance,insurance,,,enhancement,multi,3gl,visual basic,160.0,m1,756.0,756,4.7,4.7,,40.0,,4.0,,,,waterfall incl linear processing & ssadm,,4,,,,,,,,,,,,,,,,,,,,,,,,
29870,b,2001,banking,banking,,,new development,mf,3gl,cobol,1273.0,l,14085.0,14085,11.1,11.1,,74.9,,17.0,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,
29876,b,1999,,,business application,management information system,re-development,pc,4gl,sql,1349.0,l,,16104,,11.9,,,,,2,2.0,,,,3,yes,,,,,,yes,,don't know,,,,,,,,,,,0.0,,,,
29877,b,2000,manufacturing,manufacturing,,,enhancement,mf,3gl,pl/i,61.0,s,219.0,1319,3.6,21.6,0.0,20.3,3.4,3.0,5-8,6.0,yes,,,2,,,,,,,yes,,,,,,,,,,,,,,,,,
29881,b,2009,manufacturing,manufacturing,business application,process of factory management,enhancement,multi,3gl,visual basic,26.0,xs,,397,,15.3,0.0,6.5,,4.0,,,yes,,,8,yes,,,client server,client server,,yes,,,,,,,,,,,,,,,,,
29885,b,2010,manufacturing,manufacturing,business application,car sales,enhancement,pc,3gl,c++,114.0,m1,,1511,,13.3,8.8,11.5,,9.9,,,,,,8,no,,,stand alone,stand alone,,yes,,,,,,,,,,,,,,,,,
29887,b,1998,,,,,enhancement,,,,131.0,m1,1252.0,1252,9.6,9.6,,16.4,16.4,8.0,1,1.0,yes,,,4,,,,,,,,,,,,,,,,,,,,,,,,
29893,b,2005,banking,banking,business application,financial transaction process/accounting,new development,mf,3gl,java,81.0,s,3915.0,3915,48.3,48.3,,4.2,,19.3,,,,,,3,,,,,,web,,,,,,,,,,,,,,,,,,
29897,b,2010,manufacturing,manufacturing,business application,stock management,enhancement,mf,,,83.0,s,,1042,,12.6,24.1,19.3,,4.3,,,,,,8,no,,,mainframe,mainframe,,yes,,,,,,,,,,,,,,1.0,,,
29903,b,2005,banking,banking,,,new development,pc,3gl,java,638.0,m2,4023.0,4627,6.3,7.3,0.0,18.8,1.7,34.0,9-14,11.0,,,,2,,,,,,,yes,,,,,,,,,,,,,,,,,
29904,b,1997,government,government,business application,government,new development,pc,4gl,delphi,344.0,m2,5460.0,5460,15.9,15.9,,28.9,9.6,11.9,3-4,3.0,,rapid application development rad,,2,,,,,,,,,,,,,,,,,,,,,,,,
29908,b,2015,communication,telecommunications,business application,customer relationship management,enhancement,multi,,,78.0,s,1854.0,1854,23.8,23.8,,7.1,,11.0,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,,,,,,,,,,,,,,,,,,,
29909,b,2004,insurance,insurance,,,new development,mf,3gl,pl/i,189.0,m1,1605.0,1605,8.5,8.5,,63.0,,3.0,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
29914,b,2005,communication,communications,mathematically-intensive application,relatively complex application,enhancement,mf,4gl,,58.0,s,512.0,512,8.8,8.8,,,,,,,,waterfall incl linear processing & ssadm,,3,,,,,,,yes,,,,,,,,,,,,,,,,,
29917,b,2010,manufacturing,manufacturing,business application,parts selling website,enhancement,mr,3gl,java,29.0,xs,,1192,,41.1,34.5,4.0,,7.2,,,yes,,,8,no,,,multi-tier with web public interface,multi-tier with web public interface,web,yes,,,,,,,,,,,,,,2.0,,,
29921,b,2015,insurance,insurance,business application,web-based application,enhancement,pc,4gl,.net,218.0,m1,3633.0,3633,16.7,16.7,,64.1,12.8,3.4,5-8,5.0,,,,2,,,,,,web,,,,,,,,,,,,,,,,218560.0,"european, euro",no
29923,b,2014,communication,telecommunications,business application,customer relationship management,enhancement,multi,3gl,java,62.0,s,1502.0,1502,24.2,24.2,,13.8,,4.5,,,,waterfall incl linear processing & ssadm,yes,3,,,,,,,,,,,,,,,,,,,,,,,,
29924,b,2003,insurance,insurance,,,new development,multi,3gl,java,164.0,m1,1450.0,1450,8.8,8.8,,32.8,,5.0,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
29927,a,2008,electronics & computers,computers & software,,,new development,pc,4gl,abap,134.0,m1,2055.0,2055,15.3,15.3,7.5,19.1,3.8,7.0,5-8,5.0,,waterfall incl linear processing & ssadm,,4,,,,,,,,,,,,,,,,,,,,,0.0,,,
29934,a,2003,communication,communications,,,enhancement,mr,3gl,cobol,,,8683.0,8683,,,,,,5.0,15-20,16.0,yes,,,0,,,,,,,,,,,,,,16.0,,,,,,,0.0,,,
29935,b,2000,insurance,insurance,,,enhancement,mf,3gl,pl/i,241.0,m1,1215.0,1215,5.0,5.0,,24.1,,10.0,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
29939,b,2004,,,business application,financial application area,new development,multi,3gl,java,298.0,m1,2801.0,2801,9.4,9.4,,40.3,,7.4,,,,,,2,,,,web,,web,yes,,,,,,,,,,,,,,,,,
29940,b,2011,medical & health care,medical and health care,,not recorded,enhancement,,,,44.0,s,7164.0,7164,162.8,162.8,,2.9,0.0,15.0,71-80,74.0,,,,2,,,,,,,,,,,,,,,,,,,,,,263736.0,"united states, dollar",no
29941,b,2009,insurance,insurance,business application,online analysis and reporting,enhancement,mf,3gl,cobol,3.0,xxs,24.0,24,8.0,8.0,0.0,12.0,12.0,0.25,1,1.0,,,,2,,,,,,,yes,,,,,,,,,,,,,,,,,
29945,b,2013,banking,banking,business application,mobile application,new development,pc,3gl,ios,66.0,s,205.0,205,3.1,3.1,,44.0,22.0,1.5,2,2.0,no,,,3,yes,mobile app,back-end,back-end,back-end,,,,,,,,,,,,,,,,,11552.0,"european, euro",no
