Unnamed_0,External_EEF_Data_Quality_Rating,Project_PRF_Year_of_Project,External_EEF_Industry_Sector,External_EEF_Organisation_Type,Project_PRF_Application_Group,Project_PRF_Application_Type,Project_PRF_Development_Type,Tech_TF_Development_Platform,Tech_TF_Language_Type,Tech_TF_Primary_Programming_Language,Project_PRF_Functional_Size,Project_PRF_Relative_Size,Project_PRF_Normalised_Work_Effort_Level_1,Project_PRF_Normalised_Work_Effort,Project_PRF_Normalised_Level_1_PDR_ufp,Project_PRF_Normalised_PDR_ufp,Project_PRF_Speed_of_Delivery,Project_PRF_Project_Elapsed_Time,Project_PRF_Team_Size_Group,Project_PRF_Max_Team_Size,Project_PRF_CASE_Tool_Used,Process_PMF_Development_Methodologies,Process_PMF_Docs,Tech_TF_Architecture,Tech_TF_Client_Server,Tech_TF_DBMS_Used,Tech_TF_Tools_Used
31164,B,2004,Financial,"Financial, Property & Business Services;",Business Application,Financial transaction process/accounting;Client Server;,Enhancement,Multi,4GL,Missing,,S,147.0,147,,,,12.0,Missing,,Missing,Missing,3,Client server,Yes,Missing,
31166,A,2011,Government,Government;,Infrastructure Software,Data or database management;,New Development,PC,4GL,Oracle,492.0,M2,1020.0,1105,2.1,2.2,164.0,3.0,2,2.0,Yes,Agile Development;,17,Multi-tier with web public interface,Yes,Yes,
31166,A,2011,Government,Government;,Infrastructure Software,Data or database management;,New Development,PC,4GL,Oracle,422.0,M2,1020.0,1105,2.4,2.6,140.7,3.0,2,2.0,Yes,Agile Development;,18,Multi-tier with web public interface,Yes,Yes,
31169,B,2009,Banking,Banking;,Business Application,Financial transaction process/accounting;,New Development,MF,3GL,COBOL,731.0,M2,13629.0,13629,18.6,18.6,,,Missing,,Missing,Missing,3,Missing,Missing,Missing,
31172,B,2000,Communication,Communications;,Business Application,Transaction/Production System;,New Development,PC,3GL,COBOL,14.0,XS,480.0,750,34.3,53.6,7.0,2.0,Missing,,Missing,Missing,4,Stand alone,No,Missing,
31174,B,2014,Communication,Telecommunications;,Business Application,Customer relationship management;,Enhancement,Multi,Missing,Missing,61.0,S,907.0,907,14.9,14.9,15.3,4.0,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,3,Multi-tier,Missing,Missing,
31177,B,2015,Communication,Telecommunications;,Business Application,Customer relationship management;,Enhancement,PC,4GL,Siebel,109.0,M1,3263.0,3263,29.9,29.9,29.5,3.7,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,3,Stand alone,Missing,Missing,
31180,B,2006,Missing,Missing,Business Application,Financial transaction process/accounting;,Enhancement,Multi,3GL,Java,,S,601.0,601,,,,3.9,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,3,Missing,Missing,Yes,
31181,B,1999,Insurance,Insurance;,Business Application,Financial transaction process/accounting;,New Development,Multi,3GL,Visual Basic,179.0,M1,3358.0,3358,18.8,18.8,36.5,4.9,Missing,,No,Waterfall (incl Linear Processing & SSADM);,3,Multi-tier / Client server,Yes,No,
31182,A,1998,Insurance,Insurance;,Missing,Missing,Enhancement,PC,3GL,C++,2323.0,L,,3981,,1.7,387.2,6.0,Missing,,Don't Know,Missing,4,Stand alone,No,Missing,
31192,B,2005,Communication,Communications;,Mathematically-Intensive Application,relatively complex application;,Enhancement,Multi,3GL,Missing,105.0,M1,610.0,610,5.8,5.8,,,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,3,Client server,Yes,Yes,
31193,B,2002,Missing,Missing,Missing,Missing,New Development,Missing,Missing,Missing,2468.0,L,33760.0,33760,13.7,13.7,,,Missing,,Don't Know,Missing,4,Missing,Missing,Missing,
31205,B,2006,Missing,Missing,Business Application,Financial transaction process/accounting;,New Development,Multi,4GL,.Net,,M1,4316.0,4316,,,,6.5,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,3,Missing,Missing,Yes,
31206,B,2005,Communication,Communications;,Mathematically-Intensive Application,relatively complex application;,Enhancement,Multi,3GL,Missing,44.0,S,73.0,73,1.7,1.7,,,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,3,Client server,Yes,Yes,
31208,B,2014,Communication,Telecommunications;,Business Application,Customer relationship management;,Enhancement,Multi,3GL,Java,72.0,S,1062.0,1062,14.8,14.8,17.6,4.1,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,3,Multi-tier,Missing,Missing,
31211,B,2011,Insurance,Insurance;,Business Application,Business Application;,New Development,Missing,4GL,Oracle,12.0,XS,1131.0,1131,94.3,94.3,1.5,8.2,Missing,,Missing,Missing,2,Missing,Missing,Missing,
31215,B,2006,Missing,Missing,Business Application,Financial transaction process/accounting;,Enhancement,Multi,3GL,Java,,M1,1597.0,1597,,,,7.8,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,3,Missing,Missing,Yes,
31217,B,1999,Government,Public Administration;,Missing,Employee self-service system;,New Development,Missing,4GL,Lotus Notes,125.0,M1,170.0,304,1.4,2.4,20.8,6.0,2,2.0,Missing,Missing,3,Client server,Yes,Yes,
31219,B,2004,Missing,Missing,Missing,Missing,Enhancement,Missing,3GL,C,4.0,XXS,15.0,15,3.8,3.8,1.7,2.3,Missing,,Missing,Missing,2,Client server,Yes,Missing,
31222,B,2006,Communication,Communications;,Real-Time Application,Embedded system/real-time application;,Enhancement,Missing,4GL,Missing,,XXS,122.0,122,,,,,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,3,Missing,Missing,Yes,
31225,A,2000,Communication,Communications;,Business Application,Transaction/Production System;,Enhancement,MR,3GL,C++,137.0,M1,2390.0,2390,17.4,17.4,22.8,6.0,9-14,14.0,Missing,Missing,5,Client server,Yes,Yes,
31227,B,1999,Manufacturing,Manufacturing;,Missing,Missing,New Development,Multi,4GL,Oracle,129.0,M1,569.0,569,4.4,4.4,86.0,1.5,Missing,,No,Waterfall (incl Linear Processing & SSADM);,3,Multi-tier / Client server,Yes,Yes,
31232,B,1998,Missing,Missing,Missing,Missing,Enhancement,Missing,Missing,Missing,131.0,M1,498.0,498,3.8,3.8,18.7,7.0,5-8,5.0,Don't Know,Missing,4,Missing,Missing,Missing,
31237,A,2005,Electronics & Computers,Wholesale & Retail Trade;Computers & Software;,Business Application,Customer billing/relationship management;Stock control & order processing;,Enhancement,Multi,3GL,C++,146.0,M1,2965.0,2965,20.3,20.3,58.4,2.5,9-14,11.0,Missing,Missing,15,Client server,Yes,Yes,
31238,A,1994,Communication,Communications;Electronics;,Business Application,Management Information System;,New Development,PC,3GL,C++,432.0,M2,1691.0,1691,3.9,3.9,,,Missing,,Yes,Missing,5,Stand alone,Missing,Yes,
31240,B,2005,Banking,Banking;,Business Application,Financial transaction process/accounting;,Enhancement,PC,3GL,Java,63.0,S,3242.0,3242,51.5,51.5,,,Missing,,Missing,Missing,3,Missing,Missing,Missing,
31241,B,1994,Insurance,Insurance;,Business Application,Management Information System;,New Development,Missing,Missing,Missing,76.0,S,,2640,,34.7,8.4,9.0,Missing,,Don't Know,Missing,4,Missing,Don't Know,Missing,
31242,B,2010,Manufacturing,Manufacturing;,Business Application,Suppliers Follow up;,Enhancement,PC,3GL,Java,43.0,S,,680,,15.8,7.2,6.0,Missing,,Missing,Missing,8,Client server,Yes,Yes,
31244,A,2001,Communication,Communications;,Business Application,Transaction/Production System;,Enhancement,MR,4GL,Oracle,263.0,M1,4393.0,4393,16.7,16.7,52.6,5.0,Missing,,Yes,Missing,5,Client server,Yes,Yes,
31253,B,1999,Missing,Missing,Missing,Missing,New Development,Missing,Missing,Missing,305.0,M2,623.0,623,2.0,2.0,101.7,3.0,5-8,5.0,Don't Know,Missing,4,Missing,Missing,Missing,
31264,B,2002,Service Industry,Transport & Storage;,Business Application,Financial transaction process/accounting;,New Development,Multi,3GL,PL/SQL,1401.0,L,9696.0,9696,6.9,6.9,200.1,7.0,Missing,,No,Waterfall (incl Linear Processing & SSADM);,3,Multi-tier / Client server,Yes,Yes,
31270,B,2006,Missing,Missing,Business Application,Financial transaction process/accounting;,Enhancement,Multi,4GL,.Net,,M1,1476.0,1476,,,,5.0,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,3,Missing,Missing,Yes,
31279,B,2012,Medical & Health Care,Medical and Health Care;,Missing,not recorded;,Enhancement,Missing,Missing,Missing,15.0,XS,2965.0,2965,197.7,197.7,1.4,11.0,31-40,31.0,Missing,Missing,2,Missing,Missing,Missing,
31286,A,1997,Banking,Banking;,Business Application,Management Information System;,New Development,MR,3GL,C++,391.0,M2,,6659,,17.0,30.1,13.0,Missing,,Yes,Multifunctional Teams;,5,Client server,Yes,Yes,
31295,B,2009,Manufacturing,Manufacturing;,Business Application,Geometric design;,Enhancement,Multi,3GL,C++,536.0,M2,,2978,,5.6,35.7,15.0,Missing,,Missing,Missing,8,Client server,Yes,Yes,
31296,B,2014,Insurance,Insurance;,Business Application,Unknown;,Enhancement,Missing,Missing,Missing,67.0,S,572.0,572,8.5,8.5,11.6,5.8,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,3,Missing,Missing,Missing,
31302,A,1996,Insurance,Insurance;,Business Application,Decision Support System;,Enhancement,PC,Missing,Missing,237.0,M1,,3800,,16.0,26.3,9.0,Missing,,Don't Know,Missing,4,Client server,Yes,Missing,
31304,B,2004,Missing,Missing,Missing,Missing,Enhancement,Missing,Missing,IIS,22.0,XS,62.0,62,2.8,2.8,15.7,1.4,Missing,,Missing,Missing,2,Missing,Missing,Missing,
31308,B,1996,Communication,Communications;,Missing,Knowledge Based;,Enhancement,Missing,Missing,Missing,91.0,S,,520,,5.7,22.8,4.0,Missing,,Don't Know,Missing,4,Missing,Don't Know,Missing,
31311,B,1999,Insurance,Insurance;,Business Application,Financial transaction process/accounting;,New Development,PC,3GL,COBOL,123.0,M1,2771.0,2771,22.5,22.5,9.5,13.0,Missing,,No,Waterfall (incl Linear Processing & SSADM);,3,Missing,Don't Know,No,
31313,B,1999,Insurance,Insurance;,Business Application,Financial transaction process/accounting;,New Development,MF,3GL,COBOL,283.0,M1,5039.0,5039,17.8,17.8,47.2,6.0,Missing,,No,Waterfall (incl Linear Processing & SSADM);,3,Missing,Don't Know,Yes,
31314,B,1999,Missing,Missing,Missing,Missing,Enhancement,Missing,3GL,C,438.0,M2,2142.0,2142,4.9,4.9,438.0,1.0,5-8,6.0,Don't Know,Missing,4,Missing,Missing,Missing,
31315,A,1994,Government,Public Administration;,Business Application,Decision Support System;,New Development,MF,4GL,Missing,41.0,S,498.0,498,12.1,12.1,13.7,3.0,Missing,,Yes,Missing,4,Stand alone,Missing,Yes,
31316,B,1994,Banking,Banking;,Business Application,Transaction/Production System;,New Development,MF,3GL,COBOL,407.0,M2,9013.0,10991,22.1,27.0,58.1,7.0,5-8,8.0,No,Multifunctional Teams;,4,Missing,Don't Know,Yes,
31318,A,1992,Utilities,"Electricity, Gas, Water;",Business Application,Management Information System;,New Development,MF,4GL,NATURAL,1889.0,L,,27000,,14.3,39.4,48.0,Missing,,Yes,Multifunctional Teams;,5,Stand alone,Missing,Yes,
31320,A,1995,Banking,Banking;,Business Application,Transaction/Production System;,Enhancement,MF,4GL,NATURAL,253.0,M1,1694.0,1694,6.7,6.7,36.1,7.0,Missing,,No,Joint Application Development (JAD);Multifunctional Teams;,6,Stand alone,No,Yes,
31322,B,1998,Missing,Missing,Missing,Missing,New Development,Missing,3GL,C,213.0,M1,1025.0,1025,4.8,4.8,30.4,7.0,2,2.0,Don't Know,Missing,4,Missing,Missing,Missing,
31323,B,2002,Missing,Local;,Missing,Local;,Enhancement,Missing,3GL,COBOL,76.0,S,1231.0,1231,16.2,16.2,,,Missing,,Missing,Missing,2,Missing,Missing,Yes,
31324,B,2012,Medical & Health Care,Medical and Health Care;,Missing,not recorded;,Enhancement,Missing,Missing,Missing,250.0,M1,20164.0,20164,80.7,80.7,27.8,9.0,91-100,99.0,Missing,Missing,2,Missing,Missing,Missing,
31325,B,2000,Insurance,Insurance;,Missing,Missing,New Development,MF,3GL,PL/I,81.0,S,1374.0,1374,17.0,17.0,16.2,5.0,Missing,,Missing,Missing,3,Missing,Missing,Missing,
31326,A,1998,Banking,Banking;,Business Application,Management Information System;,New Development,MR,4GL,PowerBuilder,170.0,M1,,3393,,20.0,42.5,4.0,Missing,,No,Multifunctional Teams;,5,Client server,Yes,Yes,
31328,B,2002,Medical & Health Care,Medical and Health Care;,Business Application,Information systems (Web);,New Development,Multi,3GL,Pro*C,2046.0,L,12259.0,12259,6.0,6.0,227.3,9.0,Missing,,No,Waterfall (incl Linear Processing & SSADM);,3,Multi-tier with web public interface,Yes,Yes,
31330,B,1999,Government,Public Administration;Community Services;Insurance;,Business Application,Transaction/Production System;,Enhancement,MF,3GL,COBOL,15.0,XS,176.0,196,11.7,13.1,7.5,2.0,3-4,3.0,Yes,Missing,5,Stand alone,No,Yes,
31331,B,2003,Financial,"Financial, Property & Business Services;",Business Application,Financial transaction process/accounting;Client Server;,Enhancement,Multi,4GL,Missing,,S,233.0,233,,,,0.8,Missing,,Missing,Missing,3,Client server,Yes,Missing,
31332,A,2009,Government,Government;,Business Application,Workflow support & management;,Enhancement,Multi,3GL,PL/I,550.0,M2,11580.0,11580,21.1,21.1,110.0,5.0,15-20,20.0,No,Missing,16,Client server,Yes,Yes,
31333,B,2009,Banking,Banking;,Business Application,Financial transaction process/accounting;,New Development,MF,4GL,AppBuilder,201.0,M1,589.0,589,2.9,2.9,,,Missing,,Missing,Missing,3,Missing,Missing,Missing,
31335,A,1999,Communication,Communications;,Business Application,Transaction/Production System;,Enhancement,Missing,3GL,COBOL,72.0,S,451.0,451,6.3,6.3,72.0,1.0,Missing,,Missing,Missing,4,Missing,Missing,Missing,
31338,B,2006,Missing,Missing,Business Application,Financial transaction process/accounting;,Enhancement,Multi,3GL,Java,,S,278.0,278,,,,2.0,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,3,Missing,Missing,Yes,
31342,A,2005,Government,Government;,Business Application,Catalogue/register of things or events;Online analysis and reporting;Electronic Data Interchange;,Enhancement,Multi,3GL,C#,187.0,M1,1370.0,1370,7.3,7.3,37.4,5.0,5-8,5.0,No,Missing,15,Client server,Yes,Yes,
31346,B,2011,Manufacturing,Manufacturing;,Business Application,Human Resources;,Enhancement,MR,4GL,ABAP,271.0,M1,,4602,,17.0,24.2,11.2,Missing,,Missing,Missing,8,Client server,Yes,Yes,
31348,B,2003,Utilities,"Electricity, Gas, Water;",Missing,Missing,New Development,Missing,Missing,Missing,345.0,M2,679.0,679,2.0,2.0,,,Missing,,No,Waterfall (incl Linear Processing & SSADM);,3,Missing,Don't Know,No,
31351,B,2011,Medical & Health Care,Medical and Health Care;,Missing,not recorded;,Enhancement,Missing,Missing,Missing,51.0,S,722.0,722,14.2,14.2,17.0,3.0,9-14,14.0,Missing,Missing,2,Missing,Missing,Missing,
31358,B,2009,Manufacturing,Manufacturing;,Business Application,Capacity management;,Enhancement,MF,3GL,Java,506.0,M2,,11749,,23.2,25.3,20.0,Missing,,Yes,Missing,8,Stand alone,No,Yes,
31360,A,1995,Mining,Mining;Manufacturing;Chemicals;,Business Application,Office Information System;,Enhancement,MF,4GL,Access,244.0,M1,300.0,300,1.2,1.2,61.0,4.0,2,2.0,No,Missing,5,Client server,Yes,Yes,
31362,B,2011,Manufacturing,Manufacturing;,Business Application,Management of the centre activities;,Enhancement,Missing,3GL,Java,192.0,M1,,2795,,14.6,10.2,18.9,Missing,,Yes,Missing,8,Client server,Yes,Yes,
31365,B,2000,Communication,Communications;,Business Application,Transaction/Production System;,Enhancement,PC,4GL,Visual Basic,780.0,M2,1609.0,2514,2.1,3.2,195.0,4.0,Missing,,Missing,Missing,4,Client server,Yes,Yes,
31367,B,2002,Government,Public Administration;,Missing,Missing,Enhancement,MF,3GL,COBOL,453.0,M2,4689.0,4689,10.4,10.4,45.3,10.0,Missing,,Missing,Missing,3,Missing,Missing,Missing,
31368,B,2012,Communication,Telecommunications;,Business Application,Data Warehouse system;,Enhancement,Multi,3GL,Shell,104.0,M1,1613.0,1613,15.5,15.5,17.6,5.9,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,3,Multi-tier,Missing,Missing,
31370,B,2001,Government,Public Administration;,Missing,Missing,New Development,Missing,4GL,Missing,662.0,M2,7700.0,7700,11.6,11.6,47.3,14.0,Missing,,Missing,Missing,7,Missing,Missing,Missing,
31374,B,2000,Service Industry,Transport & Storage;,Business Application,Stock control & order processing;,New Development,MF,3GL,RPG,546.0,M2,1600.0,1600,2.9,2.9,113.8,4.8,Missing,,No,Waterfall (incl Linear Processing & SSADM);,3,Missing,Don't Know,Yes,
31379,B,2013,Insurance,Insurance;,Business Application,Unknown;,Enhancement,Missing,3GL,COBOL,73.0,S,323.0,323,4.4,4.4,21.5,3.4,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,3,Missing,Missing,Missing,
31380,B,2004,Service Industry,Government;Community Services;,Business Application,Logistic or supply planning & control;Management or performance reporting;Personal productivity (e.g. spreadsheet);Workflow support & management;,Enhancement,Multi,4GL,PowerBuilder,565.0,M2,5709.0,5709,10.1,10.1,47.1,12.0,9-14,9.0,Missing,Missing,13,Missing,Yes,Yes,
31387,B,2010,Manufacturing,Manufacturing;,Business Application,Retailler sells reporting;,Enhancement,MR,4GL,SQL,116.0,M1,,1024,,8.8,27.0,4.3,Missing,,Missing,Missing,8,Client server,Yes,Yes,
31388,B,2000,Insurance,Insurance;,Missing,Missing,New Development,MF,4GL,SAS,348.0,M2,1924.0,1924,5.5,5.5,49.7,7.0,Missing,,Missing,Missing,3,Missing,Missing,Missing,
31394,B,2003,Financial,"Financial, Property & Business Services;",Missing,Missing,Enhancement,PC,3GL,Visual Basic,,Missing,6266.0,6266,,,,5.0,15-20,17.0,Missing,Missing,0,Client server,Missing,Yes,
31395,B,2001,Manufacturing,Manufacturing;,Business Application,Sales contact management;,New Development,MR,3GL,Java,724.0,M2,3092.0,3092,4.3,4.3,206.9,3.5,Missing,,No,Waterfall (incl Linear Processing & SSADM);,3,Missing,Missing,Yes,
31397,B,2004,Government,Government;,Business Application,"Document management;Financial transaction process/accounting;Image, video or sound processing;",New Development,Multi,3GL,Visual Basic,294.0,M1,11165.0,11165,38.0,38.0,19.6,15.0,21-30,21.0,No,Missing,15,Client server,Yes,Yes,
31399,B,2006,Government,Government;Public Administration;,Business Application,Workflow support & management;,New Development,PC,3GL,Java,,Missing,2400.0,2400,,,,5.2,3-4,4.0,Yes,Missing,1,Client server,Yes,Yes,
31402,B,2009,Manufacturing,Manufacturing;,Business Application,Parts selling;,Enhancement,MR,3GL,COBOL,213.0,M1,,1983,,9.3,11.8,18.0,Missing,,Missing,Missing,8,Stand alone,No,Yes,
31404,B,2013,Communication,Telecommunications;,Business Application,Online. eSales;,Enhancement,Multi,Missing,Missing,110.0,M1,3893.0,3893,35.4,35.4,35.5,3.1,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,3,Multi-tier with web public interface,Missing,Missing,
31405,B,2010,Manufacturing,Manufacturing;,Business Application,Company car management;,Enhancement,Missing,3GL,Visual Basic,50.0,S,,750,,15.0,8.1,6.2,Missing,,Missing,Missing,8,Client server,Yes,Yes,
31407,A,2001,Service Industry,Transport & Storage;Public Administration;,Business Application,Transaction/Production System;,New Development,PC,4GL,Visual Basic,3155.0,XL,6354.0,7575,2.0,2.4,185.6,17.0,Missing,,Yes,Multifunctional Teams;,5,Client server,Yes,Yes,
31411,B,2015,Communication,Telecommunications;,Business Application,Customer relationship management;,Enhancement,Multi,4GL,Visual Basic,61.0,S,839.0,839,13.8,13.8,16.5,3.7,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,3,Multi-tier,Missing,Missing,
31416,B,2015,Insurance,Insurance;,Business Application,Financial transaction process/accounting;,Enhancement,PC,3GL,COBOL,1191.0,L,9857.0,9857,8.3,8.3,130.9,9.1,5-8,8.0,Missing,Missing,2,Stand alone,Missing,Missing,
31418,B,2000,Construction,Construction;,Business Application,Office Information System;,Enhancement,MF,4GL,Visual Basic,250.0,M1,1033.0,1033,4.1,4.1,,,Missing,,No,Missing,4,Client server,Yes,Yes,
31419,B,2013,Medical & Health Care,Medical and Health Care;,Missing,not recorded;,Enhancement,Missing,Missing,Missing,38.0,S,7745.0,7745,203.8,203.8,3.5,11.0,51-60,57.0,Missing,Missing,2,Missing,Missing,Missing,
31420,A,2000,Communication,Communications;,Business Application,Management Information System;,New Development,PC,4GL,Visual Basic,365.0,M2,3322.0,4002,9.1,11.0,40.6,9.0,3-4,4.0,Missing,Missing,5,Client server,Yes,Yes,
31421,B,2004,Missing,Missing,Missing,Missing,Enhancement,Missing,Missing,Missing,77.0,S,938.0,938,12.2,12.2,26.6,2.9,Missing,,Missing,Missing,2,Client server,Yes,Missing,
31425,B,2005,Communication,Communications;,Mathematically-Intensive Application,relatively complex application;,Enhancement,MF,3GL,Missing,139.0,M1,2405.0,2405,17.3,17.3,,,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,3,Missing,Missing,Yes,
31426,B,1999,Missing,Missing,Missing,Missing,New Development,Missing,3GL,C++,238.0,M1,1386.0,1386,5.8,5.8,39.7,6.0,3-4,3.0,Don't Know,Missing,4,Missing,Missing,Missing,
31427,B,2002,Wholesale & Retail,Billing;,Business Application,Billing;,Enhancement,Missing,3GL,C,98.0,S,8675.0,8675,88.5,88.5,,,Missing,,Missing,Missing,2,Missing,Missing,Yes,
31432,A,1999,Communication,Communications;,Business Application,Transaction/Production System;,Enhancement,Missing,3GL,COBOL,353.0,M2,9899.0,9899,28.0,28.0,32.1,11.0,21-30,24.0,Missing,Missing,4,Missing,Missing,Missing,
31435,B,2010,Manufacturing,Manufacturing;,Business Application,Production management;,Enhancement,MF,2GL,RPL,39.0,S,,143,,3.7,6.8,5.7,Missing,,Missing,Missing,8,Stand alone,No,Yes,
31438,B,2002,Professional Services,Professional Services;,Business Application,Financial transaction process/accounting;,New Development,MR,3GL,Java,427.0,M2,3971.0,3971,9.3,9.3,109.5,3.9,Missing,,No,Waterfall (incl Linear Processing & SSADM);,3,Missing,Missing,Yes,
31441,B,2004,Insurance,Insurance;,Missing,Missing,New Development,PC,4GL,Visual Basic,117.0,M1,1090.0,1090,9.3,9.3,23.4,5.0,Missing,,Missing,Missing,4,Missing,Missing,Missing,
31442,B,2006,Missing,Missing,Business Application,Financial transaction process/accounting;,Enhancement,Multi,4GL,.Net,,M1,1809.0,1809,,,,5.7,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,3,Missing,Missing,Yes,
31444,B,1992,Government,Public Administration;,Missing,Missing,Enhancement,MR,4GL,Oracle,872.0,M2,,6361,,7.3,87.2,10.0,5-8,7.0,No,Joint Application Development (JAD);,6,Missing,Don't Know,Yes,
31445,B,2003,Insurance,Insurance;,Missing,Missing,Enhancement,Multi,3GL,Java,68.0,S,610.0,610,9.0,9.0,13.6,5.0,Missing,,Missing,Missing,3,Missing,Missing,Missing,
31446,B,2014,Communication,Telecommunications;,Business Application,Stock control & order processing;,Enhancement,Multi,3GL,Java,74.0,S,2146.0,2146,29.0,29.0,16.8,4.4,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,3,Multi-tier,Missing,Missing,
31448,B,2000,Communication,Telecommunication;,Real-Time Application,Missing,New Development,MR,3GL,Missing,49.0,S,3167.0,3167,64.6,64.6,4.5,11.0,Missing,,Yes,Missing,3,Missing,Missing,Missing,
31449,B,2013,Insurance,Insurance;,Business Application,Unknown;,Enhancement,Missing,3GL,PL/SQL,79.0,S,739.0,739,9.4,9.4,46.5,1.7,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,3,Missing,Missing,Missing,
31451,B,2005,Banking,Banking;,Business Application,Financial transaction process/accounting;,New Development,MF,3GL,Java,68.0,S,3373.0,3373,49.6,49.6,,,Missing,,Missing,Missing,3,Missing,Missing,Missing,
31459,B,2010,Manufacturing,Manufacturing;,Business Application,Factory process follow up;,Enhancement,MR,3GL,Java,65.0,S,,1412,,21.7,12.5,5.2,Missing,,Yes,Missing,8,Client server,Yes,Yes,
31461,B,2000,Communication,Communications;,Business Application,Transaction/Production System;,New Development,PC,4GL,Oracle,85.0,S,1119.0,1748,13.2,20.6,85.0,1.0,Missing,,Missing,Missing,4,Stand alone,No,Missing,
31464,B,2004,Missing,Missing,Missing,Missing,Enhancement,Missing,4GL,Visual C++,80.0,S,179.0,179,2.2,2.2,97.6,0.82,Missing,,Missing,Missing,2,Client server,Yes,Missing,
31469,B,2014,Communication,Telecommunications;,Business Application,Billing and ERP;,Enhancement,Multi,3GL,Java,63.0,S,737.0,737,11.7,11.7,10.2,6.2,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,3,Multi-tier,Missing,Missing,
31471,B,2011,Medical & Health Care,Medical and Health Care;,Missing,not recorded;,Enhancement,Missing,Missing,Missing,10.0,XS,724.0,724,72.4,72.4,1.1,9.0,21-30,24.0,Missing,Missing,2,Missing,Missing,Missing,
31481,B,2012,Medical & Health Care,Medical and Health Care;,Missing,not recorded;,Enhancement,Missing,Missing,Missing,21.0,XS,1032.0,1032,49.1,49.1,2.6,8.0,21-30,22.0,Missing,Missing,2,Missing,Missing,Missing,
31482,B,2004,Missing,Missing,Missing,Missing,Enhancement,Missing,Missing,Perl,249.0,M1,1186.0,1186,4.8,4.8,88.9,2.8,Missing,,Missing,Missing,2,Missing,Missing,Missing,
31492,B,2015,Communication,Telecommunications;,Business Application,Telecom & network management;,Enhancement,Multi,Missing,Missing,78.0,S,537.0,537,6.9,6.9,12.8,6.1,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,3,Multi-tier,Missing,Missing,
31493,B,2010,Manufacturing,Manufacturing;,Business Application,Car selling;,Enhancement,Multi,4GL,ABAP,580.0,M2,,11612,,20.0,31.4,18.5,Missing,,Missing,Missing,8,Client server,Yes,Yes,
31494,B,2001,Manufacturing,Manufacturing;,Business Application,Production management system;,New Development,Multi,3GL,Visual Basic,1253.0,L,18920.0,18920,15.1,15.1,140.8,8.9,Missing,,No,Waterfall (incl Linear Processing & SSADM);,3,Multi-tier / Client server,Yes,Yes,
31502,B,2002,Insurance,Insurance;,Business Application,Financial transaction process/accounting;,Enhancement,Multi,3GL,Visual Basic,512.0,M2,11197.0,11197,21.9,21.9,128.0,4.0,Missing,,No,Waterfall (incl Linear Processing & SSADM);,3,Multi-tier / Client server,Yes,Yes,
31503,B,2000,Banking,Banking;,Business Application,Financial transaction process/accounting;,Enhancement,MF,3GL,PL/I,19.0,XS,558.0,558,29.4,29.4,9.5,2.0,Missing,,Yes,Waterfall (incl Linear Processing & SSADM);,3,Missing,Don't Know,Yes,
31507,B,2014,Insurance,Insurance;,Business Application,Unknown;,Enhancement,Missing,Missing,Missing,53.0,S,149.0,149,2.8,2.8,19.6,2.7,Missing,,Missing,Waterfall (incl Linear Processing & SSADM);,3,Missing,Missing,Missing,
31512,B,2007,Banking,Banking;,Business Application,Financial transaction process/accounting;,New Development,MF,3GL,COBOL,269.0,M1,5326.0,5326,19.8,19.8,10.0,26.8,Missing,,Missing,Missing,3,Missing,Missing,Missing,
31524,B,1999,Missing,Missing,Missing,Missing,Enhancement,Missing,3GL,C,703.0,M2,4186.0,4186,6.0,6.0,117.2,6.0,5-8,8.0,Don't Know,Missing,4,Missing,Missing,Missing,
31525,B,2000,Professional Services,Professional Services;,Business Application,Office Information System;,New Development,PC,4GL,PowerBuilder,,M2,4105.0,4105,,,,,Missing,,No,Missing,4,Client server,Yes,Yes,
31526,A,2000,Insurance,Insurance;,Business Application,Management Information System;,New Development,PC,3GL,COBOL,148.0,M1,5196.0,5196,35.1,35.1,18.5,8.0,Missing,,No,Missing,5,Stand alone,Missing,Yes,
