isbsg_project_id,external_eef_data_quality_rating,project_prf_year_of_project,external_eef_industry_sector,external_eef_organisation_type,project_prf_application_group,project_prf_application_type,project_prf_development_type,tech_tf_development_platform,tech_tf_language_type,tech_tf_primary_programming_language,project_prf_functional_size,project_prf_relative_size,project_prf_normalised_work_effort_level_1,project_prf_normalised_work_effort,project_prf_normalised_level_1_pdr_ufp,project_prf_normalised_pdr_ufp,project_prf_speed_of_delivery,project_prf_project_elapsed_time,project_prf_team_size_group,project_prf_max_team_size,_case_tool_used,process_pmf_development_methodologies,process_pmf_docs,tech_tf_architecture,tech_tf_dbms_used,tech_tf_tools_used
27397,b,1995,government,insurance; public administration,business application,transaction/production system,enhancement,mf,4GL,natural,397.0,m2,,1174,,3.0,44.1,9.0,Missing,,yes,Missing,5,no,yes,
27401,b,2004,Missing,Missing,Missing,Missing,enhancement,Missing,3GL,cobol,21.0,xs,897.0,897,42.7,42.7,,,Missing,,Missing,Missing,2,Missing,Missing,
27402,b,1999,communication,communications,business application,transaction/production system,enhancement,pc,APG,cool:gen,28.0,xs,347.0,347,12.4,12.4,18.7,1.5,Missing,,yes,Missing,4,yes,Missing,
27405,b,2006,insurance,insurance,Missing,Missing,enhancement,mf,3GL,cobol,37.0,s,377.0,377,10.2,10.2,18.5,2.0,Missing,,yes,waterfall incl linear processing & ssadm,4,Missing,Missing,
27407,b,2000,insurance,insurance,business application,financial transaction process/accounting,enhancement,mf,3GL,cobol,578.0,m2,6309.0,6309,10.9,10.9,192.7,3.0,Missing,,no,waterfall incl linear processing & ssadm,3,don't know,yes,
27410,b,2006,Missing,Missing,business application,financial transaction process/accounting,new development,multi,3GL,java,,m1,1393.0,1393,,,,4.8,Missing,,Missing,waterfall incl linear processing & ssadm,3,Missing,yes,
27414,a,1999,communication,communications,Missing,Missing,new development,Missing,4GL,sql,113.0,m1,1357.0,1357,12.0,12.0,16.1,7.0,3-4,4.0,Missing,Missing,4,Missing,Missing,
27417,b,2013,government,government,business application,business application,new development,Missing,3GL,java,281.0,m1,7850.0,7850,27.9,27.9,16.4,17.1,Missing,,Missing,Missing,2,Missing,Missing,
27418,b,2006,Missing,Missing,business application,financial transaction process/accounting,enhancement,multi,3GL,java,,s,607.0,607,,,,4.7,Missing,,Missing,waterfall incl linear processing & ssadm,3,Missing,yes,
27428,b,2005,communication,communications,mathematically-intensive application,relatively complex application,enhancement,multi,3GL,Missing,90.0,s,1702.0,1702,18.9,18.9,,,Missing,,Missing,waterfall incl linear processing & ssadm,3,yes,yes,
27429,b,2012,medical & health care,medical and health care,Missing,not recorded,enhancement,Missing,Missing,Missing,14.0,xs,1784.0,1784,127.4,127.4,0.9,15.0,31-40,39.0,Missing,Missing,2,Missing,Missing,
27439,a,1992,mining,mining,business application,management information system,new development,mr,APG,Missing,1256.0,l,,1538,,1.2,157.0,8.0,3-4,3.0,yes,Missing,5,Missing,yes,
27440,b,2002,insurance,insurance,business application,financial transaction process/accounting,enhancement,mf,3GL,cobol,40.0,s,859.0,859,21.5,21.5,8.0,5.0,Missing,,no,waterfall incl linear processing & ssadm,3,don't know,yes,
27441,b,2003,financial,"financial, property & business services",business application,data warehouse; financial transaction process/accounting,enhancement,Missing,4GL,Missing,,m1,365.0,365,,,,1.6,Missing,,Missing,Missing,3,Missing,Missing,
27448,a,1995,utilities,"electricity, gas, water",business application,management information system,new development,mf,APG,telon,959.0,m2,7263.0,7263,7.6,7.6,87.2,11.0,5-8,6.0,yes,joint application development jad; rapid application development rad,6,no,yes,
27450,b,2012,communication,telecommunications,business application,customer relationship management,enhancement,multi,3GL,visual basic,67.0,s,1704.0,1704,25.4,25.4,16.3,4.1,Missing,,Missing,waterfall incl linear processing & ssadm,3,Missing,Missing,
27455,b,2001,banking,banking,business application,financial transaction process/accounting,enhancement,mf,3GL,pl/i,9.0,xxs,107.0,107,11.9,11.9,6.0,1.5,Missing,,no,waterfall incl linear processing & ssadm,3,don't know,yes,
27458,a,1999,communication,communications,business application,transaction/production system,enhancement,Missing,3GL,c++,59.0,s,4642.0,4642,78.7,78.7,29.5,2.0,9-14,13.0,yes,Missing,4,Missing,Missing,
27459,b,1990,manufacturing,manufacturing; oil,Missing,Missing,new development,mf,4GL,natural,683.0,m2,3574.0,3574,5.2,5.2,48.8,14.0,3-4,4.0,Missing,Missing,2,Missing,yes,
27460,b,2002,Missing,maintenance,Missing,maintenance,enhancement,Missing,Missing,pro*c,129.0,m1,1935.0,1935,15.0,15.0,,,Missing,,Missing,Missing,2,Missing,Missing,
27463,b,2013,insurance,insurance,business application,unknown,enhancement,Missing,4GL,visual c++,70.0,s,894.0,894,12.8,12.8,36.8,1.9,Missing,,Missing,waterfall incl linear processing & ssadm,3,Missing,Missing,
27468,b,2013,insurance,insurance,business application,unknown,enhancement,Missing,3GL,pl/sql,87.0,s,687.0,687,7.9,7.9,21.8,4.0,Missing,,Missing,waterfall incl linear processing & ssadm,3,Missing,Missing,
27471,b,2000,insurance,insurance,business application,financial transaction process/accounting,enhancement,multi,3GL,visual basic,671.0,m2,8325.0,8325,12.4,12.4,191.7,3.5,Missing,,no,waterfall incl linear processing & ssadm,3,yes,yes,
27476,a,2000,insurance,insurance,business application,transaction/production system,new development,mf,3GL,cobol,981.0,m2,51527.0,51527,52.5,52.5,35.0,28.0,Missing,,no,Missing,4,yes,yes,
27477,b,2011,medical & health care,medical and health care,Missing,not recorded,enhancement,Missing,Missing,Missing,8.0,xxs,2214.0,2214,276.8,276.8,0.7,11.0,41-50,47.0,Missing,Missing,2,Missing,Missing,
27478,b,2004,Missing,Missing,Missing,Missing,enhancement,Missing,3GL,java,293.0,m1,9270.0,9270,31.6,31.6,,,Missing,,Missing,Missing,2,Missing,Missing,
27485,a,2007,communication,communications; telecom,mathematically-intensive application,geographic or spatial information system; management or performance reporting; telecom & network management,enhancement,multi,3GL,c++,,Missing,6882.0,12870,,,,9.2,15-20,17.0,Missing,waterfall incl linear processing & ssadm,9,yes,yes,
27500,b,2014,government,government,business application,business application,enhancement,Missing,4GL,.net,25.0,xs,1206.0,1206,48.2,48.2,15.6,1.6,Missing,,Missing,agile development,3,Missing,Missing,
27505,a,2012,electronics & computers,computers & software,infrastructure software,operating system or software utility,new development,mr,3GL,java,88.0,s,1488.0,1488,16.9,16.9,22.0,4.0,3-4,3.0,no,Missing,15,yes,yes,
27508,b,2013,medical & health care,medical and health care,Missing,not recorded,enhancement,Missing,Missing,Missing,94.0,s,1939.0,1939,20.6,20.6,5.2,18.0,15-20,20.0,Missing,Missing,2,Missing,Missing,
27511,b,2014,communication,telecommunications,mathematically-intensive application,customer relationship management,enhancement,multi,3GL,pl/sql,120.0,m1,973.0,973,8.1,8.1,27.3,4.4,Missing,,Missing,waterfall incl linear processing & ssadm,3,Missing,Missing,
27515,b,2011,medical & health care,medical and health care,Missing,not recorded,enhancement,Missing,Missing,Missing,7.0,xxs,1179.0,1179,168.4,168.4,0.5,14.0,31-40,33.0,Missing,Missing,2,Missing,Missing,
27522,b,2002,service industry,transport & storage,business application,personnel system,new development,pc,Missing,express,566.0,m2,2421.0,2421,4.3,4.3,88.4,6.4,Missing,,no,waterfall incl linear processing & ssadm,3,don't know,yes,
27524,b,2004,Missing,Missing,Missing,Missing,enhancement,Missing,4GL,oracle,27.0,xs,91.0,91,3.4,3.4,5.0,5.4,Missing,,Missing,Missing,2,Missing,Missing,
27529,b,1993,banking,banking,business application,management information system,enhancement,mf,APG,telon,75.0,s,2428.0,2916,32.4,38.9,6.3,12.0,5-8,6.0,don't know,Missing,4,no,yes,
27530,b,2004,Missing,Missing,business application,financial application area,new development,multi,4GL,Missing,,m2,6978.0,6978,,,,6.3,Missing,,Missing,Missing,2,yes,yes,
27533,b,1999,insurance,insurance,Missing,Missing,new development,mf,3GL,pl/i,127.0,m1,784.0,784,6.2,6.2,42.3,3.0,Missing,,Missing,Missing,4,Missing,Missing,
27535,b,2006,insurance,insurance,Missing,Missing,new development,mf,3GL,cobol,327.0,m2,3027.0,3027,9.3,9.3,61.7,5.3,Missing,,Missing,waterfall incl linear processing & ssadm,3,Missing,Missing,
27537,b,2006,banking,banking,business application,financial transaction process/accounting,enhancement,pc,3GL,java,16.0,xs,3737.0,3737,233.6,233.6,,,Missing,,Missing,Missing,3,Missing,Missing,
27547,b,2007,banking,banking,business application,financial transaction process/accounting,enhancement,mf,3GL,java,366.0,m2,3633.0,3633,9.9,9.9,43.6,8.4,Missing,,Missing,Missing,3,Missing,Missing,
27553,b,2006,government,government,business application,"document management; financial transaction process/accounting; image, video or sound processing",enhancement,multi,3GL,cobol,398.0,m2,19306.0,19306,48.5,48.5,39.8,10.0,21-30,30.0,no,Missing,15,yes,yes,
27554,b,2003,government,public administration,Missing,Missing,new development,multi,3GL,java,401.0,m2,2055.0,2055,5.1,5.1,44.6,9.0,Missing,,Missing,Missing,9,Missing,Missing,
27556,b,1999,Missing,Missing,real-time application,call centre; fault tolerance; process control,new development,mf,3GL,cobol,2122.0,l,50468.0,50468,23.8,23.8,91.1,23.3,21-30,30.0,no,Missing,2,yes,yes,
27558,b,2002,service industry,transport & storage,business application,trading,enhancement,multi,3GL,pl/sql,451.0,m2,4810.0,4810,10.7,10.7,77.8,5.8,Missing,,no,waterfall incl linear processing & ssadm,3,yes,yes,
27560,b,2005,professional services,consultancy,infrastructure software,operating system or software utility; synchronization of outlook and application,re-development,multi,3GL,c#,199.0,m1,3861.0,3887,19.4,19.5,39.8,5.0,9-14,10.0,yes,Missing,15,yes,yes,
27562,b,1997,insurance,insurance,business application,transaction/production system,new development,mf,4GL,visual basic,327.0,m2,,534,,1.6,81.8,4.0,Missing,,no,Missing,4,no,yes,
27563,b,1999,Missing,Missing,Missing,Missing,new development,Missing,Missing,Missing,1243.0,l,8984.0,8984,7.2,7.2,113.0,11.0,Missing,,yes,Missing,4,Missing,Missing,
27570,b,2004,financial,"financial, property & business services",business application,client server; financial transaction process/accounting,enhancement,multi,4GL,Missing,,xs,109.0,109,,,,3.1,Missing,,Missing,Missing,3,yes,Missing,
27572,b,2015,insurance,insurance,business application,financial transaction process/accounting,enhancement,pc,3GL,cobol,1174.0,l,5277.0,5277,4.5,4.5,154.5,7.6,5-8,5.0,Missing,Missing,2,Missing,Missing,
27574,b,1998,Missing,Missing,Missing,Missing,enhancement,Missing,Missing,Missing,503.0,m2,482.0,482,1.0,1.0,100.6,5.0,3-4,3.0,don't know,Missing,4,Missing,Missing,
27575,b,1999,manufacturing,manufacturing,Missing,Missing,new development,pc,3GL,c++,900.0,m2,2791.0,2791,3.1,3.1,64.3,14.0,Missing,,Missing,Missing,4,Missing,Missing,
27577,b,2013,insurance,insurance,business application,unknown,enhancement,Missing,Missing,Missing,76.0,s,163.0,163,2.1,2.1,38.0,2.0,Missing,,Missing,waterfall incl linear processing & ssadm,3,Missing,Missing,
27580,a,2005,government,government,business application,document management; logistic or supply planning & control; online analysis and reporting; personal productivity e.g. spreadsheet,enhancement,multi,4GL,abap,236.0,m1,1076.0,1076,4.6,4.6,59.0,4.0,5-8,6.0,Missing,Missing,14,yes,yes,
27587,b,2004,Missing,Missing,Missing,Missing,enhancement,Missing,4GL,access,31.0,s,86.0,86,2.8,2.8,5.3,5.8,Missing,,Missing,Missing,2,yes,Missing,
27588,b,2013,insurance,insurance,business application,unknown,enhancement,Missing,4GL,visual basic,128.0,m1,1468.0,1468,11.5,11.5,42.7,3.0,Missing,,Missing,waterfall incl linear processing & ssadm,3,Missing,Missing,
27590,b,1999,electronics & computers,client/server architecture for language services; engineering; research & development; software development,business application,linguistic software; management information system,new development,pc,Missing,Missing,224.0,m1,,232,,1.0,186.7,1.2,Missing,,Missing,Missing,2,Missing,yes,
27591,b,2012,communication,telecommunications,business application,integration,enhancement,Missing,3GL,tibco,71.0,s,2821.0,2821,39.7,39.7,11.6,6.1,Missing,,Missing,waterfall incl linear processing & ssadm,3,Missing,Missing,
27592,b,2015,communication,telecommunications,business application,customer relationship management,enhancement,multi,4GL,siebel,83.0,s,1651.0,1651,19.9,19.9,,,Missing,,Missing,waterfall incl linear processing & ssadm,3,Missing,Missing,
27593,b,2002,manufacturing,manufacturing,Missing,Missing,new development,multi,3GL,c++,348.0,m2,638.0,638,1.8,1.8,12.0,29.0,Missing,,Missing,waterfall incl linear processing & ssadm,4,Missing,Missing,
27594,a,2005,communication,communications,business application,ordering,enhancement,multi,3GL,cobol,90.0,s,310.0,310,3.4,3.4,12.9,7.0,5-8,5.0,Missing,Missing,15,yes,yes,
27598,b,2002,communication,telecommunication,Missing,Missing,enhancement,mf,3GL,java,143.0,m1,940.0,940,6.6,6.6,17.9,8.0,Missing,,Missing,Missing,9,Missing,Missing,
27601,b,2010,manufacturing,manufacturing,business application,cars selling,enhancement,mr,3GL,java,131.0,m1,,1691,,12.9,8.2,16.0,Missing,,Missing,Missing,8,yes,yes,
27605,b,2001,manufacturing,manufacturing,Missing,Missing,enhancement,mf,3GL,pl/i,82.0,s,2894.0,10499,35.3,128.0,9.1,9.0,31-40,34.0,Missing,Missing,2,Missing,yes,
27610,a,2008,service industry,community services; government,business application,catalogue/register of things or events; workflow support & management,new development,multi,4GL,c#,411.0,m2,10955.0,10955,26.7,26.7,27.4,15.0,9-14,10.0,Missing,Missing,14,yes,yes,
27611,b,2011,medical & health care,medical and health care,Missing,not recorded,enhancement,Missing,Missing,Missing,7.0,xxs,2009.0,2009,287.0,287.0,0.6,12.0,31-40,39.0,Missing,Missing,2,Missing,Missing,
27613,b,2002,insurance,insurance,business application,financial transaction process/accounting,enhancement,mf,3GL,visual basic,310.0,m2,6160.0,6160,19.9,19.9,103.3,3.0,15-20,15.0,no,waterfall incl linear processing & ssadm,3,don't know,yes,
27615,b,2006,manufacturing,manufacturing,real-time application,embedded system/real-time application,enhancement,multi,4GL,Missing,,m1,1728.0,1728,,,,,Missing,,Missing,waterfall incl linear processing & ssadm,3,yes,yes,
27617,b,2003,Missing,Missing,Missing,Missing,enhancement,mf,3GL,cobol,14.0,xs,324.0,324,23.1,23.1,2.0,7.1,Missing,,Missing,Missing,2,Missing,Missing,
27619,b,2001,government,public administration,Missing,Missing,new development,mf,3GL,c,192.0,m1,868.0,868,4.5,4.5,9.1,21.0,Missing,,Missing,Missing,3,Missing,Missing,
27622,b,1998,Missing,Missing,business application,transaction/production system,enhancement,mf,3GL,cobol,2131.0,l,8640.0,8640,4.1,4.1,291.9,7.3,3-4,4.0,no,Missing,2,no,Missing,
27628,b,2001,communication,telecommunication,real-time application,Missing,new development,pc,3GL,Missing,23.0,xs,1177.0,1177,51.2,51.2,3.3,7.0,Missing,,yes,Missing,4,Missing,Missing,
27629,b,1998,government,public administration,Missing,Missing,new development,pc,4GL,delphi,294.0,m1,967.0,967,3.3,3.3,49.0,6.0,Missing,,yes,Missing,4,Missing,Missing,
27635,b,2011,medical & health care,medical and health care,Missing,not recorded,enhancement,Missing,Missing,Missing,34.0,s,4500.0,4500,132.4,132.4,2.3,15.0,71-80,76.0,Missing,Missing,2,Missing,Missing,
27636,b,2004,financial,"financial, property & business services",business application,client server; financial transaction process/accounting,enhancement,multi,4GL,Missing,,m1,6824.0,6824,,,,7.8,Missing,,Missing,Missing,3,yes,Missing,
27637,b,2010,manufacturing,manufacturing,business application,after sales parts documentation,enhancement,mr,3GL,c++,54.0,s,,1445,,26.8,19.3,2.8,Missing,,Missing,Missing,8,yes,yes,
27639,b,2006,Missing,Missing,business application,financial transaction process/accounting,enhancement,multi,4GL,.net,,s,242.0,242,,,,1.0,Missing,,Missing,waterfall incl linear processing & ssadm,3,Missing,yes,
27640,b,2013,insurance,insurance,business application,unknown,enhancement,Missing,Missing,Missing,71.0,s,459.0,459,6.5,6.5,59.2,1.2,Missing,,Missing,waterfall incl linear processing & ssadm,3,Missing,Missing,
27645,b,1998,Missing,Missing,Missing,Missing,enhancement,Missing,Missing,Missing,98.0,s,636.0,636,6.5,6.5,14.0,7.0,2,2.0,don't know,Missing,4,Missing,Missing,
27649,b,2003,financial,"financial, property & business services",business application,client server; financial transaction process/accounting,enhancement,multi,4GL,Missing,,m1,464.0,464,,,,1.1,Missing,,Missing,Missing,3,yes,Missing,
27651,b,2006,Missing,Missing,business application,financial transaction process/accounting,enhancement,multi,4GL,.net,,m1,2805.0,2805,,,,6.9,Missing,,Missing,waterfall incl linear processing & ssadm,3,Missing,yes,
27655,b,1999,insurance,insurance,business application,financial transaction process/accounting,new development,pc,3GL,cobol,42.0,s,882.0,882,21.0,21.0,,,Missing,,no,waterfall incl linear processing & ssadm,3,don't know,no,
27658,a,1999,communication,communications,business application,management information system,enhancement,Missing,4GL,uniface,72.0,s,1504.0,1504,20.9,20.9,4.8,15.0,3-4,3.0,Missing,Missing,4,Missing,Missing,
27662,b,2012,communication,telecommunications,business application,customer relationship management,enhancement,multi,3GL,java,69.0,s,1829.0,1829,26.5,26.5,16.8,4.1,Missing,,Missing,waterfall incl linear processing & ssadm,3,Missing,Missing,
27665,b,1998,manufacturing,manufacturing,business application,logistic or supply planning & control,new development,multi,4GL,visual basic,2181.0,l,11853.0,11853,5.4,5.4,218.1,10.0,Missing,,no,waterfall incl linear processing & ssadm,3,yes,yes,
27667,b,2000,service industry,community services,business application,management information system,enhancement,mf,Missing,Missing,,xxl,2600.0,2600,,,,,Missing,,no,Missing,3,yes,yes,
27668,b,2000,banking,banking,Missing,Missing,new development,pc,Missing,Missing,5060.0,xl,7117.0,7117,1.4,1.4,421.7,12.0,Missing,,Missing,Missing,5,Missing,Missing,
27674,a,1997,banking,banking,business application,management information system,new development,mr,3GL,c++,676.0,m2,,17286,,25.6,52.0,13.0,Missing,,yes,multifunctional teams,5,yes,yes,
27678,b,1996,government,government,business application,condemnation proceedings,new development,multi,4GL,oracle,370.0,m2,1562.0,1562,4.2,4.2,80.4,4.6,Missing,,no,waterfall incl linear processing & ssadm,3,yes,yes,
27683,a,2011,insurance,insurance,business application,data warehouse system,enhancement,pc,4GL,ab initio,59.0,s,744.0,744,12.6,12.6,9.8,6.0,3-4,4.0,yes,multifunctional teams; waterfall incl linear processing & ssadm,14,no,yes,
27693,b,2002,insurance,insurance,business application,financial transaction process/accounting,enhancement,multi,3GL,visual basic,594.0,m2,6726.0,6726,11.3,11.3,118.8,5.0,Missing,,no,waterfall incl linear processing & ssadm,3,yes,yes,
27694,b,2012,medical & health care,medical and health care,Missing,not recorded,enhancement,Missing,Missing,Missing,33.0,s,1679.0,1679,50.9,50.9,2.4,14.0,15-20,17.0,Missing,Missing,2,Missing,Missing,
27695,b,2001,professional services,professional services,business application,stock control & order processing,new development,multi,4GL,visual basic,66.0,s,310.0,310,4.7,4.7,33.0,2.0,Missing,,no,waterfall incl linear processing & ssadm,3,yes,yes,
27699,b,2000,communication,communications,business application,transaction/production system,enhancement,mf,3GL,cobol,524.0,m2,11500.0,17969,21.9,34.3,104.8,5.0,Missing,,Missing,Missing,4,yes,Missing,
27702,b,2014,communication,telecommunications,business application,integration,enhancement,Missing,3GL,tibco,70.0,s,1678.0,1678,24.0,24.0,12.7,5.5,Missing,,Missing,waterfall incl linear processing & ssadm,3,Missing,Missing,
27703,b,2004,financial,"financial, property & business services",business application,data warehouse; financial transaction process/accounting,enhancement,Missing,4GL,Missing,,m1,265.0,265,,,,3.4,Missing,,Missing,Missing,3,Missing,Missing,
27705,b,2000,banking,banking,business application,financial transaction process/accounting,enhancement,mf,3GL,pl/i,16.0,xs,843.0,843,52.7,52.7,5.3,3.0,Missing,,no,waterfall incl linear processing & ssadm,3,don't know,yes,
27708,b,2014,insurance,insurance,business application,unknown,enhancement,Missing,4GL,visual basic,56.0,s,472.0,472,8.4,8.4,7.7,7.3,Missing,,Missing,waterfall incl linear processing & ssadm,3,Missing,Missing,
27715,b,2011,manufacturing,manufacturing,mathematically-intensive application,car design,new development,pc,3GL,java,89.0,s,,557,,6.3,24.7,3.6,Missing,,yes,Missing,8,no,yes,
27716,b,2003,financial,"financial, property & business services",business application,data warehouse; financial transaction process/accounting,enhancement,Missing,4GL,Missing,,s,257.0,257,,,,2.5,Missing,,Missing,Missing,3,Missing,Missing,
27721,b,2004,insurance,insurance,Missing,Missing,new development,multi,3GL,java,1424.0,l,7015.0,7015,4.9,4.9,94.9,15.0,Missing,,Missing,Missing,4,Missing,Missing,
27723,b,2010,government,government,business application,business application,new development,Missing,4GL,oracle,50.0,s,455.0,455,9.1,9.1,16.1,3.1,Missing,,Missing,Missing,2,Missing,Missing,
27725,b,2003,Missing,Missing,Missing,Missing,new development,Missing,4GL,asp,278.0,m1,1740.0,1740,6.3,6.3,,,Missing,,Missing,Missing,2,Missing,yes,
27727,a,1999,communication,communications,business application,transaction/production system,new development,Missing,3GL,periphonics,128.0,m1,5960.0,5960,46.6,46.6,9.8,13.0,15-20,15.0,Missing,Missing,4,Missing,Missing,
27729,b,2009,manufacturing,manufacturing,business application,quality management,enhancement,mr,3GL,java,151.0,m1,,3467,,23.0,14.2,10.6,Missing,,yes,Missing,8,yes,yes,
27730,a,2001,communication,communications,business application,transaction/production system,enhancement,Missing,3GL,c,141.0,m1,2019.0,2433,14.3,17.3,17.6,8.0,5-8,7.0,Missing,Missing,4,Missing,Missing,
27731,b,2010,manufacturing,manufacturing,business application,selling reporting,enhancement,mr,Missing,Missing,41.0,s,,457,,11.1,10.8,3.8,Missing,,Missing,Missing,8,yes,yes,
27732,b,2002,medical & health care,medical and health care,business application,sales contact management,new development,pc,4GL,sql,609.0,m2,2385.0,2385,3.9,3.9,152.3,4.0,Missing,,no,waterfall incl linear processing & ssadm,3,Missing,yes,
27743,b,2011,medical & health care,medical and health care,Missing,not recorded,enhancement,Missing,Missing,Missing,12.0,xs,8062.0,8062,671.8,671.8,0.8,15.0,71-80,75.0,Missing,Missing,2,Missing,Missing,
27745,b,2011,medical & health care,medical and health care,Missing,not recorded,enhancement,Missing,Missing,Missing,50.0,s,20092.0,20092,401.8,401.8,2.6,19.0,101+,135.0,Missing,Missing,2,Missing,Missing,
27746,b,2002,insurance,insurance,Missing,Missing,new development,mf,3GL,pl/i,1465.0,l,12000.0,12000,8.2,8.2,244.2,6.0,Missing,,Missing,Missing,3,Missing,Missing,
27751,a,1994,government,public administration,Missing,scientific,re-development,mr,4GL,Missing,779.0,m2,5400.0,5400,6.9,6.9,18.5,42.0,3-4,3.0,yes,Missing,4,Missing,yes,
27752,b,2003,financial,"financial, property & business services",business application,client server; financial transaction process/accounting,enhancement,multi,4GL,Missing,,m1,771.0,771,,,,2.5,Missing,,Missing,Missing,3,yes,Missing,
27753,b,2003,insurance,insurance,Missing,Missing,new development,mf,3GL,pl/i,402.0,m2,1770.0,1770,4.4,4.4,57.4,7.0,Missing,,Missing,waterfall incl linear processing & ssadm,4,Missing,Missing,
27755,b,2004,Missing,Missing,Missing,Missing,enhancement,Missing,4GL,oracle,47.0,s,384.0,384,8.2,8.2,18.8,2.5,Missing,,Missing,Missing,2,Missing,Missing,
27756,a,1989,manufacturing,manufacturing,Missing,Missing,new development,mf,3GL,cobol,2718.0,l,,33028,,12.2,75.5,36.0,15-20,15.0,Missing,Missing,2,Missing,yes,
27758,a,2008,manufacturing,manufacturing,business application,document management,new development,multi,3GL,java,873.0,m2,,20389,,23.4,30.5,28.6,Missing,,yes,Missing,10,yes,yes,
27763,b,2003,insurance,insurance,Missing,Missing,enhancement,mf,3GL,pl/i,147.0,m1,991.0,991,6.7,6.7,36.8,4.0,Missing,,Missing,waterfall incl linear processing & ssadm,4,Missing,Missing,
27765,a,2007,financial,"financial, property & business services; government",business application,financial transaction process/accounting,enhancement,mf,4GL,sql,204.0,m1,772.0,772,3.8,3.8,40.8,5.0,3-4,3.0,no,Missing,11,yes,yes,
27766,b,2000,insurance,insurance,business application,sales contact management,enhancement,multi,3GL,visual basic,279.0,m1,3548.0,3548,12.7,12.7,93.0,3.0,Missing,,no,waterfall incl linear processing & ssadm,3,yes,yes,
27768,b,2012,medical & health care,medical and health care,Missing,not recorded,enhancement,Missing,Missing,Missing,13.0,xs,4065.0,4065,312.7,312.7,0.5,24.0,41-50,49.0,Missing,Missing,2,Missing,Missing,
27770,b,1998,banking,banking,Missing,Missing,new development,mf,3GL,cobol,132.0,m1,1600.0,1600,12.1,12.1,33.0,4.0,Missing,,Missing,Missing,4,Missing,Missing,
27771,b,2007,service industry,transport & storage,Missing,Missing,new development,mf,4GL,sql,199.0,m1,308.0,308,1.5,1.5,90.5,2.2,Missing,,Missing,spiral,8,Missing,Missing,
27773,b,2001,manufacturing,manufacturing,business application,financial transaction process/accounting,new development,multi,4GL,outlookvba,295.0,m1,713.0,713,2.4,2.4,62.8,4.7,Missing,,no,waterfall incl linear processing & ssadm,3,yes,yes,
27775,b,1997,Missing,Missing,Missing,Missing,new development,pc,3GL,smalltalk,,m2,,3945,,,,,Missing,,Missing,Missing,3,yes,Missing,
27784,a,1994,mining,chemicals; manufacturing; mining,business application,transaction/production system,new development,mf,3GL,cobol,334.0,m2,5078.0,5078,15.2,15.2,25.7,13.0,5-8,5.0,no,joint application development jad,6,Missing,Missing,
27787,b,2014,insurance,insurance,business application,unknown,enhancement,Missing,3GL,pl/sql,73.0,s,454.0,454,6.2,6.2,24.3,3.0,Missing,,Missing,waterfall incl linear processing & ssadm,3,Missing,Missing,
27790,b,2010,manufacturing,manufacturing,business application,production management,enhancement,mf,3GL,java,222.0,m1,,2614,,11.8,20.0,11.1,Missing,,yes,Missing,8,yes,yes,
27800,b,2005,communication,communications,mathematically-intensive application,relatively complex application,enhancement,multi,4GL,Missing,35.0,s,750.0,750,21.4,21.4,,,Missing,,Missing,waterfall incl linear processing & ssadm,3,yes,yes,
27804,b,1993,government,public administration,business application,office information system,new development,mr,4GL,Missing,,l,6249.0,6249,,,,18.0,5-8,5.0,yes,Missing,5,yes,yes,
27806,a,2000,financial,"banking; financial, property & business services",business application,electronic data interchange,enhancement,mf,3GL,cobol,198.0,m1,2215.0,3035,11.2,15.3,15.2,13.0,Missing,,no,Missing,5,no,yes,
27808,b,2000,insurance,insurance,Missing,Missing,enhancement,mf,3GL,pl/i,328.0,m2,1534.0,1534,4.7,4.7,54.7,6.0,Missing,,Missing,Missing,3,Missing,Missing,
27824,b,1999,service industry,community services,Missing,db serch system,new development,pc,Missing,php,160.0,m1,1163.0,1163,7.3,7.3,53.3,3.0,Missing,,no,waterfall incl linear processing & ssadm,3,Missing,yes,
27825,b,2002,wholesale & retail,ordering,business application,stock control & order processing,enhancement,mf,3GL,c,176.0,m1,9662.0,9662,54.9,54.9,,,Missing,,Missing,Missing,2,Missing,Missing,
27828,b,2015,communication,telecommunications,business application,online. esales,enhancement,multi,Missing,Missing,243.0,m1,3844.0,3844,15.8,15.8,220.9,1.1,Missing,,Missing,waterfall incl linear processing & ssadm,3,Missing,Missing,
27829,b,2012,insurance,insurance,business application,unknown,enhancement,Missing,Missing,Missing,198.0,m1,2926.0,2926,14.8,14.8,41.3,4.8,Missing,,Missing,waterfall incl linear processing & ssadm,3,Missing,Missing,
27830,b,2003,insurance,insurance,Missing,Missing,new development,mf,3GL,pl/i,527.0,m2,2625.0,2625,5.0,5.0,58.6,9.0,Missing,,Missing,waterfall incl linear processing & ssadm,3,Missing,Missing,
27831,a,1993,government,public administration,Missing,Missing,enhancement,mf,4GL,natural,214.0,m1,701.0,701,3.3,3.3,71.3,3.0,3-4,3.0,Missing,Missing,2,Missing,Missing,
27835,b,2013,insurance,insurance,business application,unknown,enhancement,Missing,Missing,Missing,56.0,s,438.0,438,7.8,7.8,10.0,5.6,Missing,,Missing,waterfall incl linear processing & ssadm,3,Missing,Missing,
