Unnamed_0,Project_PRF_Year_of_Project,External_EEF_Industry_Sector,External_EEF_Organisation_Type,Project_PRF_Application_Type,Tech_TF_Primary_Programming_Language,Project_PRF_Functional_Size,Project_PRF_Relative_Size,Project_PRF_Normalised_Work_Effort_Level_1,Project_PRF_Normalised_Level_1_PDR_ufp,Project_PRF_Normalised_PDR_ufp,Project_PRF_Speed_of_Delivery,Project_PRF_Project_Elapsed_Time,Project_PRF_Team_Size_Group,Project_PRF_Max_Team_Size,Process_PMF_Development_Methodologies,Process_PMF_Docs,Tech_TF_Tools_Used,External_EEF_Data_Quality_Rating_B,Project_PRF_Application_Group_Business Application; Infrastructure Software;,Project_PRF_Application_Group_Infrastructure Software,Project_PRF_Application_Group_Mathematically intensive application,Project_PRF_Application_Group_Mathematically-Intensive Application,Project_PRF_Application_Group_Missing,Project_PRF_Application_Group_Real-Time Application,Project_PRF_Development_Type_New Development,Project_PRF_Development_Type_Re-development,Tech_TF_Development_Platform_MF,Tech_TF_Development_Platform_MR,Tech_TF_Development_Platform_Missing,Tech_TF_Development_Platform_Multi,Tech_TF_Development_Platform_PC,Tech_TF_Development_Platform_Proprietary,Tech_TF_Language_Type_3GL,Tech_TF_Language_Type_4GL,Tech_TF_Language_Type_5GL,Tech_TF_Language_Type_APG,Tech_TF_Language_Type_ApG,Tech_TF_Language_Type_Missing,Project_PRF_CASE_Tool_Used_Missing,Project_PRF_CASE_Tool_Used_No,Project_PRF_CASE_Tool_Used_Yes,Tech_TF_Architecture_Missing,Tech_TF_Architecture_Multi-tier,Tech_TF_Architecture_Multi-tier / Client server,Tech_TF_Architecture_Multi-tier with web interface,Tech_TF_Architecture_Multi-tier with web public interface,Tech_TF_Architecture_Stand alone,Tech_TF_Architecture_Stand-alone,Tech_TF_Client_Server_Missing,Tech_TF_Client_Server_No,Tech_TF_Client_Server_Not Applicable,Tech_TF_Client_Server_Yes,Tech_TF_DBMS_Used_No,Tech_TF_DBMS_Used_Yes
30816,2003,Financial,"Financial, Property & Business Services;",Financial transaction process/accounting;Client Server;,Missing,,XXS,28.0,,,,1.5,Missing,,Missing,3,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
19986,2012,Communication,Telecommunications;,Customer relationship management;,Visual Basic,211.0,M1,3750.0,17.8,17.8,33.5,6.3,Missing,,Waterfall (incl Linear Processing & SSADM);,3,0.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
29997,2004,Financial,"Financial, Property & Business Services;",Financial transaction process/accounting;Data Warehouse;,Missing,,M2,3510.0,,,,7.5,Missing,,Missing,3,,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
17816,2000,Communication,Communications;,Transaction/Production System;,Oracle,49.0,S,500.0,10.2,15.9,24.5,2.0,Missing,,Missing,4,0.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
20892,2007,Government,Government;,Management of Licences and Permits;,COOL:Gen,221.0,M1,3191.0,14.4,14.4,14.7,15.0,Missing,,Missing,8,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
11399,2004,Financial,"Financial, Property & Business Services;",Financial transaction process/accounting;Client Server;,Missing,,XS,1967.0,,,,7.8,Missing,,Missing,3,0.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
27831,1993,Government,Public Administration;,Missing,NATURAL,214.0,M1,701.0,3.3,3.3,71.3,3.0,3-4,3.0,Missing,2,,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
29450,1999,Insurance,Insurance;,Customer billing/relationship management;,COBOL,171.0,M1,4366.0,25.5,25.5,57.0,3.0,Missing,,Waterfall (incl Linear Processing & SSADM);,3,,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
12958,2005,Communication,Communications;,relatively complex application;,Missing,97.0,S,2450.0,25.3,25.3,,,Missing,,Waterfall (incl Linear Processing & SSADM);,3,0.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
18431,1999,Communication,Communications;,Transaction/Production System;,Visual Basic,200.0,M1,8151.0,40.8,40.8,25.0,8.0,15-20,19.0,Missing,4,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
26489,2010,Manufacturing,Manufacturing;,Diagnostic distribution  management;,Java,127.0,M1,,,14.1,27.0,4.7,Missing,,Missing,8,,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
23123,2004,Missing,Missing,Financial application area;,Java,154.0,M1,1047.0,6.8,6.8,34.2,4.5,Missing,,Missing,2,0.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
26373,2006,Insurance,Insurance;,Missing,COBOL,41.0,S,132.0,3.2,3.2,5.9,7.0,Missing,,Waterfall (incl Linear Processing & SSADM);,3,,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
20441,1998,Missing,Missing,Missing,HPS,451.0,M2,8996.0,19.9,21.2,37.6,12.0,Missing,,Missing,5,10.0,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True
21471,2004,Insurance,Insurance;,Missing,Java,242.0,M1,2077.0,8.6,8.6,40.3,6.0,Missing,,Waterfall (incl Linear Processing & SSADM);,4,2.0,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
10736,2008,Insurance,Insurance;,Online analysis and reporting;,COBOL,11.0,XS,40.0,3.6,3.6,22.0,0.5,2,2.0,Missing,2,2.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
26881,2000,Manufacturing,Manufacturing;,Missing,PL/I,340.0,M2,410.0,1.2,20.7,42.5,8.0,9-14,12.0,Missing,2,,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
21744,2004,Communication,Communications;,Missing,COBOL,,Missing,1108.0,,,,4.0,3-4,4.0,Missing,0,4.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
16405,2002,Financial,"Financial, Property & Business Services;",Financial transaction process/accounting;,Visual Basic,747.0,M2,6767.0,9.1,9.1,135.8,5.5,Missing,,Missing,4,0.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True
28690,2006,Financial,"Financial (Banking, Insurance, Stock);",Management or performance reporting;Online analysis and reporting;,Java,,Missing,5190.0,,,,3.8,5-8,6.0,Missing,3,,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
30147,2015,Communication,Telecommunications;,Customer relationship management;,Missing,98.0,S,1551.0,15.8,15.8,22.3,4.4,Missing,,Waterfall (incl Linear Processing & SSADM);,3,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
14931,2004,Manufacturing,Manufacturing;,Missing,PL/I,88.0,S,2570.0,29.2,29.2,12.6,7.0,5-8,8.0,Missing,2,2.0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
31851,1999,Insurance,Insurance;,Missing,Missing,293.0,M1,4584.0,15.6,15.6,29.3,10.0,Missing,,Missing,4,,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False
21738,2012,Medical & Health Care,Medical and Health Care;,not recorded;,Missing,6.0,XXS,2921.0,486.8,486.8,0.5,12.0,31-40,39.0,Missing,2,0.0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
26258,2006,Communication,Communications;,Embedded system/real-time application;,Missing,,XS,171.0,,,,,Missing,,Waterfall (incl Linear Processing & SSADM);,3,,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
28400,2004,Missing,Missing,Missing,Upfront,194.0,M1,1009.0,5.2,5.2,62.6,3.1,Missing,,Missing,2,,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
26740,2006,Missing,Missing,Financial transaction process/accounting;,.Net,,M1,379.0,,,,1.9,Missing,,Waterfall (incl Linear Processing & SSADM);,3,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
29663,2004,Missing,Missing,Financial application area;,Missing,,M2,9432.0,,,,8.0,Missing,,Missing,2,,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
14394,2011,Insurance,Insurance;,"Calculation, quotation, insurance policy issue;",Adobe Flex,174.0,M1,1408.0,8.1,8.6,14.5,12.0,9-14,9.0,Waterfall (incl Linear Processing & SSADM);,15,5.0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True
12701,2002,Missing,Missing,Decision Support System;,Assembler,235.0,M1,4780.0,20.3,20.3,15.0,15.7,5-8,6.0,Missing,2,1.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
22257,2009,Manufacturing,Manufacturing;,Customer management;,PHP,169.0,M1,,,9.5,21.4,7.9,Missing,,Missing,8,2.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
18630,1994,Manufacturing,Aerospace / Automotive;,Transaction/Production System;,PL/I,510.0,M2,2299.0,4.5,4.5,42.5,12.0,3-4,3.0,Missing,5,2.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
30584,2005,Insurance,Insurance;,Missing,PL/I,207.0,M1,869.0,4.2,4.2,43.1,4.8,Missing,,Waterfall (incl Linear Processing & SSADM);,6,,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
23687,2008,Manufacturing,Aerospace / Automotive;,Management or performance reporting;,Datastage,647.0,M2,12815.0,19.8,19.8,80.9,8.0,9-14,12.0,Missing,13,,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
11060,2000,Insurance,Insurance;,Missing,PL/I,271.0,M1,3321.0,12.3,12.3,38.7,7.0,Missing,,Missing,3,2.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
11791,2004,Financial,"Financial, Property & Business Services;",Financial transaction process/accounting;Client Server;,Missing,,XS,42.0,,,,3.5,Missing,,Missing,3,0.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
20482,2004,Missing,Missing,Telecom & network management;,C,527.0,M2,1621.0,3.1,3.1,,,Missing,,Missing,2,0.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
11232,2003,Communication,Media;,Stock control & order processing;,Centura,593.0,M2,1376.0,2.3,2.3,121.0,4.9,Missing,,Waterfall (incl Linear Processing & SSADM);,3,0.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True
24055,2010,Manufacturing,Manufacturing;,Cost logistic Computing;,Java,350.0,M2,,,13.1,25.5,13.7,Missing,,Missing,8,,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
19906,2012,Medical & Health Care,Medical and Health Care;,not recorded;,Missing,6.0,XXS,1113.0,185.5,185.5,0.5,12.0,21-30,24.0,Missing,2,0.0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
28155,2001,Communication,Communications;,Telecom & network management;,C++,,Missing,8963.0,,,,5.5,9-14,12.0,Missing,12,,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
17051,2013,Communication,Telecommunications;,Online. eSales;,Missing,105.0,M1,2868.0,27.3,27.3,28.4,3.7,Missing,,Waterfall (incl Linear Processing & SSADM);,3,0.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
20614,2004,Missing,Missing,Missing,Java,650.0,M2,3672.0,5.6,5.6,103.2,6.3,Missing,,Missing,2,0.0,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
31816,1997,Banking,Banking;,Management Information System;,PowerBuilder,124.0,M1,,,19.6,20.7,6.0,Missing,,Multifunctional Teams;,5,,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
17692,2015,Communication,Telecommunications;,Customer relationship management;,Missing,1017.0,L,14888.0,14.6,14.6,166.7,6.1,Missing,,Waterfall (incl Linear Processing & SSADM);,3,0.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
20797,1999,Government,Public Administration;Community Services;Insurance;,Electronic Data Interchange;,COBOL,41.0,S,666.0,16.2,18.0,8.2,5.0,5-8,8.0,Missing,5,8.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
28951,2009,Manufacturing,Manufacturing;,Cars selling;,Java,122.0,M1,,,10.5,8.7,14.0,Missing,,Missing,8,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
23078,2010,Medical & Health Care,Medical and Health Care;,not recorded;,Missing,31.0,S,1783.0,57.5,57.5,3.1,10.0,15-20,16.0,Missing,2,0.0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
11136,2005,Communication,Communications;,relatively complex application;,Missing,397.0,M2,4668.0,11.8,11.8,,,Missing,,Waterfall (incl Linear Processing & SSADM);,3,0.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
13132,2004,Government,Public Administration;,Missing,C++,9390.0,XXL,67576.0,7.2,7.2,184.1,51.0,Missing,,Missing,4,4.0,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False
27662,2012,Communication,Telecommunications;,Customer relationship management;,Java,69.0,S,1829.0,26.5,26.5,16.8,4.1,Missing,,Waterfall (incl Linear Processing & SSADM);,3,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
20531,2007,Manufacturing,Defence;Aerospace / Automotive;,Change Management Tool;,Java,110.0,M1,1200.0,10.9,10.9,36.7,3.0,5-8,8.0,Missing,2,0.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
22123,2000,Missing,Missing,Transaction/Production System;,COBOL,109.0,M1,4576.0,42.0,42.0,17.3,6.3,3-4,4.0,Missing,2,1.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
20712,2006,Missing,Missing,Financial transaction process/accounting;,Java,,M1,305.0,,,,3.5,Missing,,Waterfall (incl Linear Processing & SSADM);,3,0.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
11332,2013,Insurance,Insurance;,Unknown;,Formspath,55.0,S,76.0,1.4,1.4,36.7,1.5,Missing,,Waterfall (incl Linear Processing & SSADM);,3,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
13959,2005,Government,Government;,Financial transaction process/accounting;,PL/I,1018.0,L,60826.0,59.8,59.8,50.9,20.0,Missing,,Missing,14,4.0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
29863,1999,Banking,Banking;,Missing,Missing,124.0,M1,447.0,3.6,3.6,15.5,8.0,Missing,,Missing,3,,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
25213,2014,Insurance,Insurance;,Unknown;,Java,165.0,M1,402.0,2.4,2.4,117.9,1.4,Missing,,Waterfall (incl Linear Processing & SSADM);,3,,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
26872,2000,Insurance,Insurance;,Electronic Data Interchange;,COBOL,142.0,M1,6416.0,45.2,45.2,8.9,16.0,5-8,7.0,Missing,4,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
17773,2012,Medical & Health Care,Medical and Health Care;,not recorded;,Missing,5.0,XXS,156.0,31.2,31.2,1.7,3.0,15-20,17.0,Missing,2,0.0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
13352,2000,Service Industry,Transport & Storage;,Executive Information System;,Oracle,,XL,3913.0,,,,,Missing,,Missing,4,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
31855,2008,Government,Government;,Management of Licences and Permits;,COOL:Gen,84.0,S,1503.0,17.9,17.9,4.9,17.0,Missing,,Missing,8,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
14806,1995,Insurance,Insurance;,Management Information System;,TELON,1033.0,L,7475.0,7.2,7.8,51.7,20.0,5-8,6.0,Missing,5,5.0,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
19547,2013,Medical & Health Care,Medical and Health Care;,not recorded;,Missing,20.0,XS,3261.0,163.1,163.1,2.0,10.0,21-30,25.0,Missing,2,0.0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
16671,2012,Medical & Health Care,Medical and Health Care;,not recorded;,Missing,14.0,XS,214.0,15.3,15.3,2.0,7.0,15-20,15.0,Missing,2,0.0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
29816,1997,Banking,Banking;,Customer billing/relationship management;,COBOL,130.0,M1,3904.0,30.0,30.0,3.3,39.0,Missing,,Waterfall (incl Linear Processing & SSADM);,3,,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True
30610,2006,Insurance,Insurance;,Missing,COBOL,143.0,M1,1500.0,10.5,10.5,8.7,16.4,Missing,,Waterfall (incl Linear Processing & SSADM);,3,,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
18346,2011,Medical & Health Care,Medical and Health Care;,not recorded;,Missing,25.0,XS,1008.0,40.3,40.3,3.1,8.0,15-20,15.0,Missing,2,0.0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
26576,2008,Electronics & Computers,Computers & Software;,Software for machine control;,.Net,588.0,M2,1097.0,1.9,1.9,93.3,6.3,3-4,4.0,Missing,14,,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
18901,2012,Medical & Health Care,Medical and Health Care;,not recorded;,Missing,27.0,XS,413.0,15.3,15.3,3.9,7.0,21-30,24.0,Missing,2,0.0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
20444,2012,Medical & Health Care,Medical and Health Care;,not recorded;,Missing,9.0,XXS,995.0,110.6,110.6,0.7,13.0,21-30,22.0,Missing,2,0.0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
13430,1998,Communication,Telecommunication;,Transaction/Production System;,PASCAL,,M2,2248.0,,,,10.0,Missing,,Missing,2,2.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
11851,2015,Communication,Telecommunications;,Customer billing;,C,100.0,M1,2020.0,20.2,20.2,21.3,4.7,Missing,,Waterfall (incl Linear Processing & SSADM);,3,0.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
19944,2013,Communication,Telecommunications;,Customer relationship management;,Java,101.0,M1,1746.0,17.3,17.3,20.2,5.0,Missing,,Waterfall (incl Linear Processing & SSADM);,3,0.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
30590,2015,Communication,Telecommunications;,Integration;,TIBCO,66.0,S,859.0,13.0,13.0,16.9,3.9,Missing,,Waterfall (incl Linear Processing & SSADM);,3,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
31593,2005,Communication,"Communications;Financial (Banking, Insurance, Stock);Government;Public Administration (Revenue);Manufacturing;Medical and Health Care;Post;Traffic (Aerospace/railway/Automotive);Transport;Logistic (Wholesale & Retail/Storage);Research & Development;Energy",Online analysis and reporting;,Java,,Missing,3184.0,,,,5.7,5-8,5.0,Missing,1,,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
12860,2000,Communication,Communications;,Transaction/Production System;,COBOL,171.0,M1,1537.0,9.0,14.0,57.0,3.0,Missing,,Missing,4,0.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
12194,2012,Insurance,Insurance;,Unknown;,Oracle,61.0,S,494.0,8.1,8.1,20.3,3.0,Missing,,Waterfall (incl Linear Processing & SSADM);,3,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
21739,2007,Insurance,Insurance;,Financial transaction process/accounting;,ASP.Net,74.0,S,2929.0,39.6,39.6,8.7,8.5,5-8,6.0,Missing,14,9.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
22114,2011,Manufacturing,Manufacturing;,Providing Management;,PL/I,91.0,S,,,35.6,14.7,6.2,Missing,,Missing,8,2.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
17747,2004,Missing,Missing,Missing,Java,43.0,S,3890.0,90.5,90.5,,,Missing,,Missing,2,0.0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
13801,2000,Communication,Media;,Telecom & network management;,C,,XL,8671.0,,,,,Missing,,Missing,4,0.0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
20773,2004,Insurance,Insurance;,Missing,PL/I,745.0,M2,9791.0,13.1,13.1,62.1,12.0,Missing,,Waterfall (incl Linear Processing & SSADM);,4,2.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
10740,2012,Communication,Telecommunications;,Data Warehouse system;,Shell,58.0,S,1283.0,22.1,22.1,10.9,5.3,Missing,,Waterfall (incl Linear Processing & SSADM);,3,0.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
25565,2005,Communication,Telecommunication;,Missing,Missing,93.0,S,1649.0,17.7,17.7,5.5,17.0,Missing,,Missing,3,,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
