isbsg_project_id,project_prf_year_of_project,external_eef_industry_sector,external_eef_organisation_type,project_prf_application_type,tech_tf_primary_programming_language,project_prf_functional_size,project_prf_relative_size,project_prf_normalised_work_effort_level_1,project_prf_normalised_work_effort,project_prf_normalised_level_1_pdr_ufp,project_prf_normalised_pdr_ufp,project_prf_speed_of_delivery,project_prf_project_elapsed_time,project_prf_team_size_group,project_prf_max_team_size,process_pmf_development_methodologies,process_pmf_docs,tech_tf_tools_used,external_eef_data_quality_rating_b,project_prf_application_group_business_application,project_prf_application_group_business_application__infrastructure_software,project_prf_application_group_infrastructure_software,project_prf_application_group_mathematically_intensive_application,project_prf_application_group_mathematically_intensive_application_1,project_prf_application_group_real_time_application,project_prf_development_type_new_development,project_prf_development_type_re_development,tech_tf_development_platform_hand_held,tech_tf_development_platform_mf,tech_tf_development_platform_mr,tech_tf_development_platform_multi,tech_tf_development_platform_pc,tech_tf_development_platform_proprietary,tech_tf_language_type_3GL,tech_tf_language_type_4GL,tech_tf_language_type_5GL,tech_tf_language_type_APG,tech_tf_language_type_Missing,_case_tool_used_don_t_know,_case_tool_used_no,_case_tool_used_yes,tech_tf_architecture_don_t_know,tech_tf_architecture_no,tech_tf_architecture_not_applicable,tech_tf_architecture_yes,tech_tf_dbms_used_no,tech_tf_dbms_used_yes
29715,2008,government,government,website,oracle,424.0,m2,1003.0,1003,2.4,2.4,141.3,3.0,Missing,,Missing,3,,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
29717,2011,manufacturing,manufacturing,car design,visual basic,288.0,m1,,2302,,8.0,40.6,7.1,Missing,,Missing,8,,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True
29723,2014,insurance,insurance,unknown,java,76.0,s,318.0,318,4.2,4.2,17.3,4.4,Missing,,waterfall incl linear processing & ssadm,3,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
29726,1995,financial,"financial, property & business services",transaction/production system,natural,454.0,m2,2310.0,2310,5.1,5.1,45.4,10.0,Missing,,waterfall incl linear processing & ssadm,4,,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True
29730,2007,professional services,imaging,engineering software,c++,,m2,6133.0,6133,,,,13.5,Missing,,waterfall incl linear processing & ssadm,2,,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
29732,2013,insurance,insurance,unknown,visual basic,85.0,s,130.0,130,1.5,1.5,65.4,1.3,Missing,,waterfall incl linear processing & ssadm,3,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
29734,2005,manufacturing,manufacturing,Missing,c++,324.0,m2,1170.0,1170,3.6,3.6,24.9,13.0,Missing,,Missing,4,,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
29736,2015,communication,telecommunications,online. esales,Missing,226.0,m1,1444.0,1444,6.4,6.4,19.8,11.4,Missing,,waterfall incl linear processing & ssadm,3,,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
29737,2006,banking,banking,financial transaction process/accounting,java,24.0,xs,1676.0,1676,69.8,69.8,2.4,10.2,Missing,,Missing,3,,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
29739,2012,government,government,business application,php,52.0,s,242.0,242,4.7,4.7,8.7,6.0,2,2.0,Missing,2,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
29742,1996,banking,banking,management information system,cobol,60.0,s,1102.0,1102,18.4,18.4,12.0,5.0,Missing,,multifunctional teams,4,,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
29743,2010,manufacturing,manufacturing,project risk management,php,138.0,m1,,1248,,9.0,20.0,6.9,Missing,,Missing,8,,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
29745,2004,Missing,Missing,Missing,java,132.0,m1,1543.0,1543,11.7,11.7,,,Missing,,Missing,2,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
29746,2001,service industry,recreation & personnel services,web ec site,iplanet netscape application server,700.0,m2,7129.0,7129,10.2,10.2,101.4,6.9,Missing,,waterfall incl linear processing & ssadm,3,,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True
29751,2007,professional services,professional services,catalogue/register of things or events,java,205.0,m1,7023.0,7023,34.3,34.3,51.3,4.0,Missing,,Missing,3,,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
29760,2013,medical & health care,medical and health care,not recorded,Missing,31.0,s,5749.0,5749,185.5,185.5,1.4,22.0,61-70,61.0,Missing,2,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
29772,2010,logistics,logistics,business application,.net,90.0,s,431.0,431,4.8,4.8,60.0,1.5,Missing,,Missing,2,,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
29776,2012,insurance,insurance,unknown,cobol,70.0,s,121.0,121,1.7,1.7,8.0,8.8,Missing,,waterfall incl linear processing & ssadm,3,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
29783,2009,professional services,research & development,online analysis and reporting; software development tool,c#,1099.0,l,4800.0,4890,4.4,4.4,146.5,7.5,9-14,11.0,Missing,2,,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
29790,2007,banking,banking,financial transaction process/accounting,cobol,110.0,m1,1733.0,1733,15.8,15.8,9.2,11.9,Missing,,Missing,3,,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
29793,2009,manufacturing,manufacturing,customer management,java,385.0,m2,,2184,,5.7,64.2,6.0,Missing,,Missing,8,,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
29806,1998,communication,telecommunication,management information system,ingres,,m1,581.0,700,,,,5.0,Missing,,Missing,2,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
29808,1999,manufacturing,manufacturing,Missing,pl/i,419.0,m2,73.0,3876,0.2,9.3,104.8,4.0,9-14,14.0,Missing,2,,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
29811,1999,communication,telecommunication,Missing,oracle,,m2,2316.0,2790,,,,5.0,Missing,,Missing,2,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
29816,1997,banking,banking,customer billing/relationship management,cobol,130.0,m1,3904.0,3904,30.0,30.0,3.3,39.0,Missing,,waterfall incl linear processing & ssadm,3,,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True
29817,2000,banking,banking,Missing,cobol,205.0,m1,1367.0,1367,6.7,6.7,25.6,8.0,Missing,,Missing,9,,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
29818,2014,communication,telecommunications,stock control & order processing,java,100.0,m1,867.0,867,8.7,8.7,16.9,5.9,Missing,,waterfall incl linear processing & ssadm,3,,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
29821,2009,government,government,"job, case, incident, project management",asp.net,73.0,s,2758.0,2758,37.8,37.8,12.2,6.0,5-8,7.0,Missing,15,,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
29826,2010,manufacturing,manufacturing,cars selling,pl/i,34.0,s,,269,,7.9,6.7,5.1,Missing,,Missing,8,,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
29829,2004,Missing,Missing,Missing,oracle,10.0,xs,2032.0,2032,203.2,203.2,6.3,1.6,Missing,,Missing,2,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
29830,2004,Missing,Missing,Missing,Missing,47.0,s,354.0,354,7.5,7.5,27.6,1.7,Missing,,Missing,2,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
29834,2008,utilities,"electricity, gas, water",complex process control; software for machine control,script language,144.0,m1,2410.0,2410,16.7,16.7,16.0,9.0,3-4,4.0,Missing,14,,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True
29839,2005,communication,communications,relatively complex application,Missing,56.0,s,1762.0,1762,31.5,31.5,,,Missing,,waterfall incl linear processing & ssadm,3,,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
29845,2014,insurance,insurance,unknown,cobol,91.0,s,1073.0,1073,11.8,11.8,30.3,3.0,Missing,,waterfall incl linear processing & ssadm,3,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
29851,2000,communication,communications,transaction/production system,visual basic,367.0,m2,3483.0,3483,9.5,9.5,45.9,8.0,9-14,10.0,Missing,5,,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
29852,2004,Missing,Missing,Missing,assembler,64.0,s,464.0,464,7.3,7.3,42.7,1.5,Missing,,Missing,2,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
29855,2003,insurance,insurance,Missing,visual basic,302.0,m2,1200.0,1200,4.0,4.0,25.2,12.0,Missing,,Missing,4,,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
29856,1999,Missing,Missing,management information system,cobol,1720.0,l,,32181,,18.7,,,21-30,22.0,Missing,3,,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
29857,2010,manufacturing,manufacturing,car test management,java,92.0,s,,1634,,17.8,11.1,8.3,Missing,,Missing,8,,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
29859,2000,communication,communications,transaction/production system,Missing,348.0,m2,8543.0,8543,24.5,24.5,58.0,6.0,21-30,22.0,Missing,4,,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
29860,2008,government,defence; government,financial transaction process/accounting,cobol,18.0,xs,303.0,303,16.8,16.8,1.2,14.6,Missing,,Missing,2,,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
29863,1999,banking,banking,Missing,Missing,124.0,m1,447.0,447,3.6,3.6,15.5,8.0,Missing,,Missing,3,,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
29864,1999,Missing,Missing,management information system,Missing,724.0,m2,,8821,,12.2,,,2,2.0,Missing,3,,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
29869,2003,insurance,insurance,Missing,visual basic,160.0,m1,756.0,756,4.7,4.7,40.0,4.0,Missing,,waterfall incl linear processing & ssadm,4,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
29870,2001,banking,banking,Missing,cobol,1273.0,l,14085.0,14085,11.1,11.1,74.9,17.0,Missing,,Missing,9,,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
29876,1999,Missing,Missing,management information system,sql,1349.0,l,,16104,,11.9,,,2,2.0,Missing,3,,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
29877,2000,manufacturing,manufacturing,Missing,pl/i,61.0,s,219.0,1319,3.6,21.6,20.3,3.0,5-8,6.0,Missing,2,,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
29881,2009,manufacturing,manufacturing,process of factory management,visual basic,26.0,xs,,397,,15.3,6.5,4.0,Missing,,Missing,8,,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
29885,2010,manufacturing,manufacturing,car sales,c++,114.0,m1,,1511,,13.3,11.5,9.9,Missing,,Missing,8,,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
29887,1998,Missing,Missing,Missing,Missing,131.0,m1,1252.0,1252,9.6,9.6,16.4,8.0,1,1.0,Missing,4,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
29893,2005,banking,banking,financial transaction process/accounting,java,81.0,s,3915.0,3915,48.3,48.3,4.2,19.3,Missing,,Missing,3,,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
29897,2010,manufacturing,manufacturing,stock management,Missing,83.0,s,,1042,,12.6,19.3,4.3,Missing,,Missing,8,,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
29903,2005,banking,banking,Missing,java,638.0,m2,4023.0,4627,6.3,7.3,18.8,34.0,9-14,11.0,Missing,2,,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
29904,1997,government,government,government,delphi,344.0,m2,5460.0,5460,15.9,15.9,28.9,11.9,3-4,3.0,rapid application development rad,2,,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
29908,2015,communication,telecommunications,customer relationship management,Missing,78.0,s,1854.0,1854,23.8,23.8,7.1,11.0,Missing,,waterfall incl linear processing & ssadm,3,,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
29909,2004,insurance,insurance,Missing,pl/i,189.0,m1,1605.0,1605,8.5,8.5,63.0,3.0,Missing,,Missing,3,,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
29914,2005,communication,communications,relatively complex application,Missing,58.0,s,512.0,512,8.8,8.8,,,Missing,,waterfall incl linear processing & ssadm,3,,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
29917,2010,manufacturing,manufacturing,parts selling website,java,29.0,xs,,1192,,41.1,4.0,7.2,Missing,,Missing,8,,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True
29921,2015,insurance,insurance,web-based application,.net,218.0,m1,3633.0,3633,16.7,16.7,64.1,3.4,5-8,5.0,Missing,2,,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
29923,2014,communication,telecommunications,customer relationship management,java,62.0,s,1502.0,1502,24.2,24.2,13.8,4.5,Missing,,waterfall incl linear processing & ssadm,3,,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
29924,2003,insurance,insurance,Missing,java,164.0,m1,1450.0,1450,8.8,8.8,32.8,5.0,Missing,,Missing,3,,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
29927,2008,electronics & computers,computers & software,Missing,abap,134.0,m1,2055.0,2055,15.3,15.3,19.1,7.0,5-8,5.0,waterfall incl linear processing & ssadm,4,,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
29934,2003,communication,communications,Missing,cobol,,Missing,8683.0,8683,,,,5.0,15-20,16.0,Missing,0,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
29935,2000,insurance,insurance,Missing,pl/i,241.0,m1,1215.0,1215,5.0,5.0,24.1,10.0,Missing,,Missing,4,,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
29939,2004,Missing,Missing,financial application area,java,298.0,m1,2801.0,2801,9.4,9.4,40.3,7.4,Missing,,Missing,2,,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
29940,2011,medical & health care,medical and health care,not recorded,Missing,44.0,s,7164.0,7164,162.8,162.8,2.9,15.0,71-80,74.0,Missing,2,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
29941,2009,insurance,insurance,online analysis and reporting,cobol,3.0,xxs,24.0,24,8.0,8.0,12.0,0.25,1,1.0,Missing,2,,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
29945,2013,banking,banking,mobile application,ios,66.0,s,205.0,205,3.1,3.1,44.0,1.5,2,2.0,Missing,3,,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
29949,2003,insurance,insurance,Missing,pl/i,146.0,m1,294.0,294,2.0,2.0,36.5,4.0,Missing,,waterfall incl linear processing & ssadm,4,,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
29950,2010,manufacturing,manufacturing,selling reporting,Missing,30.0,s,,490,,16.3,5.9,5.1,Missing,,Missing,8,,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True
29951,2006,insurance,insurance,Missing,java,49.0,s,630.0,630,12.9,12.9,9.4,5.2,Missing,,Missing,7,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
29956,2013,insurance,insurance,unknown,natural,244.0,m1,4065.0,4065,16.7,16.7,48.8,5.0,Missing,,waterfall incl linear processing & ssadm,3,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
29959,2007,banking,banking,financial transaction process/accounting,cobol,147.0,m1,15793.0,15793,107.4,107.4,8.9,16.5,Missing,,Missing,3,,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
29960,2015,communication,telecommunications,online. esales,Missing,79.0,s,1639.0,1639,20.7,20.7,20.3,3.9,Missing,,waterfall incl linear processing & ssadm,3,,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
29962,1994,mining,mining,office information system,oracle,418.0,m2,1058.0,1058,2.5,2.5,69.7,6.0,2,2.0,joint application development jad; rapid application development rad,6,,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
29966,1994,government,public administration,transaction/production system,Missing,619.0,m2,541.0,541,0.9,0.9,309.5,2.0,Missing,,multifunctional teams,5,,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
29971,1994,manufacturing,manufacturing,office information system,cobol,13.0,xs,97.0,97,7.5,7.5,13.0,1.0,2,2.0,Missing,4,,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
29972,2007,utilities,"electricity, gas, water; government",financial transaction process/accounting,pl/i,315.0,m2,1206.0,1206,3.8,3.8,39.4,8.0,5-8,7.0,Missing,14,,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
29982,2000,manufacturing,manufacturing,transaction/production system,pl/i,210.0,m1,272.0,4733,1.3,22.5,42.0,5.0,9-14,12.0,Missing,2,,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
29983,2008,insurance,insurance,Missing,cobol,112.0,m1,1005.0,1005,9.0,9.0,22.4,5.0,Missing,,waterfall incl linear processing & ssadm,3,,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
29986,2000,communication,communications,transaction/production system,sql,349.0,m2,4134.0,4134,11.8,11.8,69.8,5.0,9-14,12.0,Missing,4,,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
29992,1999,manufacturing,manufacturing,Missing,c++,561.0,m2,2409.0,2409,4.3,4.3,33.0,17.0,Missing,,Missing,4,,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
29997,2004,financial,"financial, property & business services",data warehouse; financial transaction process/accounting,Missing,,m2,3510.0,3510,,,,7.5,Missing,,Missing,3,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
29998,2009,manufacturing,manufacturing,quality of factory,sql,866.0,m2,,3487,,4.0,72.2,12.0,Missing,,Missing,8,,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
29999,2004,financial,"financial, property & business services",client server; financial transaction process/accounting,Missing,,m1,634.0,634,,,,2.1,Missing,,Missing,3,,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
30005,2012,medical & health care,medical and health care,not recorded,Missing,270.0,m1,9008.0,9008,33.4,33.4,18.0,15.0,91-100,94.0,Missing,2,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
30008,2012,medical & health care,medical and health care,not recorded,Missing,57.0,s,4243.0,4243,74.4,74.4,3.4,17.0,81-90,84.0,Missing,2,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
30017,2013,communication,telecommunications,online. esales,Missing,91.0,s,2039.0,2039,22.4,22.4,21.7,4.2,Missing,,waterfall incl linear processing & ssadm,3,,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
30020,2015,communication,telecommunications,customer relationship management,siebel,851.0,m2,11995.0,11995,14.1,14.1,223.9,3.8,Missing,,waterfall incl linear processing & ssadm,3,,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
30021,2014,insurance,insurance,unknown,Missing,52.0,s,191.0,191,3.7,3.7,104.0,0.5,Missing,,waterfall incl linear processing & ssadm,3,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
30026,2012,medical & health care,medical and health care,not recorded,Missing,19.0,xs,1603.0,1603,84.4,84.4,1.6,12.0,41-50,49.0,Missing,2,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
30028,2013,insurance,insurance,unknown,Missing,162.0,m1,1249.0,1249,7.7,7.7,47.6,3.4,Missing,,waterfall incl linear processing & ssadm,3,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
30029,2012,banking,banking; communications; education institution; government; medical and health care; transport & storage; wholesale & retail trade,surveillance and security,c#,72.0,s,225.0,225,3.1,3.1,6.0,12.0,2,2.0,agile development,6,,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
30030,2010,government,government,business application,oracle,116.0,m1,938.0,938,8.1,8.1,48.3,2.4,Missing,,Missing,2,,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
30052,2015,insurance,insurance,workflow support & management,oracle,1319.0,l,5219.0,5219,4.0,4.0,239.8,5.5,5-8,7.0,Missing,2,,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
30054,2010,manufacturing,manufacturing,customer management,sql,35.0,s,,747,,21.3,5.3,6.6,Missing,,Missing,8,,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
30089,2014,insurance,insurance,unknown,Missing,124.0,m1,60.0,60,0.5,0.5,59.0,2.1,Missing,,waterfall incl linear processing & ssadm,3,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
30095,2015,communication,telecommunications,workflow support & management,Missing,167.0,m1,1088.0,1088,6.5,6.5,35.5,4.7,Missing,,waterfall incl linear processing & ssadm,3,,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
30097,2010,manufacturing,manufacturing,car logistic management,java,97.0,s,,1711,,17.6,22.6,4.3,Missing,,Missing,8,,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
30116,2014,communication,telecommunications,customer relationship management,visual basic,97.0,s,1250.0,1250,12.9,12.9,34.6,2.8,Missing,,waterfall incl linear processing & ssadm,3,,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
30117,2013,insurance,insurance,unknown,formspath,70.0,s,89.0,89,1.3,1.3,31.8,2.2,Missing,,waterfall incl linear processing & ssadm,3,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
30122,2012,medical & health care,medical and health care,not recorded,Missing,107.0,m1,5598.0,5598,52.3,52.3,4.9,22.0,61-70,66.0,Missing,2,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
30130,2013,medical & health care,medical and health care,not recorded,Missing,19.0,xs,259.0,259,13.6,13.6,3.8,5.0,21-30,24.0,Missing,2,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
30137,2004,communication,telecommunication,embedded systems,c,,Missing,5310.0,5342,,,,4.0,Missing,,Missing,0,,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
30145,2013,medical & health care,medical and health care,not recorded,Missing,13.0,xs,488.0,488,37.5,37.5,1.2,11.0,9-14,12.0,Missing,2,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
